Regulator	Target	MI	pvalue
miR-191-5p	miR-223-3p	0.6871817325888442	0.0
miR-324-5p	TNFRSF11B	0.1345756870665896	4.339388370233621E-5
miR-885-5p	miR-192-5p	0.20686067107694078	0.0
miR-126-3p	miR-223-3p	1.024946396816616	0.0
miR-122-5p	miR-192-5p	0.23367680062198523	0.0
let-7b-5p	miR-16-5p	0.7062249827888081	0.0
miR-143-3p	miR-145-5p	0.2934242848645969	0.0
miR-122-5p	CSTB	0.13216415695928055	2.1401936991427561E-4
miR-24-3p	CD40LG	0.3945178479228085	2.7745805653012212E-11
miR-19b-3p	IL6	0.1513151065279613	0.0010065161030077263
miR-221-3p	IKBKG	0.45427978516349937	4.741615899916951E-8
miR-223-3p	miR-150-5p	0.3211880683422138	0.0010065161030077263
miR-19b-3p	miR-130a-3p	0.6817816356957334	0.0
miR-130a-3p	miR-191-5p	0.4999679943113998	0.019120768117974585
miR-28-5p	NPPB	0.13885755560489568	0.004503347265718105
miR-26a-5p	miR-20b-5p	0.7490409659004444	0.019120768117974585
miR-574-3p	miR-29a-3p	0.5060891828412951	1.559482886825947E-6
miR-24-3p	EGF	0.46175799814321694	0.0
miR-30b-5p	miR-140-5p	0.7595841649700835	0.0
miR-375	miR-192-5p	0.1979908257618067	0.0
miR-29a-3p	miR-140-5p	0.516948997149082	0.0
miR-130a-3p	miR-30b-5p	0.6713124028419306	8.407341231198018E-6
miR-574-3p	miR-222-3p	0.5835562161464724	0.0
miR-150-5p	miR-29a-3p	0.3170673429642393	0.0010065161030077263
miR-191-5p	miR-92a-3p	0.5657106850490107	0.0
let-7d-5p	miR-24-3p	0.6348859498824829	7.114309141798003E-13
miR-126-5p	miR-24-3p	0.5028819739759557	0.019120768117974585
miR-20b-5p	miR-26a-5p	0.7477610248567534	0.019120768117974585
miR-16-5p	EIF4EBP1	0.17467143655849918	2.1401936991427561E-4
miR-143-3p	PTX3	0.13541364564872976	0.019120768117974585
miR-30b-5p	miR-130a-3p	0.6628315382102535	2.774374250336109E-7
miR-30b-5p	let-7d-5p	0.5923045388609381	7.796571388496432E-9
miR-375	TGFB1	0.14357543162146708	7.796571388496432E-9
miR-324-5p	CSF1	0.16073874112979444	0.0010065161030077263
miR-375	PTX3	0.12766861358174955	4.741615899916951E-8
miR-99b-5p	miR-222-3p	0.42462838274593706	0.004503347265718105
miR-140-5p	miR-222-3p	0.77108682074377	0.0
miR-92a-3p	RNY4-5p	0.6650947285423514	0.0
miR-191-5p	EGF	0.4196463788231656	2.774374250336109E-7
miR-486-5p	miR-92a-3p	0.4653729092363229	2.774374250336109E-7
miR-92a-3p	RNY4-3p	0.5414659486871459	0.0
miR-93-5p	miR-19b-3p	0.7054879272722436	0.0
miR-324-5p	IL10RA	0.14762122765897256	0.019120768117974585
miR-93-5p	IL10RA	0.1475298457365497	4.339388370233621E-5
miR-29a-3p	miR-574-3p	0.5059889176239212	2.774374250336109E-7
let-7b-5p	CDCP1	0.15925585580007184	4.339388370233621E-5
miR-24-3p	PDGFB	0.4774508316858311	0.0010065161030077263
let-7d-5p	miR-221-3p	0.6257576414674231	0.019120768117974585
miR-24-3p	AXIN1	0.46498628450054813	0.019120768117974585
miR-223-5p	RNY4-3p	0.5490229513898249	0.0
miR-26a-5p	TNFRSF9	0.16110604913687077	7.796571388496432E-9
miR-221-3p	let-7d-5p	0.6267584952560497	0.019120768117974585
miR-191-5p	SULT1A1	0.2328673764965355	0.019120768117974585
miR-324-5p	CCL11	0.15393738600695767	0.019120768117974585
miR-192-5p	MMP1	0.15122745559833367	2.1401936991427561E-4
let-7d-5p	CXCL1	0.2945480454254888	0.0010065161030077263
miR-122-5p	TNFRSF10B	0.13996565113349238	1.2350440670161333E-9
miR-222-3p	miR-574-3p	0.5855593562465435	0.0
miR-885-5p	miR-122-5p	0.47762797222096365	0.0
miR-192-5p	F3	0.1520541871736606	2.1401936991427561E-4
miR-30b-5p	miR-574-3p	0.5750444323677206	1.2350440670161333E-9
miR-92a-3p	miR-93-5p	0.560017978292522	0.0
miR-99b-5p	miR-28-5p	0.20837901515469848	8.407341231198018E-6
miR-223-5p	RNY4-5p	0.49530804031026954	1.8852919225764708E-10
miR-191-5p	miR-24-3p	0.6831855498243717	0.0
miR-30b-5p	VEGFD	0.16080156131556478	0.004503347265718105
miR-28-5p	CDCP1	0.13648174353734827	2.774374250336109E-7
miR-93-5p	miR-20b-5p	0.7068291435896514	0.0
miR-221-3p	EGF	0.4296063289654296	7.796571388496432E-9
let-7d-5p	IKBKG	0.46404757463045815	0.004503347265718105
miR-324-5p	CD40	0.15988239841906715	7.796571388496432E-9
miR-221-3p	miR-130a-3p	0.6556366123618539	0.004503347265718105
miR-140-5p	miR-19b-3p	0.7704695872571317	0.0
miR-130a-3p	miR-19b-3p	0.6828871535237795	0.0
miR-20b-5p	miR-19b-3p	1.0056245688929581	0.0
miR-92a-3p	miR-122-5p	0.17988404408463887	0.0010065161030077263
miR-19b-3p	miR-30b-5p	0.830847481300573	0.0
miR-130a-3p	miR-26a-5p	0.6967049261034807	2.774374250336109E-7
miR-145-5p	miR-143-3p	0.3019308064613307	0.0
miR-223-3p	miR-24-3p	1.0673327339685112	0.0
miR-99b-5p	miR-30b-5p	0.4925855558182036	4.339388370233621E-5
miR-324-5p	CCL2	0.14317835729400183	1.559482886825947E-6
miR-140-5p	miR-30b-5p	0.7607008320866698	0.0
miR-191-5p	AXIN1	0.4492675503834323	2.7745805653012212E-11
miR-574-3p	miR-30b-5p	0.5842206912193519	2.774374250336109E-7
miR-222-3p	miR-99b-5p	0.4252620757410402	0.019120768117974585
miR-28-5p	miR-27b-3p	0.1975135983534268	0.0
miR-28-5p	VEGFA	0.11637592764479138	2.774374250336109E-7
miR-486-5p	EIF4EBP1	0.16889014820328102	4.339388370233621E-5
miR-20b-5p	miR-93-5p	0.7066535622429522	0.0
miR-19b-3p	miR-26a-5p	0.8198573123641182	7.114309141798003E-13
miR-30b-5p	miR-99b-5p	0.47889928620027755	8.407341231198018E-6
miR-99b-5p	miR-19b-3p	0.45282665128790495	0.019120768117974585
let-7b-5p	miR-222-3p	0.6995623821523459	2.774374250336109E-7
miR-122-5p	RNASE3	0.13574383132327741	2.1401936991427561E-4
miR-150-5p	miR-122-5p	0.16647620355377685	0.004503347265718105
miR-122-5p	miR-92a-3p	0.17922408448820287	0.004503347265718105
miR-324-5p	GDNF	0.15512713239281345	1.8852919225764708E-10
miR-21-5p	RNY5-5p	0.24694162952918786	0.019120768117974585
miR-192-5p	CCL23	0.14476301493641827	0.0010065161030077263
miR-223-5p	miR-92a-3p	0.4856140020716451	7.114309141798003E-13
let-7d-5p	CD40LG	0.4019906500258281	0.019120768117974585
miR-122-5p	TNFRSF1A	0.143150301080628	4.741615899916951E-8
miR-30b-5p	CD40	0.17206549439903	4.741615899916951E-8
miR-28-5p	TGFA	0.13830933719863922	0.0
miR-222-3p	miR-19b-3p	0.8084677090967779	0.0
let-7b-5p	miR-19b-3p	0.732533544958855	1.2350440670161333E-9
miR-93-5p	miR-320a	0.702580801812765	0.0
miR-320a	miR-126-3p	0.7056383009336317	4.741615899916951E-8
miR-324-5p	miR-130a-3p	0.35752496343544965	4.741615899916951E-8
miR-192-5p	miR-375	0.1943026002439729	0.0
miR-145-5p	CCL23	0.14635170574450307	0.019120768117974585
miR-222-3p	miR-29a-3p	0.5128042351297712	0.0010065161030077263
miR-27b-3p	FGF19	0.1236765882489364	0.0010065161030077263
miR-126-3p	let-7d-5p	0.591783236004018	0.0010065161030077263
miR-122-5p	SPON1	0.13164912819923683	0.004503347265718105
miR-27b-3p	miR-28-5p	0.19246555536472723	0.0
miR-122-5p	PLAT	0.15626717535145476	8.407341231198018E-6
miR-150-5p	CD244	0.14367272390727756	0.0010065161030077263
miR-20b-5p	let-7b-5p	0.7515821359385522	0.0
miR-223-3p	IL12B	0.1452544643178843	0.019120768117974585
miR-16-5p	miR-486-5p	0.5946078571521584	0.0
miR-24-3p	miR-126-5p	0.5049199324098637	0.004503347265718105
miR-29a-3p	FGF23	0.15898261973919325	8.407341231198018E-6
let-7b-5p	miR-20b-5p	0.7534909330252717	0.0
miR-24-3p	miR-126-3p	0.9881033672163771	0.0
miR-126-5p	miR-126-3p	0.4891703613820466	0.0
miR-93-5p	miR-223-3p	0.8645723540169671	0.0
miR-221-3p	SRC	0.4312143274558714	4.339388370233621E-5
miR-486-5p	miR-320a	0.47149486905263494	2.7745805653012212E-11
miR-486-5p	REN	0.1417679898963601	8.407341231198018E-6
miR-29a-3p	miR-126-3p	0.5065357302924999	0.0010065161030077263
let-7d-5p	PDGFB	0.4335511400661677	4.339388370233621E-5
miR-126-3p	miR-320a	0.6911663554971652	4.268585485078802E-12
miR-320a	miR-24-3p	0.6927467523795385	7.114309141798003E-13
miR-126-3p	miR-150-5p	0.3488387662586709	0.0
miR-122-5p	CXCL1	0.15684383503633775	1.8852919225764708E-10
miR-26a-5p	miR-19b-3p	0.8203038818250059	0.0
let-7d-5p	miR-126-3p	0.5888848529352381	0.0010065161030077263
let-7d-5p	RNY4-5p	0.5438664294411365	0.019120768117974585
miR-140-5p	miR-29a-3p	0.514914621203279	0.0
miR-130a-3p	CXCL6	0.14082686024289418	0.0010065161030077263
miR-223-3p	miR-223-5p	0.5119739060744795	0.0
miR-221-3p	miR-24-3p	0.6570630008501483	1.8852919225764708E-10
miR-223-3p	miR-197-3p	0.601714052862988	0.0
miR-24-3p	let-7d-5p	0.6375756773125638	4.268585485078802E-12
miR-223-5p	miR-191-5p	0.4834548546659298	7.114309141798003E-13
miR-122-5p	NT-pro-BNP	0.14578497611271804	0.0
miR-324-5p	NGF	0.1536723147160886	4.268585485078802E-12
miR-320a	miR-223-3p	0.7105896752594836	2.1401936991427561E-4
miR-143-3p	CCL28	0.1483243303594629	4.741615899916951E-8
miR-885-5p	NT-pro-BNP	0.13153297004963108	0.004503347265718105
miR-375	miR-885-5p	0.15915471253270302	0.019120768117974585
miR-130a-3p	miR-324-5p	0.35447893120866486	4.741615899916951E-8
miR-223-3p	let-7d-5p	0.6114618700611263	4.741615899916951E-8
miR-320a	miR-92a-3p	0.5623961327235585	0.019120768117974585
miR-19b-3p	let-7b-5p	0.7338465955212535	1.8852919225764708E-10
miR-885-5p	miR-375	0.16066908303051392	0.019120768117974585
miR-30b-5p	CXCL5	0.2816892439597582	2.774374250336109E-7
miR-24-3p	miR-320a	0.6748956019397545	2.7745805653012212E-11
miR-26a-5p	miR-30b-5p	0.9439284994343454	0.0
miR-197-3p	miR-223-3p	0.6054431422016825	0.0
miR-320a	RNY4-3p	0.5087404591456403	1.2350440670161333E-9
miR-19b-3p	miR-221-3p	0.7336488796726082	2.1401936991427561E-4
miR-197-3p	miR-24-3p	0.5907208474105088	0.0
miR-30b-5p	miR-222-3p	0.7825879339576929	0.0
miR-26a-5p	miR-223-3p	0.6843800670740336	4.339388370233621E-5
miR-30b-5p	miR-19b-3p	0.8319279066440392	0.0
miR-30b-5p	IL10RB	0.14683490100156013	0.004503347265718105
miR-145-5p	miR-30b-5p	0.6166176897078405	7.114309141798003E-13
let-7d-5p	SRC	0.48841491731037395	0.0
miR-122-5p	miR-885-5p	0.47724448556389903	0.0
miR-375	miR-28-5p	0.1566921687285335	2.1401936991427561E-4
miR-16-5p	ESM1	0.1825457093797746	0.019120768117974585
miR-24-3p	miR-223-3p	1.0685411596900538	0.0
miR-27b-3p	HBEGF	0.15294750763699697	0.0
miR-375	CSF1	0.1470076602552684	7.114309141798003E-13
miR-26a-5p	miR-145-5p	0.6209720277118203	1.2350440670161333E-9
miR-93-5p	miR-92a-3p	0.5574142944646973	0.0
miR-126-3p	miR-29a-3p	0.5076143888323439	0.004503347265718105
miR-885-5p	CCL8	0.14417049884626504	4.339388370233621E-5
miR-885-5p	CCL7	0.1438940542915852	0.019120768117974585
miR-191-5p	RNY4-3p	0.7181233027241682	0.0
miR-16-5p	miR-19b-3p	0.7123582437023003	0.0
miR-19b-3p	miR-93-5p	0.7087537926955725	0.0
miR-28-5p	CCL3	0.13901618124182596	4.339388370233621E-5
miR-191-5p	RNY4-5p	0.7908368999377554	0.0
miR-93-5p	STAMBP	0.40768038191534095	0.0
miR-19b-3p	miR-16-5p	0.7133332968894266	0.0
miR-221-3p	CD40LG	0.41006821945805794	1.8852919225764708E-10
miR-26a-5p	PLAT	0.1583202758377394	4.339388370233621E-5
miR-30b-5p	miR-20b-5p	0.7929562668056884	0.019120768117974585
miR-30b-5p	miR-324-5p	0.3341454668289765	0.0
miR-24-3p	miR-191-5p	0.686203179295115	0.0
miR-143-3p	HGF	0.13909881954274264	4.339388370233621E-5
miR-223-5p	miR-223-3p	0.5140550225497735	0.0
miR-145-5p	miR-26a-5p	0.6207058113472297	7.796571388496432E-9
miR-223-3p	miR-191-5p	0.683295760017886	0.0
miR-27b-3p	AGRP	0.12427674098389954	0.004503347265718105
miR-93-5p	miR-486-5p	0.5216755294173921	0.0
miR-122-5p	HGF	0.13437110687083126	4.339388370233621E-5
miR-30b-5p	miR-26a-5p	0.9428280997918955	0.0
miR-223-3p	miR-26a-5p	0.6824053743979681	4.339388370233621E-5
miR-19b-3p	miR-140-5p	0.7712305264856448	0.0
miR-223-3p	miR-126-3p	1.026439102661937	0.0
let-7b-5p	IL27	0.1589782998458557	4.339388370233621E-5
miR-221-3p	AXIN1	0.44021434891918076	0.0
miR-92a-3p	miR-486-5p	0.46724316612810174	2.774374250336109E-7
miR-192-5p	CD40	0.15886821123154451	0.0
miR-24-3p	SRC	0.4792273287774485	2.1401936991427561E-4
miR-192-5p	miR-885-5p	0.21019659617838102	7.114309141798003E-13
miR-885-5p	FABP4	0.15253453602872463	4.339388370233621E-5
miR-21-5p	miR-126-3p	0.6524416335871341	0.0
miR-223-3p	miR-93-5p	0.8640322791203229	0.0
miR-574-3p	miR-192-5p	0.2593136730495089	1.8852919225764708E-10
miR-92a-3p	miR-223-5p	0.4784945935095225	0.0
miR-28-5p	DNER	0.15149517684472524	0.004503347265718105
let-7d-5p	miR-26a-5p	0.5778253527272004	0.019120768117974585
miR-24-3p	miR-197-3p	0.5927015666146099	0.0
miR-122-5p	F3	0.13236415321835318	1.2350440670161333E-9
miR-223-5p	IL6R	0.14296444236418748	1.559482886825947E-6
miR-221-3p	CCL4	0.14933851014703123	0.004503347265718105
miR-192-5p	miR-122-5p	0.23242349681514948	0.0
miR-222-3p	miR-30b-5p	0.7767001876019688	0.0
let-7d-5p	miR-30b-5p	0.5900084987700978	4.741615899916951E-8
miR-29a-3p	miR-222-3p	0.5036616615082279	4.339388370233621E-5
miR-192-5p	CCL4	0.14572605718023265	4.741615899916951E-8
miR-192-5p	CCL3	0.14790661987419787	1.8852919225764708E-10
miR-92a-3p	RNY5-5p	0.2729234098162118	2.774374250336109E-7
miR-223-3p	miR-320a	0.7226862559140448	8.407341231198018E-6
miR-130a-3p	miR-221-3p	0.6537488932498001	0.004503347265718105
miR-324-5p	miR-30b-5p	0.3335924015289698	0.0
miR-92a-3p	miR-191-5p	0.5655358067396232	0.0
miR-24-3p	miR-93-5p	0.8525191186921679	4.268585485078802E-12
miR-28-5p	miR-375	0.1686644616356211	0.019120768117974585
