"","Transcript Id","Gene Id(name)","Mirna Name","miTG score"
"48","ENST00000304506","ENSG00000169194 (IL13)","hsa-let-7b-5p",0.999149411271042
"49","ENST00000272164","ENSG00000143816 (WNT9A)","hsa-let-7b-5p",0.999102319437345
"50","ENST00000336926","ENSG00000127946 (HIP1)","hsa-let-7b-5p",0.999095745416434
"51","ENST00000511516","ENSG00000164327 (RICTOR)","hsa-let-7b-5p",0.999005910853074
"52","ENST00000265992","ENSG00000107443 (CCNJ)","hsa-let-7b-5p",0.998896239404006
"53","ENST00000421467","ENSG00000136231 (IGF2BP3)","hsa-let-7b-5p",0.998884002405076
"54","ENST00000399503","ENSG00000095015 (MAP3K1)","hsa-let-7b-5p",0.998882932250938
"55","ENST00000568210","ENSG00000140474 (ULK3)","hsa-let-7b-5p",0.998751038993214
"56","ENST00000554557","ENSG00000072121 (ZFYVE26)","hsa-let-7b-5p",0.998742073381923
"57","ENST00000374994","ENSG00000106799 (TGFBR1)","hsa-let-7b-5p",0.998636885271477
"58","ENST00000454337","ENSG00000261732 (LA16c-431H6.6)","hsa-let-7b-5p",0.998526378794672
"59","ENST00000526627","ENSG00000256235 (SMIM3)","hsa-let-7b-5p",0.998331241206695
"60","ENST00000261845","ENSG00000069956 (MAPK6)","hsa-let-7b-5p",0.998301966217179
"61","ENST00000538548","ENSG00000061936 (SFSWAP)","hsa-let-7b-5p",0.998120285603121
"62","ENST00000535361","ENSG00000166900 (STX3)","hsa-let-7b-5p",0.998073680316777
"63","ENST00000269195","ENSG00000141429 (GALNT1)","hsa-let-7b-5p",0.997889583849873
"64","ENST00000392102","ENSG00000135912 (TTLL4)","hsa-let-7b-5p",0.997490185699227
"65","ENST00000480945","ENSG00000197312 (DDI2)","hsa-let-7b-5p",0.997481658022442
"66","ENST00000307954","ENSG00000217128 (FNIP1)","hsa-let-7b-5p",0.99747499999312
"67","ENST00000345060","ENSG00000188778 (ADRB3)","hsa-let-7b-5p",0.997316008431476
"68","ENST00000305988","ENSG00000169252 (ADRB2)","hsa-let-7b-5p",0.997253410409683
"69","ENST00000274276","ENSG00000145623 (OSMR)","hsa-let-7b-5p",0.997021607152064
"70","ENST00000434009","ENSG00000009413 (REV3L)","hsa-let-7b-5p",0.996938701052569
"71","ENST00000256429","ENSG00000134046 (MBD2)","hsa-let-7b-5p",0.996822208234101
"72","ENST00000497876","ENSG00000131061 (ZNF341)","hsa-let-7b-5p",0.99673100883731
"73","ENST00000257359","ENSG00000134917 (ADAMTS8)","hsa-let-7b-5p",0.996708995717362
"74","ENST00000310803","ENSG00000172575 (RASGRP1)","hsa-let-7b-5p",0.996697540747651
"75","ENST00000342287","ENSG00000167081 (PBX3)","hsa-let-7b-5p",0.996648600755284
"76","ENST00000315870","ENSG00000071243 (ING3)","hsa-let-7b-5p",0.996203541279472
"77","ENST00000375290","ENSG00000185920 (PTCH1)","hsa-let-7b-5p",0.996183935707341
"78","ENST00000494090","ENSG00000196739 (COL27A1)","hsa-let-7b-5p",0.996159138871146
"79","ENST00000311015","ENSG00000172687 (ZNF738)","hsa-let-7b-5p",0.99607160451364
"80","ENST00000328252","ENSG00000182752 (PAPPA)","hsa-let-7b-5p",0.996007312681505
"81","ENST00000327381","ENSG00000206579 (XKR4)","hsa-let-7b-5p",0.995991205052363
"82","ENST00000323816","ENSG00000007237 (GAS7)","hsa-let-7b-5p",0.99595513333852
"83","ENST00000281043","ENSG00000134323 (MYCN)","hsa-let-7b-5p",0.995674825795932
"84","ENST00000367188","ENSG00000158615 (PPP1R15B)","hsa-let-7b-5p",0.995629752450251
"85","ENST00000521075","ENSG00000153317 (ASAP1)","hsa-let-7b-5p",0.995566655088722
"86","ENST00000373656","ENSG00000171448 (ZBTB26)","hsa-let-7b-5p",0.995330483037865
"87","ENST00000504959","ENSG00000109762 (SNX25)","hsa-let-7b-5p",0.995288135051468
"88","ENST00000373884","ENSG00000158156 (XKR8)","hsa-let-7b-5p",0.994840845301948
"89","ENST00000268035","ENSG00000140443 (IGF1R)","hsa-let-7b-5p",0.994826371264906
"90","ENST00000348849","ENSG00000153250 (RBMS1)","hsa-let-7b-5p",0.994760974731499
"91","ENST00000274747","ENSG00000124532 (MRS2)","hsa-let-7b-5p",0.994757672245931
"92","ENST00000382123","ENSG00000244242 (IFITM10)","hsa-let-7b-5p",0.994736828577291
"93","ENST00000566749","ENSG00000149923 (PPP4C)","hsa-let-7b-5p",0.994584593474006
"94","ENST00000379264","ENSG00000164398 (ACSL6)","hsa-let-7b-5p",0.99408712846062
"95","ENST00000376088","ENSG00000171365 (CLCN5)","hsa-let-7b-5p",0.994021755004002
"96","ENST00000577662","ENSG00000266076 (CTD-2535L24.2)","hsa-let-7b-5p",0.99382340057657
"97","ENST00000353788","ENSG00000104497 (SNX16)","hsa-let-7b-5p",0.993648464053321
"98","ENST00000379375","ENSG00000078401 (EDN1)","hsa-let-7b-5p",0.993527711822161
"99","ENST00000289989","ENSG00000241852 (C8orf58)","hsa-let-7b-5p",0.99316752884533
"100","ENST00000360844","ENSG00000254415 (SIGLEC14)","hsa-let-7b-5p",0.992623191176643
"101","ENST00000251343","ENSG00000100441 (KHNYN)","hsa-let-7b-5p",0.992344191631891
"102","ENST00000301807","ENSG00000168016 (TRANK1)","hsa-let-7b-5p",0.992018003945427
"103","ENST00000296257","ENSG00000163904 (SENP2)","hsa-let-7b-5p",0.991996650845831
"104","ENST00000369512","ENSG00000134259 (NGF)","hsa-let-7b-5p",0.991903814910429
"105","ENST00000503750","ENSG00000151883 (PARP8)","hsa-let-7b-5p",0.991842710658497
"106","ENST00000454782","ENSG00000179165 (PXT1)","hsa-let-7b-5p",0.991216228578016
"107","ENST00000326877","ENSG00000178177 (LCORL)","hsa-let-7b-5p",0.991184136040366
"108","ENST00000309241","ENSG00000155846 (PPARGC1B)","hsa-let-7b-5p",0.99083546747882
"109","ENST00000419235","ENSG00000112679 (DUSP22)","hsa-let-7b-5p",0.990821784899524
"110","ENST00000264444","ENSG00000059728 (MXD1)","hsa-let-7b-5p",0.990807196085177
"111","ENST00000209875","ENSG00000094916 (CBX5)","hsa-let-7b-5p",0.990799255297304
"112","ENST00000585315","ENSG00000150394 (CDH8)","hsa-let-7b-5p",0.990710472315775
"113","ENST00000491143","ENSG00000119547 (ONECUT2)","hsa-let-7b-5p",0.990380891145666
"114","ENST00000600109","ENSG00000269636 (AC010441.1)","hsa-let-7b-5p",0.989851053351601
"115","ENST00000374179","ENSG00000107643 (MAPK8)","hsa-let-7b-5p",0.989634246404837
"116","ENST00000355832","ENSG00000225830 (ERCC6)","hsa-let-7b-5p",0.989584340515646
"117","ENST00000585130","ENSG00000184060 (ADAP2)","hsa-let-7b-5p",0.989405702538774
"118","ENST00000394605","ENSG00000157224 (CLDN12)","hsa-let-7b-5p",0.989322637253077
"119","ENST00000488423","ENSG00000154813 (DPH3)","hsa-let-7b-5p",0.989254800885815
"120","ENST00000445470","ENSG00000128510 (CPA4)","hsa-let-7b-5p",0.988947286187455
"121","ENST00000220597","ENSG00000076641 (PAG1)","hsa-let-7b-5p",0.988825979058628
"122","ENST00000373850","ENSG00000119397 (CNTRL)","hsa-let-7b-5p",0.98841006068959
"123","ENST00000424479","ENSG00000147535 (PPAPDC1B)","hsa-let-7b-5p",0.988403821929459
"124","ENST00000523505","ENSG00000253276 (CCDC71L)","hsa-let-7b-5p",0.988348790066142
"125","ENST00000297977","ENSG00000165259 (HDX)","hsa-let-7b-5p",0.988288785942812
"126","ENST00000398675","ENSG00000151233 (GXYLT1)","hsa-let-7b-5p",0.988284324837594
"127","ENST00000241416","ENSG00000121989 (ACVR2A)","hsa-let-7b-5p",0.988271787986562
"128","ENST00000258499","ENSG00000136014 (USP44)","hsa-let-7b-5p",0.987596490442827
"129","ENST00000370021","ENSG00000134186 (PRPF38B)","hsa-let-7b-5p",0.987570495018943
"130","ENST00000576409","ENSG00000123472 (ATPAF1)","hsa-let-7b-5p",0.987417620049577
"131","ENST00000375856","ENSG00000185950 (IRS2)","hsa-let-7b-5p",0.987351818727378
"132","ENST00000551118","ENSG00000138346 (DNA2)","hsa-let-7b-5p",0.98726528458464
"133","ENST00000352385","ENSG00000103742 (IGDCC4)","hsa-let-7b-5p",0.986880402487438
"134","ENST00000340067","ENSG00000188997 (KCTD21)","hsa-let-7b-5p",0.986722038685199
"135","ENST00000283195","ENSG00000153201 (RANBP2)","hsa-let-7b-5p",0.98607526915138
"136","ENST00000245817","ENSG00000125657 (TNFSF9)","hsa-let-7b-5p",0.985935789048469
"137","ENST00000551568","ENSG00000135678 (CPM)","hsa-let-7b-5p",0.985531279853767
"138","ENST00000378439","ENSG00000147655 (RSPO2)","hsa-let-7b-5p",0.985416292445853
"139","ENST00000288071","ENSG00000157349 (DDX19B)","hsa-let-7b-5p",0.985323130216616
"140","ENST00000407886","ENSG00000206069 (TMEM211)","hsa-let-7b-5p",0.98496277393715
"141","ENST00000511945","ENSG00000145882 (PCYOX1L)","hsa-let-7b-5p",0.984656567743733
"142","ENST00000420115","ENSG00000091527 (CDV3)","hsa-let-7b-5p",0.984567552328087
"143","ENST00000322213","ENSG00000072501 (SMC1A)","hsa-let-7b-5p",0.984493019922821
"144","ENST00000528964","ENSG00000175634 (RPS6KB2)","hsa-let-7b-5p",0.983765225325971
"145","ENST00000230882","ENSG00000112964 (GHR)","hsa-let-7b-5p",0.9828503234104
"146","ENST00000301067","ENSG00000167548 (KMT2D)","hsa-let-7b-5p",0.982725392371669
"147","ENST00000336934","ENSG00000133121 (STARD13)","hsa-let-7b-5p",0.982575806964307
"148","ENST00000527892","ENSG00000156709 (AIFM1)","hsa-let-7b-5p",0.982570719215465
"149","ENST00000398540","ENSG00000114541 (FRMD4B)","hsa-let-7b-5p",0.981905017600881
"150","ENST00000572111","ENSG00000185739 (SRL)","hsa-let-7b-5p",0.981655604794105
"151","ENST00000424122","ENSG00000115282 (TTC31)","hsa-let-7b-5p",0.981444355379121
"152","ENST00000366997","ENSG00000123684 (LPGAT1)","hsa-let-7b-5p",0.981217551996022
"153","ENST00000382554","ENSG00000205978 (NYNRIN)","hsa-let-7b-5p",0.980317982289144
"154","ENST00000373484","ENSG00000162520 (SYNC)","hsa-let-7b-5p",0.980114644371498
"155","ENST00000519565","ENSG00000146373 (RNF217)","hsa-let-7b-5p",0.979695825273324
"156","ENST00000367147","ENSG00000174514 (MFSD4)","hsa-let-7b-5p",0.978834852718083
"157","ENST00000440706","ENSG00000106086 (PLEKHA8)","hsa-let-7b-5p",0.97863496324881
"158","ENST00000261182","ENSG00000187109 (NAP1L1)","hsa-let-7b-5p",0.978511368444844
"159","ENST00000393487","ENSG00000071073 (MGAT4A)","hsa-let-7b-5p",0.978051430586337
"160","ENST00000344636","ENSG00000187510 (PLEKHG7)","hsa-let-7b-5p",0.977969342549952
"161","ENST00000322348","ENSG00000176928 (GCNT4)","hsa-let-7b-5p",0.977673816239947
"162","ENST00000369295","ENSG00000043591 (ADRB1)","hsa-let-7b-5p",0.977588858097713
"163","ENST00000361722","ENSG00000198933 (TBKBP1)","hsa-let-7b-5p",0.977485947360746
"164","ENST00000441290","ENSG00000128573 (FOXP2)","hsa-let-7b-5p",0.977360893843774
"165","ENST00000443824","ENSG00000047230 (CTPS2)","hsa-let-7b-5p",0.97660147646548
"166","ENST00000544253","ENSG00000168876 (ANKRD49)","hsa-let-7b-5p",0.97648554428178
"167","ENST00000215574","ENSG00000099804 (CDC34)","hsa-let-7b-5p",0.9763770098237
"168","ENST00000541735","ENSG00000198947 (DMD)","hsa-let-7b-5p",0.976214769244507
"169","ENST00000293968","ENSG00000162063 (CCNF)","hsa-let-7b-5p",0.975168613420439
"170","ENST00000373034","ENSG00000165194 (PCDH19)","hsa-let-7b-5p",0.974474846911222
"171","ENST00000272163","ENSG00000143815 (LBR)","hsa-let-7b-5p",0.9741531011071
"172","ENST00000239316","ENSG00000120211 (INSL4)","hsa-let-7b-5p",0.974004603326845
"173","ENST00000393585","ENSG00000164305 (CASP3)","hsa-let-7b-5p",0.973989759997367
"174","ENST00000339613","ENSG00000124440 (HIF3A)","hsa-let-7b-5p",0.973786044422187
"175","ENST00000378616","ENSG00000047597 (XK)","hsa-let-7b-5p",0.97330751409407
"176","ENST00000445424","ENSG00000184708 (EIF4ENIF1)","hsa-let-7b-5p",0.972962948062721
"177","ENST00000566993","ENSG00000005189 (AC004381.6)","hsa-let-7b-5p",0.972931141389896
"178","ENST00000332780","ENSG00000185909 (KLHDC8B)","hsa-let-7b-5p",0.97279984539189
"179","ENST00000369535","ENSG00000213281 (NRAS)","hsa-let-7b-5p",0.972533789697833
"180","ENST00000274849","ENSG00000146109 (ABT1)","hsa-let-7b-5p",0.972256070648705
"181","ENST00000376854","ENSG00000135045 (C9orf40)","hsa-let-7b-5p",0.972210746524473
"182","ENST00000510439","ENSG00000184206 (GOLGA6L4)","hsa-let-7b-5p",0.97134356746992
"183","ENST00000368324","ENSG00000132718 (SYT11)","hsa-let-7b-5p",0.971282341742284
"184","ENST00000381163","ENSG00000056998 (GYG2)","hsa-let-7b-5p",0.971274708521351
"185","ENST00000541112","ENSG00000137449 (CPEB2)","hsa-let-7b-5p",0.971265428273365
"186","ENST00000355173","ENSG00000183092 (BEGAIN)","hsa-let-7b-5p",0.971053520156302
"187","ENST00000304191","ENSG00000169612 (FAM103A1)","hsa-let-7b-5p",0.970439098204098
"188","ENST00000219022","ENSG00000102837 (OLFM4)","hsa-let-7b-5p",0.969830762409822
"189","ENST00000362003","ENSG00000185619 (PCGF3)","hsa-let-7b-5p",0.969584120215105
"190","ENST00000589626","ENSG00000127452 (FBXL12)","hsa-let-7b-5p",0.969255213991634
"191","ENST00000311180","ENSG00000174840 (PDE12)","hsa-let-7b-5p",0.969242496167171
"192","ENST00000484074","ENSG00000102531 (FNDC3A)","hsa-let-7b-5p",0.968919394965222
"193","ENST00000343115","ENSG00000137710 (RDX)","hsa-let-7b-5p",0.968756517224143
"194","ENST00000373210","ENSG00000134698 (AGO4)","hsa-let-7b-5p",0.968726910589955
"195","ENST00000343958","ENSG00000180263 (FGD6)","hsa-let-7b-5p",0.968472813496645
"196","ENST00000438902","ENSG00000163017 (ACTG2)","hsa-let-7b-5p",0.968471800021106
"197","ENST00000240093","ENSG00000104290 (FZD3)","hsa-let-7b-5p",0.968232585991782
"198","ENST00000468435","ENSG00000147854 (UHRF2)","hsa-let-7b-5p",0.967892007212911
"199","ENST00000556492","ENSG00000139977 (NAA30)","hsa-let-7b-5p",0.967716645119168
"200","ENST00000407464","ENSG00000169635 (HIC2)","hsa-let-7b-5p",0.967658595452608
"201","ENST00000413659","ENSG00000128815 (WDFY4)","hsa-let-7b-5p",0.967153336753003
"202","ENST00000599439","ENSG00000268397 (AC008443.1)","hsa-let-7b-5p",0.965934611296891
"203","ENST00000407610","ENSG00000131732 (ZCCHC9)","hsa-let-7b-5p",0.965783260317674
"204","ENST00000367182","ENSG00000198625 (MDM4)","hsa-let-7b-5p",0.964825338221624
"205","ENST00000260327","ENSG00000137770 (CTDSPL2)","hsa-let-7b-5p",0.964711049486307
"206","ENST00000530609","ENSG00000186104 (CYP2R1)","hsa-let-7b-5p",0.964427261640254
"207","ENST00000229314","ENSG00000111711 (GOLT1B)","hsa-let-7b-5p",0.96423015876217
"208","ENST00000369443","ENSG00000196505 (GDAP2)","hsa-let-7b-5p",0.964102910848585
"209","ENST00000268154","ENSG00000140548 (ZNF710)","hsa-let-7b-5p",0.963673468134352
"210","ENST00000417257","ENSG00000171877 (FRMD5)","hsa-let-7b-5p",0.963281303973224
"211","ENST00000299164","ENSG00000166106 (ADAMTS15)","hsa-let-7b-5p",0.962997002773432
"212","ENST00000252032","ENSG00000088854 (C20orf194)","hsa-let-7b-5p",0.962847997291021
"213","ENST00000409262","ENSG00000187605 (TET3)","hsa-let-7b-5p",0.962761374759239
"214","ENST00000504360","ENSG00000188848 (BEND4)","hsa-let-7b-5p",0.962738654853902
"215","ENST00000249647","ENSG00000092531 (SNAP23)","hsa-let-7b-5p",0.962349663684753
"216","ENST00000371610","ENSG00000124171 (PARD6B)","hsa-let-7b-5p",0.962166382159609
"217","ENST00000511739","ENSG00000170185 (USP38)","hsa-let-7b-5p",0.961989890216947
"218","ENST00000567617","ENSG00000167173 (C15orf39)","hsa-let-7b-5p",0.961942007445094
"219","ENST00000584897","ENSG00000101596 (SMCHD1)","hsa-let-7b-5p",0.961672087929972
"220","ENST00000444766","ENSG00000108506 (INTS2)","hsa-let-7b-5p",0.961476697313674
"221","ENST00000409600","ENSG00000082153 (BZW1)","hsa-let-7b-5p",0.960831567557451
"222","ENST00000264867","ENSG00000109819 (PPARGC1A)","hsa-let-7b-5p",0.960363013810352
"223","ENST00000358087","ENSG00000188219 (POTEE)","hsa-let-7b-5p",0.959511822314017
"224","ENST00000367001","ENSG00000170385 (SLC30A1)","hsa-let-7b-5p",0.959510126007201
"225","ENST00000368485","ENSG00000160712 (IL6R)","hsa-let-7b-5p",0.958328317318618
"226","ENST00000370828","ENSG00000076716 (GPC4)","hsa-let-7b-5p",0.958133106318429
"227","ENST00000261275","ENSG00000104059 (FAM189A1)","hsa-let-7b-5p",0.95785787267083
"228","ENST00000263563","ENSG00000107719 (PALD1)","hsa-let-7b-5p",0.957642137976998
"229","ENST00000277225","ENSG00000148143 (ZNF462)","hsa-let-7b-5p",0.957602277804971
"230","ENST00000558090","ENSG00000103942 (HOMER2)","hsa-let-7b-5p",0.957555687356243
"231","ENST00000359676","ENSG00000197183 (C20orf112)","hsa-let-7b-5p",0.957073848319984
"232","ENST00000282587","ENSG00000152683 (SLC30A6)","hsa-let-7b-5p",0.956594009395535
"233","ENST00000447404","ENSG00000165209 (STRBP)","hsa-let-7b-5p",0.956370154217169
"234","ENST00000355633","ENSG00000105991 (HOXA1)","hsa-let-7b-5p",0.956181916707109
"235","ENST00000381196","ENSG00000153707 (PTPRD)","hsa-let-7b-5p",0.955703105200367
"236","ENST00000328902","ENSG00000133561 (GIMAP6)","hsa-let-7b-5p",0.954696870843176
"237","ENST00000416070","ENSG00000077809 (GTF2I)","hsa-let-7b-5p",0.954271882868834
"238","ENST00000435193","ENSG00000163600 (ICOS)","hsa-let-7b-5p",0.954241365203883
"239","ENST00000512091","ENSG00000150471 (LPHN3)","hsa-let-7b-5p",0.95388222679915
"240","ENST00000282276","ENSG00000247626 (MARS2)","hsa-let-7b-5p",0.95375715545734
"241","ENST00000284674","ENSG00000154478 (GPR26)","hsa-let-7b-5p",0.953669622616563
"242","ENST00000376259","ENSG00000028137 (TNFRSF1B)","hsa-let-7b-5p",0.952057763934595
"243","ENST00000311181","ENSG00000174684 (B3GNT1)","hsa-let-7b-5p",0.951738997252706
"244","ENST00000334197","ENSG00000197937 (ZNF347)","hsa-let-7b-5p",0.951547097620905
"245","ENST00000477695","ENSG00000144824 (PHLDB2)","hsa-let-7b-5p",0.951367418612684
"246","ENST00000263620","ENSG00000116017 (ARID3A)","hsa-let-7b-5p",0.95088170802452
"247","ENST00000359600","ENSG00000162415 (ZSWIM5)","hsa-let-7b-5p",0.950185583582973
"248","ENST00000551509","ENSG00000187537 (POTEM)","hsa-let-7b-5p",0.950133041253261
"249","ENST00000437205","ENSG00000114770 (ABCC5)","hsa-let-7b-5p",0.950047754348973
"250","ENST00000370355","ENSG00000099194 (SCD)","hsa-let-7b-5p",0.949729408805846
"251","ENST00000464848","ENSG00000105948 (TTC26)","hsa-let-7b-5p",0.949649525176551
"252","ENST00000323460","ENSG00000119231 (SENP5)","hsa-let-7b-5p",0.949555282216843
"253","ENST00000379019","ENSG00000125772 (GPCPD1)","hsa-let-7b-5p",0.949117591400397
"254","ENST00000373191","ENSG00000126070 (AGO3)","hsa-let-7b-5p",0.948494979894208
"255","ENST00000400573","ENSG00000099954 (CECR2)","hsa-let-7b-5p",0.948161626079006
"256","ENST00000296252","ENSG00000163898 (LIPH)","hsa-let-7b-5p",0.948017776119058
"257","ENST00000413936","ENSG00000091073 (DTX2)","hsa-let-7b-5p",0.947680614314804
"258","ENST00000502732","ENSG00000143322 (ABL2)","hsa-let-7b-5p",0.947242770844056
"259","ENST00000352083","ENSG00000110693 (SOX6)","hsa-let-7b-5p",0.947223557699708
"260","ENST00000528216","ENSG00000148985 (PGAP2)","hsa-let-7b-5p",0.947090725776166
"261","ENST00000217971","ENSG00000101856 (PGRMC1)","hsa-let-7b-5p",0.946958312913835
"262","ENST00000539768","ENSG00000177058 (SLC38A9)","hsa-let-7b-5p",0.946540366686118
"263","ENST00000274811","ENSG00000146083 (RNF44)","hsa-let-7b-5p",0.946335121517847
"264","ENST00000333201","ENSG00000198440 (ZNF583)","hsa-let-7b-5p",0.945879906909336
"265","ENST00000554327","ENSG00000135424 (ITGA7)","hsa-let-7b-5p",0.944908154763612
"266","ENST00000456470","ENSG00000100379 (KCTD17)","hsa-let-7b-5p",0.944493126074173
"267","ENST00000368742","ENSG00000203782 (LOR)","hsa-let-7b-5p",0.944004879635372
"268","ENST00000470258","ENSG00000188811 (NHLRC3)","hsa-let-7b-5p",0.943116633107139
"269","ENST00000343455","ENSG00000100697 (DICER1)","hsa-let-7b-5p",0.941655417664305
"270","ENST00000395472","ENSG00000180008 (SOCS4)","hsa-let-7b-5p",0.941460413465078
"271","ENST00000254337","ENSG00000132017 (DCAF15)","hsa-let-7b-5p",0.940669469112046
"272","ENST00000324765","ENSG00000147202 (DIAPH2)","hsa-let-7b-5p",0.940149662674833
"273","ENST00000358691","ENSG00000198265 (HELZ)","hsa-let-7b-5p",0.938390048520927
"274","ENST00000379119","ENSG00000075790 (BCAP29)","hsa-let-7b-5p",0.938243283010205
"275","ENST00000471858","ENSG00000163606 (CD200R1)","hsa-let-7b-5p",0.938048852521001
"276","ENST00000264951","ENSG00000114127 (XRN1)","hsa-let-7b-5p",0.937810572738757
"277","ENST00000457153","ENSG00000067715 (SYT1)","hsa-let-7b-5p",0.937787633464835
"278","ENST00000547997","ENSG00000028203 (VEZT)","hsa-let-7b-5p",0.937442072586104
"279","ENST00000405409","ENSG00000100320 (RBFOX2)","hsa-let-7b-5p",0.937340817777671
"280","ENST00000281821","ENSG00000116106 (EPHA4)","hsa-let-7b-5p",0.937189818505814
"281","ENST00000371347","ENSG00000153291 (SLC25A27)","hsa-let-7b-5p",0.936823847580334
"282","ENST00000233336","ENSG00000114999 (TTL)","hsa-let-7b-5p",0.93663673026604
"283","ENST00000249377","ENSG00000128606 (LRRC17)","hsa-let-7b-5p",0.935159932558437
"284","ENST00000393239","ENSG00000004399 (PLXND1)","hsa-let-7b-5p",0.935153479422216
"285","ENST00000527905","ENSG00000006071 (ABCC8)","hsa-let-7b-5p",0.934886481607761
"286","ENST00000309979","ENSG00000166507 (NDST2)","hsa-let-7b-5p",0.933950882981729
"287","ENST00000552599","ENSG00000111596 (CNOT2)","hsa-let-7b-5p",0.933418303547924
"288","ENST00000437161","ENSG00000187522 (HSPA14)","hsa-let-7b-5p",0.933160896857032
"289","ENST00000260126","ENSG00000137571 (SLCO5A1)","hsa-let-7b-5p",0.932881904733836
"290","ENST00000393028","ENSG00000123159 (GIPC1)","hsa-let-7b-5p",0.932810097969803
