Regulator	Target	MI	pvalue
NTF3	FGF5	0.15296267532688876	0.03005249237844465
RNASE3	IL16	0.30567574315706364	5.730953489546664E-10
RNASE3	IL18	0.18347904121431474	0.0012638482610354274
FLT3LG	AGER	0.19568436835400765	8.954614827416663E-12
DKK1	CXCL16	0.24948154837606026	7.3834761669111515E-6
CSF1	IL10RB	0.49260586492163233	0.0
CCL20	HGF	0.2811341816346582	0.0
CCL3	CXCL10	0.3234012492034052	7.611422603304163E-11
TNFRSF11B	CSF1	0.4334642822963587	2.8567459953166008E-8
S100A12	CCL20	0.1861149869794218	1.8987141414683606E-7
SPON1	NT-pro-BNP	0.29694870002462465	2.8567459953166008E-8
HSPB1	SRC	0.6824838743118173	0.0
IL10RA	CCL28	0.20446664481055515	7.611422603304163E-11
RNY5-5p	RNY4-5p	0.26412745362094386	0.0
RNY5-5p	RNY4-3p	0.2700576498355892	0.0
RNASE3	RETN	0.29639465820866234	7.611422603304163E-11
RNY4-3p	RNY5-5p	0.26928720676130935	0.0
VEGFA	CCL23	0.33983551258233996	2.8567459953166008E-8
THBD	IL16	0.3993855281610482	1.210184852773466E-6
LGALS3	CXCL16	0.318867223542236	0.0
LIFR	HGF	0.322132009066847	4.3036481058411624E-5
TNFRSF10B	PLAUR	0.6360990299568792	0.0
PLAUR	IL16	0.4100824407663366	0.0012638482610354274
GAL	IL17A	0.12590328708217263	0.006336472845104524
MPO	PRL	0.17349484819030805	1.8987141414683606E-7
PECAM1	TEK	0.33992748423068053	0.0
SELPLG	CCL19	0.12205503632998044	0.03005249237844465
SELPLG	CCL11	0.1688838551128828	4.1280774354390815E-9
RNY4-3p	FGF19	0.13902015061916864	0.03005249237844465
LIFR	TNFRSF11B	0.3383043366012442	0.006336472845104524
IL12B	TNFRSF1B	0.305421069162136	0.0012638482610354274
CTSL	PLAUR	0.34644706291110056	0.03005249237844465
PDGFB	SRC	0.745184123261086	0.0
CCL2	CSF1	0.42440956946968755	0.0
CD40LG	SRC	0.7082395584517358	0.0
CASP8	TNFSF14	0.24364081979173444	0.03005249237844465
ESM1	SPON1	0.23025799479345718	2.2386537068541656E-12
CCL20	IL6	0.20981821076644536	0.006336472845104524
HBEGF	AGER	0.3161014049695623	0.0
CSTB	ADM	0.4884154794198899	0.0
IL17C	CCL20	0.2459725723169372	0.0
PLAT	IL1RN	0.2660616233643488	0.0
IL6	ADM	0.29188262202797916	7.3834761669111515E-6
RNY4-5p	AXIN1	0.39335756842336894	1.210184852773466E-6
IL18R1	CXCL6	0.1904200462188801	0.0012638482610354274
CD274	CCL3	0.31262760843057213	5.730953489546664E-10
AGER	ESM1	0.2263342332085133	0.03005249237844465
PLAUR	RETN	0.4380852340799935	0.0012638482610354274
OSM	TGFA	0.2712079243991072	0.03005249237844465
IL17C	CCL11	0.21513873646937615	0.006336472845104524
FAS	TEK	0.3743415844218425	0.0
IL18R1	PLAT	0.20935133248551754	0.0
CXCL1	SRC	0.5029525670176196	1.8987141414683606E-7
FABP4	LEP	0.460222066182879	0.0
NTF3	CCL20	0.16107638891767406	1.8987141414683606E-7
CXCL10	CXCL11	0.5526127464548737	0.0
CSF1	NGF	0.4172673392322997	4.1280774354390815E-9
AGRP	GAL	0.1279225981521197	0.03005249237844465
SPON1	MMP7	0.3792511522158146	2.2386537068541656E-12
PLAUR	VEGFD	0.2519170937768449	2.391404145805076E-4
XPNPEP2	GAL	0.13015220820158638	0.0
MPO	THBD	0.26914345694554376	2.391404145805076E-4
CSF1	TGFB1	0.4069519020708656	2.391404145805076E-4
IL10RB	TNFSF12	0.30706635220228085	2.391404145805076E-4
CSTB	TNFRSF1B	0.5450113914562922	0.006336472845104524
CASP8	CXCL10	0.2785112187216669	2.391404145805076E-4
TEK	PECAM1	0.34027859131739197	0.0
FABP4	LTA	0.17029856677297467	2.391404145805076E-4
FST	KITLG	0.15753126644305498	0.006336472845104524
TNFRSF1B	CTSL	0.34816002739555335	2.8567459953166008E-8
CCL3	IL18	0.2562013791409097	2.391404145805076E-4
TNFSF12	LTA	0.17501738480840506	0.0012638482610354274
MMP7	HAVCR1	0.293661040441691	0.0
PLAU	CDCP1	0.23277409987405542	2.391404145805076E-4
LTA	FABP4	0.16956369601327992	2.391404145805076E-4
CD5	CD6	0.2890549998702615	0.0
GDF15	PLAUR	0.5178976815374676	2.8567459953166008E-8
THBD	FAS	0.46600550950207625	0.0
PGF	MB	0.36941853124905705	5.730953489546664E-10
OLR1	PLAUR	0.4130702143574575	0.0
FGF23	MMP7	0.28241054851993946	4.1280774354390815E-9
TNFRSF10B	PTX3	0.23687747771846873	0.006336472845104524
MB	F3	0.31302666058308876	0.0012638482610354274
TNFRSF1B	PLAUR	0.6021622203921555	0.0
CSTB	TNFRSF10B	0.5645120964563219	0.0
SPON1	AGER	0.33093242627384695	2.8567459953166008E-8
IKBKG	AXIN1	0.7775680021245345	0.0
CD244	CXCL6	0.27176520259268955	0.0
NPPB	CASP8	0.19241948736416847	0.006336472845104524
IL6R	MPO	0.1979196675077284	0.03005249237844465
EGF	SRC	0.738878869060775	0.0
FAS	PGF	0.47257264552712697	0.0
PGF	AGRP	0.2535644894988614	8.954614827416663E-12
CD5	CD40	0.4443061381603335	7.3834761669111515E-6
CCL7	CXCL10	0.2389467998946763	7.611422603304163E-11
AGRP	CXCL6	0.21344474359179114	0.0
IL18	IL10	0.20051584664197894	5.730953489546664E-10
F2R	FGF5	0.2438544152275302	0.006336472845104524
TNFRSF9	TGFA	0.4660715236977244	1.8987141414683606E-7
FGF21	ADM	0.216886436702795	0.006336472845104524
CD40LG	MUC16	0.17872063595427923	7.3834761669111515E-6
REN	PLAT	0.18152287469372244	0.0
VEGFD	DKK1	0.2057958507977309	2.2386537068541656E-12
TNFRSF1B	CSF1	0.43702637117959325	0.0
CXCL10	CDCP1	0.2857924948126772	7.3834761669111515E-6
PLAUR	TNFRSF10B	0.6362130234902046	0.0
TGFA	CD40	0.5676991720640191	0.0
IL10RB	TGFB1	0.4105408670099287	0.0
STAMBP	IL7	0.2943626201562675	0.0
PAPPA	NPPB	0.18749692204752524	1.8987141414683606E-7
PLAU	TNFRSF11B	0.39233905699602134	5.730953489546664E-10
HGF	CXCL8	0.31665491729400563	0.0012638482610354274
MMP3	GAL	0.14783759301346	7.611422603304163E-11
HGF	TGFA	0.43337736176662184	4.1280774354390815E-9
TGFA	CCL8	0.26752194023930836	0.03005249237844465
PAPPA	MPO	0.1762587821034897	4.3036481058411624E-5
TGFB1	IL15RA	0.33940597725786564	0.006336472845104524
CCL4	CCL3	0.2663544826921261	0.0
CCL4	CCL2	0.2655024686828008	0.0
TGFA	CCL3	0.3529495901373318	0.03005249237844465
TNFRSF1B	CSTB	0.546455704772824	0.006336472845104524
CCL19	SELPLG	0.12287532885135324	0.03005249237844465
IL6	IL1RN	0.24548407961275623	2.8567459953166008E-8
VEGFA	EIF4EBP1	0.4541757627870568	0.0
STAMBP	AXIN1	0.5407248553921197	0.0
OSM	GDF15	0.2566516122934803	4.3036481058411624E-5
IL15RA	TGFB1	0.3394059772578656	0.006336472845104524
S100A12	CSF1	0.22968353589318757	1.210184852773466E-6
CD6	CD5	0.29007073906084874	0.0
DKK1	VEGFD	0.2057958507977311	2.2386537068541656E-12
SELPLG	CD6	0.1600185569573165	4.3036481058411624E-5
SRC	PDGFB	0.7465735744693923	0.0
CD274	TNFRSF1A	0.3866168674474077	4.1280774354390815E-9
CD274	TNFRSF1B	0.3990195047783502	0.0
DKK1	PDGFB	0.22613110051092433	5.730953489546664E-10
TGFA	NT-pro-BNP	0.3156035437492014	0.03005249237844465
PTX3	MMP3	0.16813283461990985	7.3834761669111515E-6
OSM	MMP1	0.17546369872677042	0.03005249237844465
CCL23	VEGFA	0.3411498350458062	2.8567459953166008E-8
CCL7	CCL11	0.20087285014409825	2.8567459953166008E-8
CXCL1	PDGFB	0.4993674565771608	0.0
FGF19	IL1RL1	0.14161792676191298	2.391404145805076E-4
TNFRSF11B	TGFA	0.4259562973416404	7.3834761669111515E-6
KLK11	F3	0.3776060581042566	4.3036481058411624E-5
FAS	F2R	0.45164269814524244	1.210184852773466E-6
IL27	PTX3	0.2282596194258459	0.0
PTX3	TEK	0.2094759258300413	4.3036481058411624E-5
TNFRSF9	IL12B	0.31253368998869374	2.2386537068541656E-12
TGFA	CSF1	0.5068043190486634	0.0
CXCL9	TNFRSF1B	0.3660737149256569	0.006336472845104524
SPON1	F3	0.36806514015405234	5.730953489546664E-10
SELE	IL18R1	0.18230030818768864	0.03005249237844465
VEGFA	IL10	0.20740836101071616	0.03005249237844465
CSTB	RETN	0.4249576658345775	0.0
TNFRSF1A	THBD	0.5613154415130235	0.0
TNFRSF1A	PLAUR	0.6040466034750424	7.3834761669111515E-6
HSPB1	SIRT2	0.6505019609186089	0.0
IL12B	SULT1A1	0.145936208989402	0.03005249237844465
TNFSF14	EGF	0.19599931525941378	0.006336472845104524
HGF	CCL2	0.41463809622850856	1.8987141414683606E-7
RNASE3	MPO	0.27644652317921314	0.0
TNFSF12	TNFSF10	0.22557384352547874	4.3036481058411624E-5
PECAM1	ESM1	0.23912381602084326	0.006336472845104524
ESM1	MPO	0.19419862815548422	0.03005249237844465
CD6	CD244	0.27455252801943814	8.954614827416663E-12
CCL20	NTF3	0.1598940376814269	1.210184852773466E-6
IL10	CXCL11	0.21331433044729392	0.03005249237844465
NTF3	DNER	0.15457797455643765	7.3834761669111515E-6
PDGFB	RNY4-5p	0.37132650896091646	0.0012638482610354274
CCL13	CCL8	0.22581718951656354	1.210184852773466E-6
CSTB	IL16	0.41575298771926156	5.730953489546664E-10
TGFA	TNFRSF9	0.46276553167226114	1.8987141414683606E-7
CCL13	CCL2	0.3620479016259781	0.0
CSTB	CXCL10	0.2996763440233819	0.006336472845104524
IL16	RNASE3	0.3036964136053888	5.730953489546664E-10
FABP4	LGALS3	0.3174115691416603	1.210184852773466E-6
MPO	RNASE3	0.2758955765692917	0.0
RNY4-5p	RNY5-5p	0.2644703319590001	0.0
CCL8	CCL13	0.2258171895165635	1.210184852773466E-6
MPO	RETN	0.268558570096353	0.0012638482610354274
CCL19	CCL20	0.19398465569781292	0.0
STAMBP	HSPB1	0.583635089679962	7.611422603304163E-11
REN	IL1RL1	0.17903647602942863	0.0
CD244	CD5	0.33666230974237	0.0
CD244	CD6	0.2739938377580416	8.954614827416663E-12
TNFRSF1A	PGF	0.608448475694342	0.0
TNFRSF1A	TGFA	0.4691676281631144	1.8987141414683606E-7
SLAMF1	CXCL1	0.18537895752852585	0.03005249237844465
IL18	FLT3LG	0.1840766662522616	0.006336472845104524
SIRT2	TEK	0.22275456622767342	0.006336472845104524
CXCL6	CXCL1	0.2001466361042452	1.210184852773466E-6
PTX3	MUC16	0.18732256113429344	0.03005249237844465
STAMBP	SIRT2	0.5976724482067522	0.0
LGALS3	IL6R	0.27203171937155896	0.0012638482610354274
MPO	IL6R	0.19707378345542287	0.03005249237844465
CCL19	FGF21	0.1430952861715755	0.03005249237844465
MMP7	MMP12	0.3091835082553529	0.0
CCL2	HGF	0.4152752570465667	1.8987141414683606E-7
ADA	IL12B	0.21728072822704483	1.8987141414683606E-7
CD244	PLAU	0.3135798304541801	0.0
CXCL10	IL12B	0.2777346768857225	1.8987141414683606E-7
IL1RL1	FGF19	0.1449077883989469	0.0012638482610354274
CXCL9	CCL3	0.3531488524979701	1.210184852773466E-6
F3	MB	0.3130266605830888	0.0012638482610354274
FAS	LGALS3	0.30048021655298707	0.03005249237844465
XPNPEP2	FAS	0.17539611048084333	4.3036481058411624E-5
MMP12	PLAUR	0.31727921329663544	1.8987141414683606E-7
VEGFD	DNER	0.16613937572515033	0.03005249237844465
CXCL9	CD40	0.4335602336151021	0.0
GH1	FGF5	0.15409952091601403	0.0012638482610354274
TNFRSF9	CSF1	0.48152455875675904	5.730953489546664E-10
ADM	REN	0.2481572887795568	7.3834761669111515E-6
DNER	NTF3	0.14528932412329693	7.3834761669111515E-6
CCL7	IL6	0.23568260533466584	0.0
CD244	IL12B	0.2792996557273717	7.3834761669111515E-6
PLAUR	SPON1	0.400632539055965	0.0012638482610354274
SIRT2	SRC	0.7068928511665848	0.0
CCL8	TGFA	0.26717576736525556	0.03005249237844465
RNY4-5p	IKBKG	0.4230702941981649	7.3834761669111515E-6
FST	TNFRSF10B	0.3033275156566737	5.730953489546664E-10
ADM	FGF21	0.21855238905515495	0.006336472845104524
MMP1	OSM	0.1754636987267703	0.03005249237844465
MB	HBEGF	0.3430170462363076	0.0
TGFB1	IL10RB	0.4115946512678737	0.0
TNFRSF9	LTA	0.19581757024538654	4.3036481058411624E-5
CDCP1	CASP8	0.2413673125212028	0.0012638482610354274
SIRT2	HSPB1	0.6503514664244199	0.0
CDCP1	SLAMF1	0.22494598365303956	7.3834761669111515E-6
MMP7	FGF23	0.28241054851993946	4.1280774354390815E-9
IKBKG	CD40LG	0.6863815347640887	0.0
IL1RN	IL6	0.24548407961275612	2.8567459953166008E-8
TNFRSF10B	CXCL16	0.3918050682514545	1.8987141414683606E-7
CCL3	TNFSF14	0.24144949932617338	0.0
CCL20	S100A12	0.18611498697942153	1.8987141414683606E-7
GDF15	NT-pro-BNP	0.27547603920567953	0.03005249237844465
SRC	SULT1A1	0.42139734697131226	0.0
TNFSF10	TNFSF11	0.161203335879401	0.0
TNFSF10	TNFSF12	0.22593505351627555	4.3036481058411624E-5
CCL3	CCL4	0.2666393720468926	0.0
CCL3	CCL7	0.21293035111643524	0.0012638482610354274
TNFRSF1B	PGF	0.5919457273245081	2.2386537068541656E-12
FGF23	TGFA	0.4257926119154277	5.730953489546664E-10
IL27	CD244	0.23378192754121602	0.0012638482610354274
CXCL1	SLAMF1	0.18537895752852626	0.03005249237844465
TNFRSF9	IL10RB	0.47574514095646864	0.0
TGFB1	TNFRSF11B	0.37940281099326567	0.0
CD5	IL10RB	0.481313254801782	0.0
IL10RA	AGRP	0.1552250766278939	7.3834761669111515E-6
IL1RL1	MMP3	0.2480282520506641	0.0
ADM	TNFRSF10B	0.5055496610869653	0.0
CSF1	CX3CL1	0.4304197638601042	2.2386537068541656E-12
NPPB	PAPPA	0.19839376906338166	4.3036481058411624E-5
F3	CX3CL1	0.31445224388061105	1.8987141414683606E-7
AGRP	PGF	0.2535644894988614	8.954614827416663E-12
IL6R	LGALS3	0.27519480666991286	0.0012638482610354274
GDNF	CASP8	0.17669207320202918	0.0012638482610354274
TGFA	LIFR	0.34644171781057087	0.0012638482610354274
SIRT2	STAMBP	0.5973251996346521	0.0
RETN	MPO	0.2693366685477944	0.0012638482610354274
CXCL11	IL6	0.2603240799769954	0.006336472845104524
TEK	DKK1	0.21535381386265762	2.391404145805076E-4
VEGFD	ESM1	0.19809901597373858	0.0
AGER	FAS	0.31551179015972264	2.8567459953166008E-8
CXCL5	SRC	0.39706897131234586	8.954614827416663E-12
MMP12	GDF15	0.3018056163882883	1.210184852773466E-6
FGF5	VEGFD	0.21086627557912507	0.0
IL1RL1	LIFR	0.1609067743934979	4.3036481058411624E-5
CCL8	MMP1	0.15796647503601446	7.611422603304163E-11
EGF	TNFSF14	0.1949851209841686	0.006336472845104524
CD5	CD244	0.33712035159629683	0.0
TNFRSF1B	TNFRSF1A	1.006707355386354	0.0
CCL20	IL17C	0.24437328191181235	0.0
VEGFA	TGFA	0.6315318874995124	0.0
CCL20	IL17A	0.2000704111719103	0.0
CX3CL1	CSF1	0.43032570761706623	2.2386537068541656E-12
CSF1	PLAU	0.38317892481192545	7.3834761669111515E-6
IL16	PLAUR	0.4153198478788314	0.006336472845104524
CTSL	MMP12	0.2743562927751323	1.210184852773466E-6
MMP10	MMP12	0.21102318435068174	7.611422603304163E-11
SIRT2	CASP8	0.35168074827929996	0.03005249237844465
GDF15	MMP7	0.40268970839900614	7.611422603304163E-11
AGER	SPON1	0.3370090988934036	1.8987141414683606E-7
PLAU	FGF23	0.3268975221500477	0.006336472845104524
TNFRSF1A	CTSL	0.323154391465198	0.03005249237844465
PLAUR	IL6	0.3342166089750186	0.0
TNFSF11	TNFSF10	0.161203335879401	0.0
OLR1	MPO	0.28462168314266284	2.8567459953166008E-8
PLAU	CCL28	0.30359741670081225	7.3834761669111515E-6
PGF	TEK	0.3722683760402419	8.954614827416663E-12
PTX3	ESM1	0.25915226597248997	0.0
RNY4-5p	RNY4-3p	0.7412281962012515	0.0
F2R	TNFRSF1B	0.5962086388720399	0.0
F2R	TNFRSF1A	0.5921007752696065	5.730953489546664E-10
TNFRSF1B	CX3CL1	0.43695422594290445	4.1280774354390815E-9
THBD	F3	0.3815229053575373	0.0012638482610354274
CD40	FGF23	0.4166324745489827	0.0
FGF21	CCL19	0.14309528617157508	0.03005249237844465
SRC	IKBKG	0.7481855048339903	0.0
MMP1	CCL8	0.15855969611336893	5.730953489546664E-10
OLR1	MMP7	0.33773033228142324	0.03005249237844465
IL1RL1	REN	0.17923001215556394	0.0
CXCL10	CCL3	0.3234012492034052	7.611422603304163E-11
CXCL10	CCL8	0.22558230761578107	1.210184852773466E-6
CXCL10	CCL7	0.2312370753212706	2.8567459953166008E-8
TNFRSF10B	GDF15	0.5531942617331358	0.0
CXCL8	CCL20	0.2551161432427117	0.0
CXCL8	CCL11	0.2792200394013853	2.391404145805076E-4
CXCL8	FGF5	0.23066246948596092	0.03005249237844465
RNASE3	PLAUR	0.29392182015139906	0.0
CD244	TGFB1	0.2868344045068766	0.03005249237844465
MMP10	MMP1	0.1623531820040198	1.210184852773466E-6
TNFSF14	IL18R1	0.2248263744917711	0.0
MMP10	MMP3	0.20480636969848873	4.3036481058411624E-5
TNFRSF1A	CSF1	0.44982830383249206	0.03005249237844465
IL12B	TNFRSF9	0.3124484399359642	2.2386537068541656E-12
IL27	NT-pro-BNP	0.21377771692453168	0.0012638482610354274
IL12B	CCL19	0.20820368305744652	8.954614827416663E-12
SRC	NTF3	0.1551132267187237	4.3036481058411624E-5
CSF1	CCL2	0.4244608580768962	0.0
CSF1	CCL4	0.2626624232493237	4.3036481058411624E-5
CXCL11	CXCL10	0.5518504348245618	0.0
CXCL10	CASP8	0.27936680375961687	2.391404145805076E-4
CCL11	CXCL8	0.27922003940138534	2.391404145805076E-4
HGF	TGFB1	0.3815567864033725	4.1280774354390815E-9
FABP4	CSTB	0.5008049247368876	0.0
TGFB1	CD40	0.41795861884761637	2.391404145805076E-4
CSF1	CD40	0.48211498173358946	0.03005249237844465
NT-pro-BNP	SPON1	0.29749089374484505	1.8987141414683606E-7
TGFB1	CCL4	0.2445902106097425	0.006336472845104524
IL1RN	CSTB	0.3705496814251073	0.006336472845104524
SULT1A1	SRC	0.4203370521861643	0.0
VEGFD	MMP3	0.18206779891761726	0.0012638482610354274
CCL4	TGFB1	0.244460214418315	0.006336472845104524
F3	TNFRSF1A	0.358573874640009	0.03005249237844465
LTA	TNFSF12	0.17454418143136197	0.006336472845104524
LTA	TNFSF11	0.14707513965633492	0.03005249237844465
VEGFD	PAPPA	0.1951583341205988	2.391404145805076E-4
SELE	CTSD	0.1856380991234209	0.0
IL15RA	CSF1	0.3574228719307401	7.3834761669111515E-6
ESM1	FGF5	0.1933502434271878	0.03005249237844465
PLAT	CTSD	0.19939175291726693	0.0
LEP	MMP10	0.16178606349503818	0.0012638482610354274
CTSD	PLAT	0.1993917529172669	0.0
IL18	CD5	0.21999294267671535	0.03005249237844465
MMP1	MMP10	0.16357913496814322	1.210184852773466E-6
TEK	CTSD	0.21933837113384805	7.3834761669111515E-6
LIFR	CX3CL1	0.33558930596783126	0.0
VEGFA	CSTB	0.42935236790152576	0.0
GAL	XPNPEP2	0.13136141254393258	2.2386537068541656E-12
GDNF	PECAM1	0.16713134809539318	0.03005249237844465
CD5	IL12B	0.28711657740368823	7.611422603304163E-11
MUC16	TNFRSF10B	0.2149693506809791	0.006336472845104524
IL10RB	CD5	0.48035638834133926	0.0
CASP8	CCL3	0.2951619962659623	0.0
CCL4	CSF1	0.2645772406405525	7.3834761669111515E-6
CD40LG	EGF	0.6701871016791442	4.1280774354390815E-9
PAPPA	VEGFD	0.19579002899676412	2.391404145805076E-4
CCL2	CCL13	0.36068713968505567	0.0
CXCL16	DKK1	0.24856886727128624	7.3834761669111515E-6
CCL2	CCL11	0.2795625980790093	0.0
HSPB1	GH1	0.18705085801833143	1.210184852773466E-6
CCL25	CXCL9	0.2763491645133006	7.611422603304163E-11
LIFR	TGFB1	0.35133083937477844	7.3834761669111515E-6
IL17A	IL17C	0.18713631396060604	7.611422603304163E-11
CSTB	IL1RN	0.3728693764124308	0.006336472845104524
FGF21	PLAT	0.18244506516441006	0.0
VEGFA	CSF1	0.5031387216932586	0.0
GH1	LEP	0.17425811058510637	0.03005249237844465
F2R	KLK11	0.47072974371360077	4.3036481058411624E-5
FLT3LG	IL18	0.18340878193033533	0.006336472845104524
