Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	11	16.92307692	7.86E-10	"FGG, IL6, CCL3, CCL23, FGA, CHI3L1, CCL19, CX3CL1, FGF21, CCL4, CCL7"	63	175	16792	16.7539229	5.04E-07	1.01E-07	1.17E-06
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	9	13.84615385	6.61E-09	"IL6, CCL3, CCL23, CHI3L1, CXCL8, CCL19, CX3CL1, CCL4, CCL7"	63	110	16792	21.80779221	4.23E-06	7.06E-07	9.85E-06
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	8	12.30769231	7.30E-09	"CCL3, CCL23, CXCL9, CXCL8, CCL19, CX3CL1, CCL4, CCL7"	63	71	16792	30.03264029	4.68E-06	6.68E-07	1.09E-05
REACTOME_PATHWAY	R-HSA-380108:R-HSA-380108	8	12.30769231	2.04E-08	"CCL3, CXCL9, CXCL8, CCL19, CX3CL1, CCL4, CCL28, CCL7"	49	59	9075	25.11241785	2.10E-06	2.10E-06	2.27E-05
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	7	10.76923077	1.51E-07	"CCL3, CCL23, CXCL8, CX3CL1, CCL4, CCL7, S100A12"	63	66	16792	28.26936027	9.69E-05	1.21E-05	2.25E-04
GOTERM_BP_DIRECT	GO:0042157~lipoprotein metabolic process	6	9.230769231	2.66E-07	"APOA4, APOA2, APOL1, ALB, APOC3, APOC2"	63	38	16792	42.08521303	1.71E-04	1.89E-05	3.96E-04
GOTERM_CC_DIRECT	GO:0034361~very-low-density lipoprotein particle	5	7.692307692	6.03E-07	"APOA4, APOA2, APOL1, APOC3, APOC2"	64	20	18224	71.1875	5.91E-05	1.18E-05	6.66E-04
GOTERM_MF_DIRECT	GO:0031726~CCR1 chemokine receptor binding	4	6.153846154	1.80E-06	"CCL3, CCL23, CCL4, CCL7"	65	7	16881	148.4043956	2.52E-04	1.26E-04	0.002123195
GOTERM_BP_DIRECT	GO:0071346~cellular response to interferon-gamma	6	9.230769231	2.10E-06	"CCL3, CCL23, CCL19, CX3CL1, CCL4, CCL7"	63	57	16792	28.05680869	0.001347219	1.35E-04	0.003134254
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	9	13.84615385	4.10E-06	"FGF5, CCL3, CCL23, CXCL9, FGF21, GDF15, CCL4, CCL7, IL10"	63	254	16792	9.44431946	0.002624179	2.39E-04	0.006108868
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	8	12.30769231	4.47E-06	"IL6, CXCL9, KITLG, TNFSF12, GDF15, CCL4, IL10, FLT3LG"	65	176	16881	11.8048951	6.26E-04	2.09E-04	0.005279856
GOTERM_MF_DIRECT	GO:0004252~serine-type endopeptidase activity	9	13.84615385	5.18E-06	"PLAT, C1QB, IGHG3, IGHG4, CFB, FCN3, CTSD, KLK11, CFI"	65	255	16881	9.166153846	7.25E-04	1.81E-04	0.00611029
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	7	10.76923077	5.73E-06	"CCL3, CCL23, CXCL9, CXCL8, CX3CL1, CCL28, CCL7"	63	122	16792	15.29326047	0.003666781	3.06E-04	0.008540317
REACTOME_PATHWAY	R-HSA-174800:R-HSA-174800	5	7.692307692	6.77E-06	"APOA4, APOA2, APOC3, APOC2, FGF21"	49	24	9075	38.58418367	6.97E-04	3.49E-04	0.007560034
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	6	9.230769231	7.21E-06	"CCL3, CCL23, CX3CL1, CCL4, CCL7, S100A12"	63	73	16792	21.90737117	0.004611498	3.55E-04	0.010745636
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	9	13.84615385	7.37E-06	"CCL3, CCL23, CXCL9, CXCL8, CCL19, CX3CL1, CCL4, CCL28, CCL7"	40	186	6879	8.321370968	5.53E-04	2.76E-04	0.007737494
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	8	12.30769231	8.58E-06	"TNFRSF9, IGHG3, FGG, IL6, IGHG4, FGA, CXCL9, IGHA2"	64	213	18224	10.69483568	8.40E-04	1.40E-04	0.009481669
GOTERM_BP_DIRECT	GO:0006869~lipid transport	6	9.230769231	8.79E-06	"APOA4, APOA2, APOL1, APOD, APOC3, APOC2"	63	76	16792	21.04260652	0.005621337	4.03E-04	0.013105235
KEGG_PATHWAY	hsa05150:Staphylococcus aureus infection	6	9.230769231	1.16E-05	"C1QB, FGG, CFB, CFI, SELPLG, IL10"	40	54	6879	19.10833333	8.70E-04	2.90E-04	0.012176257
GOTERM_BP_DIRECT	GO:0001895~retina homeostasis	5	7.692307692	1.39E-05	"TF, AZGP1, IGHG3, ALB, IGHA2"	63	40	16792	33.31746032	0.008893453	5.95E-04	0.020767002
GOTERM_CC_DIRECT	GO:0042627~chylomicron	4	6.153846154	1.39E-05	"APOA4, APOA2, APOC3, APOC2"	64	14	18224	81.35714286	0.001365937	1.95E-04	0.015420883
GOTERM_BP_DIRECT	GO:0033700~phospholipid efflux	4	6.153846154	1.69E-05	"APOA4, APOA2, APOC3, APOC2"	63	14	16792	76.15419501	0.010805616	6.79E-04	0.025255841
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	7	10.76923077	3.37E-05	"GH1, FGF5, IL6, KITLG, FGF21, GDF15, IL10"	65	162	16881	11.22193732	0.004706909	9.43E-04	0.039754929
GOTERM_BP_DIRECT	GO:0043691~reverse cholesterol transport	4	6.153846154	3.76E-05	"APOA4, APOA2, APOC3, APOC2"	63	18	16792	59.23104056	0.023812215	0.001416661	0.056015865
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	6	9.230769231	3.88E-05	"PLAT, C1QB, FGG, FGA, CFB, CFI"	40	69	6879	14.95434783	0.002902412	7.26E-04	0.040665362
GOTERM_BP_DIRECT	GO:0007165~signal transduction	15	23.07692308	6.66E-05	"CXCL9, CXCL8, KITLG, TNFSF12, FGF21, CCL4, CCL7, FLT3LG, FGG, CCL23, TNFRSF10B, FGA, IL10RB, IL15RA, GDF15"	63	1161	16792	3.443665149	0.04176659	0.002367409	0.09914143
GOTERM_BP_DIRECT	"GO:0072378~blood coagulation, fibrin clot formation"	3	4.615384615	8.01E-05	"FBLN1, FGG, FGA"	63	4	16792	199.9047619	0.050049068	0.002698717	0.119302251
GOTERM_BP_DIRECT	GO:0006508~proteolysis	10	15.38461538	8.54E-05	"PLAT, C1QB, IGHG3, IGHG4, CFB, FCN3, CTSD, KLK11, CFI, XPNPEP2"	63	500	16792	5.330793651	0.05324246	0.002731874	0.127121351
GOTERM_BP_DIRECT	GO:0060326~cell chemotaxis	5	7.692307692	9.64E-05	"CCL3, CXCL9, CCL19, CX3CL1, CCL28"	63	65	16792	20.5030525	0.059902676	0.002937196	0.143512283
GOTERM_BP_DIRECT	GO:0033344~cholesterol efflux	4	6.153846154	1.04E-04	"APOA4, APOA2, APOC3, APOC2"	63	25	16792	42.64634921	0.064516225	0.003026841	0.154932957
GOTERM_BP_DIRECT	GO:0050871~positive regulation of B cell activation	4	6.153846154	1.17E-04	"IGHG3, IL6, IGHG4, IGHA2"	63	26	16792	41.00610501	0.0724353	0.003263911	0.174665212
GOTERM_BP_DIRECT	GO:2000352~negative regulation of endothelial cell apoptotic process	4	6.153846154	1.47E-04	"FGG, FGA, FGF21, IL10"	63	28	16792	38.07709751	0.089942052	0.003919258	0.218877918
GOTERM_BP_DIRECT	GO:0048247~lymphocyte chemotaxis	4	6.153846154	1.47E-04	"CCL3, CCL23, CCL19, CX3CL1"	63	28	16792	38.07709751	0.089942052	0.003919258	0.218877918
GOTERM_BP_DIRECT	GO:0045087~innate immune response	9	13.84615385	1.74E-04	"C1QB, IGHG3, IGHG4, APOL1, FGA, IGHA2, CFI, AGER, S100A12"	63	430	16792	5.578737542	0.105829543	0.004464359	0.259726278
GOTERM_MF_DIRECT	GO:0055102~lipase inhibitor activity	3	4.615384615	2.10E-04	"APOA2, APOC3, APOC2"	65	6	16881	129.8538462	0.028998986	0.00489262	0.247705848
GOTERM_MF_DIRECT	GO:0008289~lipid binding	6	9.230769231	2.67E-04	"APOA4, APOA2, APOL1, APOD, APOC3, APOC2"	65	151	16881	10.31951095	0.036718347	0.00532995	0.314785049
GOTERM_BP_DIRECT	GO:2000503~positive regulation of natural killer cell chemotaxis	3	4.615384615	2.78E-04	"CCL3, CCL4, CCL7"	63	7	16792	114.2312925	0.163429637	0.006839757	0.414012139
GOTERM_BP_DIRECT	"GO:0006911~phagocytosis, engulfment"	4	6.153846154	2.88E-04	"IGHG3, IGHG4, GSN, IGHA2"	63	35	16792	30.461678	0.168789005	0.006823709	0.428891416
GOTERM_BP_DIRECT	GO:0006956~complement activation	5	7.692307692	2.98E-04	"C1QB, IGHG3, IGHG4, CFB, FCN3"	63	87	16792	15.31837256	0.174005042	0.006804125	0.44346302
GOTERM_CC_DIRECT	GO:0034366~spherical high-density lipoprotein particle	3	4.615384615	3.25E-04	"APOA2, APOC3, APOC2"	64	8	18224	106.78125	0.031347811	0.003973294	0.358707365
GOTERM_MF_DIRECT	GO:0005102~receptor binding	8	12.30769231	3.68E-04	"PLAT, FGG, FGA, NPPB, CX3CL1, TNFSF12, SELPLG, FLT3LG"	65	353	16881	5.885726738	0.050184079	0.006415219	0.432985887
GOTERM_BP_DIRECT	GO:0010898~positive regulation of triglyceride catabolic process	3	4.615384615	3.70E-04	"APOA4, APOC2, FGF21"	63	8	16792	99.95238095	0.211301371	0.008151799	0.550351247
GOTERM_CC_DIRECT	GO:0005623~cell	5	7.692307692	3.97E-04	"CCL23, FGF21, CP, CCL28, CCL7"	64	100	18224	14.2375	0.038131944	0.00431046	0.437690499
GOTERM_CC_DIRECT	GO:0005577~fibrinogen complex	3	4.615384615	4.17E-04	"FBLN1, FGG, FGA"	64	9	18224	94.91666667	0.040036673	0.004077683	0.459954845
GOTERM_BP_DIRECT	GO:0031639~plasminogen activation	3	4.615384615	4.75E-04	"PLAT, FGG, FGA"	63	9	16792	88.84656085	0.262494144	0.010098044	0.705398291
GOTERM_BP_DIRECT	"GO:0006958~complement activation, classical pathway"	5	7.692307692	4.88E-04	"C1QB, IGHG3, IGHG4, IGHA2, CFI"	63	99	16792	13.46160013	0.268625079	0.010040514	0.724667608
GOTERM_MF_DIRECT	GO:0015485~cholesterol binding	4	6.153846154	5.00E-04	"APOA4, APOA2, APOD, APOC3"	65	41	16881	25.33733583	0.067607447	0.007747759	0.588224906
GOTERM_BP_DIRECT	GO:0002576~platelet degranulation	5	7.692307692	5.67E-04	"TF, FGG, FGA, ALB, AHSG"	63	103	16792	12.93881954	0.30470254	0.011292491	0.841356742
GOTERM_MF_DIRECT	GO:0003823~antigen binding	5	7.692307692	6.27E-04	"AZGP1, IGHG3, IGHG4, FCN3, IGHA2"	65	103	16881	12.60716953	0.084074629	0.00874359	0.737405815
GOTERM_BP_DIRECT	GO:0034116~positive regulation of heterotypic cell-cell adhesion	3	4.615384615	7.22E-04	"FGG, FGA, IL10"	63	11	16792	72.69264069	0.370624576	0.013933154	1.070733161
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	5	7.692307692	8.58E-04	"LRG1, CHI3L1, CXCL8, CX3CL1, TNFSF12"	63	115	16792	11.58868185	0.42299701	0.016043667	1.270359859
GOTERM_CC_DIRECT	GO:0031093~platelet alpha granule lumen	4	6.153846154	9.09E-04	"FGG, FGA, ALB, AHSG"	64	55	18224	20.70909091	0.085238869	0.00806659	1.00017202
GOTERM_BP_DIRECT	GO:0051258~protein polymerization	3	4.615384615	0.001019194	"FGG, FGA, VTN"	63	13	16792	61.50915751	0.479849248	0.018502028	1.508171624
GOTERM_MF_DIRECT	GO:0005507~copper ion binding	4	6.153846154	0.00124834	"APOA4, ALB, CP, S100A12"	65	56	16881	18.55054945	0.160439572	0.015772189	1.463029839
GOTERM_BP_DIRECT	GO:0034375~high-density lipoprotein particle remodeling	3	4.615384615	0.001365482	"APOA4, APOA2, APOC3"	63	15	16792	53.30793651	0.583501324	0.024036194	2.01574879
REACTOME_PATHWAY	R-HSA-975634:R-HSA-975634	4	6.153846154	0.001477446	"APOA4, APOA2, APOC3, APOC2"	49	43	9075	17.22828666	0.141260326	0.049496233	1.636669826
GOTERM_BP_DIRECT	GO:0001523~retinoid metabolic process	4	6.153846154	0.001481141	"APOA4, APOA2, APOC3, APOC2"	63	61	16792	17.47801197	0.613303592	0.025351898	2.184734245
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	4	6.153846154	0.001701234	"APOA4, APOA2, APOC3, APOC2"	63	64	16792	16.65873016	0.664260489	0.028313027	2.505552448
GOTERM_BP_DIRECT	GO:1901741~positive regulation of myoblast fusion	3	4.615384615	0.001760236	"CXCL9, GDF15, FLT3LG"	63	17	16792	47.03641457	0.676742331	0.028541329	2.591389705
GOTERM_BP_DIRECT	GO:0048260~positive regulation of receptor-mediated endocytosis	3	4.615384615	0.002202747	"TF, CCL19, VTN"	63	19	16792	42.08521303	0.756714108	0.034720855	3.232919088
KEGG_PATHWAY	hsa04672:Intestinal immune network for IgA production	4	6.153846154	0.002299551	"IL6, IL15RA, CCL28, IL10"	40	47	6879	14.63617021	0.158580496	0.033943527	2.38721198
GOTERM_MF_DIRECT	GO:0005319~lipid transporter activity	3	4.615384615	0.002572646	"APOA4, APOA2, APOD"	65	20	16881	38.95615385	0.302766218	0.029605778	2.993653092
KEGG_PATHWAY	hsa05144:Malaria	4	6.153846154	0.002592484	"IL6, CXCL8, SELE, IL10"	40	49	6879	14.03877551	0.176909236	0.031927341	2.6875804
GOTERM_CC_DIRECT	GO:0034364~high-density lipoprotein particle	3	4.615384615	0.002598475	"APOA4, APOA2, APOL1"	64	22	18224	38.82954545	0.225069553	0.021024341	2.835912568
GOTERM_BP_DIRECT	GO:0042730~fibrinolysis	3	4.615384615	0.002692311	"PLAT, FGG, FGA"	63	21	16792	38.07709751	0.822378214	0.041272842	3.938071069
KEGG_PATHWAY	hsa05142:Chagas disease (American trypanosomiasis)	5	7.692307692	0.002700682	"C1QB, IL6, CCL3, CXCL8, IL10"	40	104	6879	8.268028846	0.183579047	0.028559275	2.798312978
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	5	7.692307692	0.002894171	"IL6, CCL3, CXCL9, CXCL8, CCL4"	40	106	6879	8.112028302	0.19537385	0.026806347	2.9960497
GOTERM_BP_DIRECT	GO:0046427~positive regulation of JAK-STAT cascade	3	4.615384615	0.002954521	"GH1, IL6, IL10"	63	22	16792	36.34632035	0.84992967	0.0441539	4.313775063
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	4	6.153846154	0.00344986	"GH1, IL6, KITLG, VTN"	63	82	16792	13.00193573	0.890866479	0.05021144	5.019776243
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	4	6.153846154	0.003692461	"IL6, CCL3, CHI3L1, CCL19"	63	84	16792	12.69236584	0.906635881	0.052465569	5.36377839
GOTERM_BP_DIRECT	GO:0070328~triglyceride homeostasis	3	4.615384615	0.004117539	"APOA4, APOC3, APOC2"	63	26	16792	30.75457875	0.92897984	0.057079348	5.963726073
GOTERM_MF_DIRECT	GO:0034987~immunoglobulin receptor binding	3	4.615384615	0.004336662	"IGHG3, IGHG4, IGHA2"	65	26	16881	29.96627219	0.455807934	0.045725659	4.998697071
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	8	12.30769231	0.004663749	"FGF5, CCL3, CCL23, KITLG, CCL19, CX3CL1, CCL4, CCL7"	63	565	16792	3.774013204	0.950036153	0.063064035	6.729427384
GOTERM_BP_DIRECT	"GO:0006910~phagocytosis, recognition"	3	4.615384615	0.004766367	"IGHG3, IGHG4, IGHA2"	63	28	16792	28.55782313	0.953231505	0.063082963	6.872631715
REACTOME_PATHWAY	R-HSA-114608:R-HSA-114608	5	7.692307692	0.004806599	"TF, FGG, FGA, ALB, AHSG"	49	130	9075	7.123233909	0.391204767	0.116680515	5.235589219
REACTOME_PATHWAY	R-HSA-194223:R-HSA-194223	3	4.615384615	0.004898438	"ALB, APOC3, APOC2"	49	20	9075	27.78061224	0.396964284	0.096207762	5.333148492
GOTERM_BP_DIRECT	GO:0006874~cellular calcium ion homeostasis	4	6.153846154	0.004912013	"CCL3, CCL23, CCL19, CCL7"	63	93	16792	11.46407237	0.957419504	0.063642076	7.075530364
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	5	7.692307692	0.004930246	"APOL1, ALB, IGHA2, VTN, CFI"	63	186	16792	7.16504523	0.957916673	0.062609358	7.100900461
GOTERM_BP_DIRECT	GO:0030449~regulation of complement activation	3	4.615384615	0.005459178	"CFB, VTN, CFI"	63	30	16792	26.65396825	0.970070768	0.067772497	7.834099809
GOTERM_BP_DIRECT	GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	3	4.615384615	0.006579417	"FGG, TNFRSF10B, FGA"	63	33	16792	24.23088023	0.985467118	0.079618922	9.369173472
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	7	10.76923077	0.006817035	"AZGP1, KITLG, VTN, CX3CL1, SELPLG, CCL4, SELE"	63	459	16792	4.064875333	0.987533146	0.080863654	9.691702311
REACTOME_PATHWAY	R-HSA-166663:R-HSA-166663	4	6.153846154	0.007183159	"C1QB, IGHG3, IGHG4, FCN3"	49	75	9075	9.87755102	0.524094273	0.116404514	7.730936571
GOTERM_MF_DIRECT	GO:0004869~cysteine-type endopeptidase inhibitor activity	3	4.615384615	0.0073414	"CST5, CSTB, AHSG"	65	34	16881	22.91538462	0.643559276	0.071035551	8.326859153
GOTERM_BP_DIRECT	GO:0050902~leukocyte adhesive activation	2	3.076923077	0.007371055	"CX3CL1, SELPLG"	63	2	16792	266.5396825	0.991281831	0.085591826	10.4395426
GOTERM_BP_DIRECT	GO:0060621~negative regulation of cholesterol import	2	3.076923077	0.007371055	"APOA2, APOC3"	63	2	16792	266.5396825	0.991281831	0.085591826	10.4395426
GOTERM_MF_DIRECT	GO:0005178~integrin binding	4	6.153846154	0.007401315	"FBLN1, VTN, ESM1, CX3CL1"	65	105	16881	9.893626374	0.646558634	0.06698672	8.392124025
GOTERM_CC_DIRECT	GO:0005769~early endosome	5	7.692307692	0.008108885	"APOA4, TF, APOA2, APOC3, APOC2"	64	229	18224	6.217248908	0.549731066	0.059532052	8.609286754
KEGG_PATHWAY	hsa05133:Pertussis	4	6.153846154	0.00858578	"C1QB, IL6, CXCL8, IL10"	40	75	6879	9.172	0.476235846	0.06933611	8.65230906
KEGG_PATHWAY	hsa04630:Jak-STAT signaling pathway	5	7.692307692	0.008788689	"GH1, IL6, IL10RB, IL15RA, IL10"	40	145	6879	5.930172414	0.484215007	0.064062453	8.848331059
REACTOME_PATHWAY	R-HSA-977606:R-HSA-977606	3	4.615384615	0.009486811	"CFB, VTN, CFI"	49	28	9075	19.84329446	0.625366106	0.130866032	10.09248627
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	4	6.153846154	0.010134923	"SERPINA6, CSTB, VTN, AHSG"	63	121	16792	8.811229175	0.998540455	0.113894338	14.08479952
GOTERM_CC_DIRECT	GO:0009986~cell surface	7	10.76923077	0.010915939	"PLAT, APOA4, TF, FGG, TNFRSF10B, FGA, CX3CL1"	64	542	18224	3.677583026	0.658921819	0.07395429	11.42870003
GOTERM_BP_DIRECT	GO:0034370~triglyceride-rich lipoprotein particle remodeling	2	3.076923077	0.011036511	"APOA2, APOC2"	63	3	16792	177.6931217	0.999186147	0.121325335	15.24363716
GOTERM_BP_DIRECT	GO:0034371~chylomicron remodeling	2	3.076923077	0.011036511	"APOA4, APOC2"	63	3	16792	177.6931217	0.999186147	0.121325335	15.24363716
GOTERM_BP_DIRECT	GO:0010903~negative regulation of very-low-density lipoprotein particle remodeling	2	3.076923077	0.011036511	"APOA2, APOC3"	63	3	16792	177.6931217	0.999186147	0.121325335	15.24363716
KEGG_PATHWAY	hsa05132:Salmonella infection	4	6.153846154	0.011324964	"IL6, CCL3, CXCL8, CCL4"	40	83	6879	8.287951807	0.574384316	0.07471754	11.26662711
GOTERM_MF_DIRECT	GO:0070653~high-density lipoprotein particle receptor binding	2	3.076923077	0.011331336	"APOA2, APOC3"	65	3	16881	173.1384615	0.797181445	0.094904866	12.58137029
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	4	6.153846154	0.012555747	"IL6, IL10RB, IL15RA, CX3CL1"	63	131	16792	8.138616261	0.999696214	0.134656141	17.16342674
GOTERM_CC_DIRECT	GO:0034363~intermediate-density lipoprotein particle	2	3.076923077	0.013757507	"APOC3, APOC2"	64	4	18224	142.375	0.742721411	0.086531499	14.20198443
GOTERM_BP_DIRECT	GO:0045833~negative regulation of lipid metabolic process	2	3.076923077	0.014688648	"APOC3, APOC2"	63	4	16792	133.2698413	0.999924037	0.15329932	19.79030013
GOTERM_BP_DIRECT	GO:0032375~negative regulation of cholesterol transport	2	3.076923077	0.014688648	"APOA2, APOC2"	63	4	16792	133.2698413	0.999924037	0.15329932	19.79030013
GOTERM_BP_DIRECT	GO:0010916~negative regulation of very-low-density lipoprotein particle clearance	2	3.076923077	0.014688648	"APOC3, APOC2"	63	4	16792	133.2698413	0.999924037	0.15329932	19.79030013
KEGG_PATHWAY	hsa05143:African trypanosomiasis	3	4.615384615	0.014803674	"IL6, SELE, IL10"	40	33	6879	15.63409091	0.673255127	0.089002052	14.48912677
GOTERM_BP_DIRECT	GO:0019722~calcium-mediated signaling	3	4.615384615	0.015226773	"CCL3, CXCL8, SELE"	63	51	16792	15.67880486	0.999946479	0.155977768	20.44066388
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	6	9.230769231	0.015334123	"TNFRSF9, AZGP1, IL6, CCL23, CXCL8, IL10"	63	396	16792	4.038480038	0.999950091	0.154550353	20.5698153
GOTERM_BP_DIRECT	GO:0042742~defense response to bacterium	4	6.153846154	0.016457236	"IGHG3, IGHG4, IL10, S100A12"	63	145	16792	7.352818829	0.999975986	0.162455559	21.90933177
GOTERM_BP_DIRECT	GO:0050853~B cell receptor signaling pathway	3	4.615384615	0.016969534	"IGHG3, IGHG4, IGHA2"	63	54	16792	14.80776014	0.999982804	0.164604102	22.51331481
GOTERM_BP_DIRECT	GO:0007186~G-protein coupled receptor signaling pathway	9	13.84615385	0.017071528	"CCL3, CCL23, APOC3, CXCL9, CXCL8, CCL19, CX3CL1, CCL4, CCL7"	63	899	16792	2.668361672	0.99998391	0.163075559	22.63304154
OMIM_DISEASE	"616004~Dysfibrinogenemia, congenital"	2	3.076923077	0.018246191	"FGG, FGA"	30	3	4740	105.3333333	0.649935624	0.649935624	16.68406184
OMIM_DISEASE	"202400~Afibrinogenemia, congenital"	2	3.076923077	0.018246191	"FGG, FGA"	30	3	4740	105.3333333	0.649935624	0.649935624	16.68406184
GOTERM_BP_DIRECT	GO:0071864~positive regulation of cell proliferation in bone marrow	2	3.076923077	0.018327515	"IL6, FLT3LG"	63	5	16792	106.615873	0.999992911	0.17155529	24.09331207
GOTERM_BP_DIRECT	GO:0030300~regulation of intestinal cholesterol absorption	2	3.076923077	0.018327515	"APOA4, APOA2"	63	5	16792	106.615873	0.999992911	0.17155529	24.09331207
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	5	7.692307692	0.019201823	"PLAT, FBLN1, CTSD, VTN, AHSG"	64	296	18224	4.809966216	0.850443358	0.111974664	19.29595792
