mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-let-7b-5p,NM_001282905,ZFAND4,451,479,0.974358974359,-20.1,1,0.003200844,0.471,0.8629142,0.861836845,-8.52688422413,20,28,10,5UTR,MIRT681326,0,0
hsa-let-7b-5p,NM_005564,LCN2,64,86,0.974358974359,-28.2,0,1.544995e-05,0.353,0.0281952857143,-0.15908328625,-7.43082268517,18,22,7,5UTR,,0,0
hsa-let-7b-5p,NM_001122853,MYOZ3,501,522,0.980769230769,-21.9,0,0.01335277,0.456,0.504902836364,0.3012285025,-7.6359074988,17,21,11,5UTR,,0,0
hsa-let-7b-5p,NM_001289145,FAM110A,251,289,0.980769230769,-25.0,1,0.03458613,0.412,1.457643,1.25346342225,-6.09222096393,19,29,7,5UTR,,0,0
hsa-let-7b-5p,NM_006080,SEMA3A,45,67,0.980769230769,-25.2,1,0.01933259,0.632,4.86955888889,4.02628090893,-11.3748799774,16,22,9,5UTR,,0,0
hsa-let-7b-5p,NM_001170790,MFSD5,100,119,1.0,-22.3,0,0.01562606,0.441,1.94922128571,0.215789425,-9.29544931803,17,19,10,5UTR,,0,0
hsa-let-7b-5p,NM_001206682,ATF7,125,144,1.0,-21.6,0,0.0006082513,0.412,0.18707095,0.101040715,-7.16983914718,18,19,18,5UTR,,0,0
hsa-let-7b-5p,NM_001345,DGKA,64,87,1.0,-20.5,0,0.01820023,0.441,0.14229439,0.44876813875,-9.03740237858,17,23,10,5UTR,,0,0
hsa-let-7b-5p,NM_032786,ZC3H10,138,163,1.0,-23.2,1,1.287709e-05,0.456,2.74402866667,2.54671848625,-4.79441436372,18,25,9,5UTR,,1,0
hsa-let-7b-5p,NM_001113202,NACA,32,59,1.0,-21.2,1,0.0002634721,0.412,5.24404307692,2.22601654864,-4.95700071937,18,27,8,5UTR,MIRT052206,0,0
hsa-let-7b-5p,NM_001320193,NACA,32,59,1.0,-21.2,1,0.0002634721,0.412,5.24404307692,2.22601654864,-4.95700071937,18,27,8,5UTR,MIRT052206,0,0
hsa-let-7b-5p,NM_003708,RDH16,703,732,1.0,-23.0,1,1.637515e-07,0.441,2.3175316,2.67534168125,-7.37317722726,17,20,10,5UTR,,0,0
hsa-let-7b-5p,NM_005412,SHMT2,144,161,1.0,-22.2,0,0.00967807,0.397,-0.115447469231,0.48923230875,-6.51454019368,16,17,16,5UTR,,0,0
hsa-let-7b-5p,NM_001166356,SHMT2,144,161,1.0,-22.2,0,0.00967807,0.397,-0.115447469231,0.48923230875,-6.51454019368,16,17,16,5UTR,,0,0
hsa-let-7b-5p,NM_178539,FAM19A2,1425,1448,1.0,-20.8,0,0.0101521,0.353,1.33288954545,1.111969845,-12.9185665122,17,23,11,5UTR,,0,0
hsa-let-7b-5p,XM_006719429,CNOT2,302,319,1.0,-18.6,0,0.002658253,0.382,0.0,0.0,-5.49511392051,15,17,9,5UTR,MIRT051943,1,0
hsa-let-7b-5p,NM_014515,CNOT2,301,318,1.0,-18.6,0,0.002658253,0.382,-0.164669371429,-0.04225977375,-5.49511392051,15,17,9,5UTR,MIRT051943,1,0
hsa-let-7b-5p,NM_014515,CNOT2,515,555,1.0,-18.4,1,0.004431968,0.515,3.70973,3.702527475,-5.03583130569,17,40,8,5UTR,MIRT051943,1,0
hsa-let-7b-5p,NM_001199302,CNOT2,384,424,1.0,-18.4,1,0.004431968,0.515,3.70973,3.702527475,-5.03583130569,17,40,8,5UTR,MIRT051943,1,0
hsa-let-7b-5p,NM_001199303,CNOT2,445,463,1.0,-18.7,0,0.004265243,0.397,0.128873434,0.340039005625,-8.42776976944,15,18,9,5UTR,MIRT051943,1,0
hsa-let-7b-5p,NM_002849,PTPRR,196,218,1.0,-22.3,1,0.06459285,0.441,0.3675,1.0166875,-4.8497144956,18,22,11,5UTR,,0,0
hsa-let-7b-5p,NM_031435,THAP2,554,576,1.0,-20.8,0,0.0002415373,0.426,0.470224,0.55971303125,-6.7237674494,18,22,8,5UTR,,0,0
hsa-let-7b-5p,NM_001286547,CAPS2,262,291,1.0,-22.8,0,4.107611e-07,0.382,3.025306,1.34241999563,-6.64493686309,18,29,9,5UTR,,0,0
hsa-let-7b-5p,NM_032606,CAPS2,262,291,1.0,-22.8,0,4.107611e-07,0.382,3.025306,1.34241999563,-6.64493686309,18,29,9,5UTR,,0,0
hsa-let-7b-5p,NM_001003712,OSBPL8,121,140,1.0,-22.7,0,4.940725e-08,0.368,1.38742475,1.3516463975,-7.75704666201,17,19,11,5UTR,,0,0
hsa-let-7b-5p,NM_020841,OSBPL8,121,140,1.0,-22.7,0,4.940725e-08,0.368,1.38742475,1.3516463975,-7.75704666201,17,19,11,5UTR,,0,0
hsa-let-7b-5p,NM_001319652,OSBPL8,121,140,1.0,-22.7,0,4.940725e-08,0.368,1.38742475,1.3516463975,-7.75704666201,17,19,11,5UTR,,0,0
hsa-let-7b-5p,XM_006719224,OSBPL8,117,136,1.0,-22.7,0,4.940725e-08,0.368,0.0,0.0,-7.75704666201,17,19,11,5UTR,,0,0
hsa-let-7b-5p,NM_002480,PPP1R12A,181,200,1.0,-23.1,1,0.6395567,0.368,2.381538,2.29756875,-7.3813515766,16,19,9,5UTR,,0,0
hsa-let-7b-5p,NM_025114,CEP290,160,178,1.0,-22.8,0,3.789048e-07,0.338,0.310001933333,0.4558924825,-7.75704666201,15,18,12,5UTR,,0,0
hsa-let-7b-5p,NM_022652,DUSP6,672,692,1.0,-20.2,1,0.001971965,0.426,1.9496451,0.95414181375,-5.41312999483,18,20,13,5UTR,,0,0
hsa-let-7b-5p,NM_001946,DUSP6,672,692,1.0,-20.2,1,0.001971965,0.426,1.9496451,0.95414181375,-5.41312999483,18,20,13,5UTR,,0,0
hsa-let-7b-5p,NM_004950,EPYC,23,45,1.0,-21.5,0,0.05019047,0.515,0.107265088889,0.426889014722,-7.61526882257,18,22,9,5UTR,,0,0
hsa-let-7b-5p,NM_002345,LUM,121,142,1.0,-19.7,0,0.001787659,0.441,2.4440355,2.10245559625,-7.07355045884,17,21,12,5UTR,,0,0
hsa-let-7b-5p,XM_011539085,CFAP54,589,610,1.0,-21.5,1,4.92368e-05,0.485,0.0,0.0,-5.45975413917,18,21,12,5UTR,,0,0
hsa-let-7b-5p,XM_017019050,UHRF1BP1L,344,364,1.0,-22.0,0,0.000354076,0.647,0.0,0.0,-6.51454019368,18,20,14,5UTR,,0,0
hsa-let-7b-5p,NM_001286615,ANO4,70,89,1.0,-19.6,0,0.06152896,0.338,0.2842194,0.604171120375,-8.04179792999,17,19,11,5UTR,,0,0
hsa-let-7b-5p,NM_152772,TCP11L2,141,162,1.0,-16.5,1,0.005773735,0.5,0.432737455556,0.98427461,-12.1108731526,15,21,9,5UTR,,0,0
hsa-let-7b-5p,NM_183398,RNF14,317,340,1.0,-19.2,0,0.01717648,0.529,0.593006785714,0.70915402375,-6.55150357875,18,23,7,5UTR,,0,0
hsa-let-7b-5p,NM_001308156,HAVCR1,288,310,1.0,-20.0,0,0.0006211786,0.485,-0.691053716667,0.01614462625,-7.20264580146,18,22,7,5UTR,,0,0
hsa-let-7b-5p,NM_022090,ZBED8,237,268,1.0,-23.8,0,6.463495e-06,0.324,0.439698068333,0.241873597125,-7.07355045884,17,20,12,5UTR,,0,0
hsa-let-7b-5p,NM_001303251,ZBED8,237,268,1.0,-23.8,0,6.463495e-06,0.324,0.439698068333,0.241873597125,-7.07355045884,17,20,12,5UTR,,0,0
hsa-let-7b-5p,NM_000811,GABRA6,107,124,1.0,-17.2,0,0.02006748,0.559,0.673985214286,0.50312210625,-10.6849919882,16,17,16,5UTR,,1,0
hsa-let-7b-5p,NM_001127643,GABRA1,27,51,1.0,-19.4,0,0.02340284,0.485,0.903710714286,0.700179806397,-6.62614198489,17,24,10,5UTR,,0,0
hsa-let-7b-5p,NM_182796,MAT2B,114,146,1.0,-25.4,0,0.002314312,0.471,2.44920191667,1.37277184625,-6.74758927398,18,20,18,5UTR,MIRT032407,0,0
hsa-let-7b-5p,NM_004568,SERPINB6,1,18,1.0,-22.1,1,0.002325952,0.404,0.0,0.0,-4.8497144956,14,16,14,5UTR,,0,0
hsa-let-7b-5p,NM_001195291,SERPINB6,1,18,1.0,-22.1,1,0.002325952,0.404,0.0,0.0,-4.8497144956,14,16,14,5UTR,,0,0
hsa-let-7b-5p,NM_001271824,SERPINB6,1,18,1.0,-22.1,1,0.002325952,0.404,0.0,0.0,-4.8497144956,14,16,14,5UTR,,0,0
hsa-let-7b-5p,NM_001297699,SERPINB6,1,18,1.0,-22.1,1,0.002325952,0.404,0.0,0.0,-4.8497144956,14,16,14,5UTR,,0,0
hsa-let-7b-5p,NM_207582,ERVFRD-1,479,497,1.0,-20.6,0,2.633843e-05,0.456,-0.014397625,0.057007275,-7.82645812112,16,18,11,5UTR,,0,0
hsa-let-7b-5p,XM_017018720,ERP29,180,199,1.0,-20.7,0,0.0005993635,0.279,0.0,0.0,-7.84025412874,15,19,10,5UTR,,1,0
hsa-let-7b-5p,NM_181578,RFC5,545,565,1.0,-19.5,0,0.2730551,0.544,0.209961666667,0.88737184625,-7.09100856087,18,20,15,5UTR,,0,0
hsa-let-7b-5p,NM_181578,RFC5,313,332,1.0,-18.9,1,0.04050034,0.471,0.2841615,0.07864049375,-8.10843327519,17,19,9,5UTR,,0,0
hsa-let-7b-5p,NM_002562,P2RX7,118,162,1.0,-24.2,0,1.40389e-05,0.412,0.0359805,0.54838575625,-8.38288658662,18,23,10,5UTR,,0,0
hsa-let-7b-5p,NM_001278304,DIABLO,1012,1034,1.0,-21.6,1,0.0007017351,0.529,3.9493832,3.0107422375,-10.4579700105,17,22,10,5UTR,MIRT508668,0,0
hsa-let-7b-5p,NM_001204298,ZNF664,249,271,1.0,-21.9,1,0.0001182818,0.426,0.154475757143,0.4145898045,-7.06071960449,17,22,11,5UTR,,0,0
hsa-let-7b-5p,NM_152704,AMER2,102,122,1.0,-21.7,0,0.004042854,0.471,2.45571027273,1.7726827125,-13.9379927854,15,20,11,5UTR,,0,0
hsa-let-7b-5p,NM_001195416,DCLK1,118,135,1.0,-22.2,0,0.02759833,0.471,0.631150571429,2.29578232325,-6.07246093248,15,17,12,5UTR,,0,0
hsa-let-7b-5p,NM_001195415,DCLK1,118,135,1.0,-22.2,0,0.02759833,0.471,0.631150571429,2.29578232325,-6.07246093248,15,17,12,5UTR,,0,0
hsa-let-7b-5p,XM_005266545,PROSER1,530,553,1.0,-24.3,0,8.000397e-05,0.397,0.0,0.0,-8.05822672855,18,23,8,5UTR,,0,0
hsa-let-7b-5p,XM_011535228,NAA16,98,149,1.0,-23.3,0,0.000188313,0.471,0.0,0.0,-6.73762038884,18,23,8,5UTR,,0,0
hsa-let-7b-5p,XM_017020549,MED4,83,105,1.0,-20.4,0,0.0004402788,0.529,0.0,0.0,-7.65064630141,19,22,11,5UTR,,0,0
hsa-let-7b-5p,NM_024025,DUSP26,494,515,1.0,-22.3,0,0.00279942,0.412,0.15755905,-0.1460036225,-8.21843146267,16,21,6,5UTR,,0,0
hsa-let-7b-5p,NM_018310,BRF2,49,69,1.0,-23.6,1,0.01998669,0.441,4.50572166667,1.87278076,-6.08354497639,17,20,12,5UTR,,0,0
hsa-let-7b-5p,XM_017013255,DDHD2,52,74,1.0,-24.6,0,0.03854606,0.221,0.0,0.0,-8.86973797959,17,22,7,5UTR,,0,0
hsa-let-7b-5p,NM_001160225,RNF170,334,355,1.0,-20.0,0,9.29187e-05,0.5,1.59332108889,0.47596188,-7.80367080634,14,16,14,5UTR,,1,0
hsa-let-7b-5p,NM_152417,TMEM68,190,212,1.0,-18.8,0,0.001645266,0.647,0.920647816667,0.81262979625,-8.52713619547,19,22,17,5UTR,,0,0
hsa-let-7b-5p,NM_001286657,TMEM68,51,73,1.0,-18.8,0,0.001709114,0.647,1.61389449167,0.78965614125,-8.52713619547,19,22,17,5UTR,,0,0
hsa-let-7b-5p,NM_001318050,SDR16C5,255,277,1.0,-24.3,0,0.003548812,0.338,1.28279536364,0.5797139125,-9.5516050626,15,20,11,5UTR,,0,0
hsa-let-7b-5p,NM_001318050,SDR16C5,155,174,1.0,-22.0,1,0.1433271,0.426,0.1087358,0.74926110875,-6.13884510827,17,19,10,5UTR,,0,0
hsa-let-7b-5p,NM_138969,SDR16C5,255,277,1.0,-24.3,0,0.003548812,0.338,1.28279536364,0.5797139125,-9.5516050626,15,20,11,5UTR,,0,0
hsa-let-7b-5p,NM_138969,SDR16C5,155,174,1.0,-22.0,1,0.1433271,0.426,0.1087358,0.74926110875,-6.13884510827,17,19,10,5UTR,,0,0
hsa-let-7b-5p,NM_001318049,SDR16C5,255,277,1.0,-24.3,0,0.003548812,0.338,1.28279536364,0.5797139125,-9.5516050626,15,20,11,5UTR,,0,0
hsa-let-7b-5p,NM_001318049,SDR16C5,155,174,1.0,-22.0,1,0.1433271,0.426,0.1087358,0.74926110875,-6.13884510827,17,19,10,5UTR,,0,0
hsa-let-7b-5p,NM_001144755,MYBL1,367,396,1.0,-24.3,0,0.000119117,0.338,1.09927998889,1.77656487,-7.09100856087,16,19,12,5UTR,,0,0
hsa-let-7b-5p,NM_001080416,MYBL1,367,396,1.0,-24.3,0,0.000119117,0.338,1.09927998889,1.77656487,-7.09100856087,16,19,12,5UTR,,0,0
hsa-let-7b-5p,NM_001146008,SLCO5A1,56,78,1.0,-21.1,1,4.605589e-07,0.353,1.13102255556,2.128764975,-9.16064394649,18,22,9,5UTR,,1,0
hsa-let-7b-5p,NM_001324403,PI15,75,97,1.0,-21.1,0,0.009610161,0.706,2.1298893,2.2019689,-11.862176854,17,22,10,5UTR,,0,0
hsa-let-7b-5p,NM_015886,PI15,75,97,1.0,-21.1,0,0.0130148,0.706,2.1298893,2.2019689,-11.862176854,17,22,10,5UTR,,0,0
hsa-let-7b-5p,NM_018440,PAG1,626,650,1.0,-23.5,1,0.007992236,0.5,-0.274872375,0.69627987875,-6.09222096393,15,19,8,5UTR,,1,1
hsa-let-7b-5p,NM_001100391,RALYL,302,325,1.0,-19.4,0,0.001846432,0.426,0.719812,1.040701513,-5.92733267885,18,23,10,5UTR,,0,0
hsa-let-7b-5p,NM_001282357,SLC26A7,495,516,1.0,-22.1,1,7.79605e-06,0.485,3.10471021429,3.3041360375,-5.58516405585,18,21,11,5UTR,,0,0
hsa-let-7b-5p,NM_001029860,FBXO43,360,379,1.0,-21.7,0,0.02256547,0.353,1.33042673333,0.90665940875,-8.66051072387,16,19,9,5UTR,,0,0
hsa-let-7b-5p,NM_001267708,ZNF706,359,407,1.0,-25.3,1,0.006479356,0.412,0.425075908333,0.70966452125,-4.8497144956,18,21,14,5UTR,,0,0
hsa-let-7b-5p,NM_148174,AZIN1,249,293,1.0,-22.4,0,0.0002049093,0.426,2.1507196,1.7754022875,-7.03880045538,17,20,12,5UTR,,0,0
hsa-let-7b-5p,NM_015878,AZIN1,249,293,1.0,-22.4,0,0.0002049093,0.426,2.1507196,1.7754022875,-7.03880045538,17,20,12,5UTR,,0,0
hsa-let-7b-5p,NM_014673,EMC2,41,63,1.0,-20.0,1,0.005968306,0.353,0.2345195,2.37945941,-6.55801099866,16,22,8,5UTR,,0,0
hsa-let-7b-5p,XM_011517263,TRHR,668,690,1.0,-20.9,1,0.0002360795,0.544,0.0,0.0,-5.77128086594,18,22,8,5UTR,,0,0
hsa-let-7b-5p,NM_002546,TNFRSF11B,316,352,1.0,-20.1,1,0.000399953,0.471,1.99841871429,2.34642094125,-3.9375744462,22,36,10,5UTR,,0,0
hsa-let-7b-5p,XM_017013400,KCNQ3,4286,4306,1.0,-23.9,1,0.04735888,0.588,0.0,0.0,-5.38561431513,16,20,12,5UTR,,0,0
hsa-let-7b-5p,XM_017013400,KCNQ3,5350,5372,1.0,-22.7,1,0.02011356,0.5,0.0,0.0,-5.85080402197,18,22,6,5UTR,,0,0
hsa-let-7b-5p,XM_011516884,COL22A1,161,181,1.0,-21.1,1,0.6495699,0.618,0.0,0.0,-6.28309471711,18,20,10,5UTR,,0,0
hsa-let-7b-5p,NM_152888,COL22A1,83,103,1.0,-21.1,1,0.6495699,0.618,-0.446972,-0.37056967375,-6.28309471711,18,20,10,5UTR,,0,0
