"","Transcript Id","Gene Id(name)","Mirna Name","miTG score"
"43","ENST00000379439","ENSG00000169876 (MUC17)","hsa-miR-122-5p",0.997540783583869
"44","ENST00000360264","ENSG00000257923 (CUX1)","hsa-miR-122-5p",0.996982412167246
"45","ENST00000377886","ENSG00000124568 (SLC17A1)","hsa-miR-122-5p",0.996234067766124
"46","ENST00000373008","ENSG00000122884 (P4HA1)","hsa-miR-122-5p",0.994093651111757
"47","ENST00000389554","ENSG00000136535 (TBR1)","hsa-miR-122-5p",0.990856539967609
"48","ENST00000601424","ENSG00000269449 (AC002451.1)","hsa-miR-122-5p",0.990079420732506
"49","ENST00000294454","ENSG00000162461 (SLC25A34)","hsa-miR-122-5p",0.988763127087035
"50","ENST00000444376","ENSG00000153187 (HNRNPU)","hsa-miR-122-5p",0.988645480728803
"51","ENST00000383829","ENSG00000156983 (BRPF1)","hsa-miR-122-5p",0.987792521526591
"52","ENST00000359676","ENSG00000197183 (C20orf112)","hsa-miR-122-5p",0.987721306650854
"53","ENST00000302418","ENSG00000170759 (KIF5B)","hsa-miR-122-5p",0.984274507403385
"54","ENST00000248150","ENSG00000127588 (GNG13)","hsa-miR-122-5p",0.98339313067873
"55","ENST00000322002","ENSG00000176887 (SOX11)","hsa-miR-122-5p",0.982440291003609
"56","ENST00000595401","ENSG00000118620 (ZNF430)","hsa-miR-122-5p",0.977594440939224
"57","ENST00000409939","ENSG00000169221 (TBC1D10B)","hsa-miR-122-5p",0.977154474022943
"58","ENST00000409258","ENSG00000132305 (IMMT)","hsa-miR-122-5p",0.974940732278471
"59","ENST00000520193","ENSG00000134028 (ADAMDEC1)","hsa-miR-122-5p",0.974832951506294
"60","ENST00000449131","ENSG00000167995 (BEST1)","hsa-miR-122-5p",0.971925316297192
"61","ENST00000355237","ENSG00000197822 (OCLN)","hsa-miR-122-5p",0.971872235702551
"62","ENST00000248444","ENSG00000127831 (VIL1)","hsa-miR-122-5p",0.969226091103832
"63","ENST00000506823","ENSG00000174473 (GALNTL6)","hsa-miR-122-5p",0.969201073643644
"64","ENST00000271915","ENSG00000143603 (KCNN3)","hsa-miR-122-5p",0.968914013542332
"65","ENST00000521555","ENSG00000243716 (NPIPB5)","hsa-miR-122-5p",0.96756010246431
"66","ENST00000394070","ENSG00000124356 (STAMBP)","hsa-miR-122-5p",0.965148463856233
"67","ENST00000394323","ENSG00000213462 (ERV3-1)","hsa-miR-122-5p",0.964878575896407
"68","ENST00000574322","ENSG00000175826 (CTDNEP1)","hsa-miR-122-5p",0.961446222252221
"69","ENST00000533473","ENSG00000255423 (EBLN2)","hsa-miR-122-5p",0.96141390388302
"70","ENST00000220876","ENSG00000104435 (STMN2)","hsa-miR-122-5p",0.960569698829788
"71","ENST00000536719","ENSG00000074319 (TSG101)","hsa-miR-122-5p",0.960065418529612
"72","ENST00000352083","ENSG00000110693 (SOX6)","hsa-miR-122-5p",0.959931090642878
"73","ENST00000582081","ENSG00000108854 (SMURF2)","hsa-miR-122-5p",0.957713593334447
"74","ENST00000240100","ENSG00000120875 (DUSP4)","hsa-miR-122-5p",0.95692717402173
"75","ENST00000299608","ENSG00000166479 (TMX3)","hsa-miR-122-5p",0.956502995087653
"76","ENST00000369498","ENSG00000165775 (FUNDC2)","hsa-miR-122-5p",0.955096905587386
"77","ENST00000247461","ENSG00000127022 (CANX)","hsa-miR-122-5p",0.955021421400444
"78","ENST00000264674","ENSG00000085276 (MECOM)","hsa-miR-122-5p",0.952486102778243
"79","ENST00000510866","ENSG00000120733 (KDM3B)","hsa-miR-122-5p",0.951967876026417
"80","ENST00000375011","ENSG00000119514 (GALNT12)","hsa-miR-122-5p",0.951732443248145
"81","ENST00000541363","ENSG00000149948 (HMGA2)","hsa-miR-122-5p",0.950016681510544
"82","ENST00000602917","ENSG00000196312 (HIATL2)","hsa-miR-122-5p",0.949242004011346
"83","ENST00000457434","ENSG00000146276 (GABRR1)","hsa-miR-122-5p",0.948838997039649
"84","ENST00000548411","ENSG00000151746 (BICD1)","hsa-miR-122-5p",0.948777457065512
"85","ENST00000252723","ENSG00000130427 (EPO)","hsa-miR-122-5p",0.948432646245543
"86","ENST00000426654","ENSG00000102908 (NFAT5)","hsa-miR-122-5p",0.947920101882359
"87","ENST00000367942","ENSG00000118217 (ATF6)","hsa-miR-122-5p",0.944991065333784
"88","ENST00000508784","ENSG00000151612 (ZNF827)","hsa-miR-122-5p",0.944935993101917
"89","ENST00000375571","ENSG00000101367 (MAPRE1)","hsa-miR-122-5p",0.944684819681072
"90","ENST00000274000","ENSG00000138660 (AP1AR)","hsa-miR-122-5p",0.944479896186284
"91","ENST00000340828","ENSG00000113328 (CCNG1)","hsa-miR-122-5p",0.944181714945267
"92","ENST00000533250","ENSG00000255251 (PRR23D1)","hsa-miR-122-5p",0.944009038731768
"93","ENST00000528972","ENSG00000255378 (PRR23D2)","hsa-miR-122-5p",0.943754661456112
"94","ENST00000346562","ENSG00000151322 (NPAS3)","hsa-miR-122-5p",0.942361525609524
"95","ENST00000533625","ENSG00000139865 (TTC6)","hsa-miR-122-5p",0.941934524397654
"96","ENST00000255476","ENSG00000133111 (RFXAP)","hsa-miR-122-5p",0.941057025448796
"97","ENST00000358912","ENSG00000197329 (PELI1)","hsa-miR-122-5p",0.940939471415699
"98","ENST00000335661","ENSG00000140379 (BCL2A1)","hsa-miR-122-5p",0.9405309022714
"99","ENST00000370628","ENSG00000102245 (CD40LG)","hsa-miR-122-5p",0.939303239090759
"100","ENST00000251691","ENSG00000112379 (KIAA1244)","hsa-miR-122-5p",0.93587694682437
"101","ENST00000260408","ENSG00000137845 (ADAM10)","hsa-miR-122-5p",0.934162573244361
"102","ENST00000474889","ENSG00000144724 (PTPRG)","hsa-miR-122-5p",0.933334217342776
"103","ENST00000373491","ENSG00000065491 (TBC1D22B)","hsa-miR-122-5p",0.933298678793948
"104","ENST00000225394","ENSG00000108262 (GIT1)","hsa-miR-122-5p",0.930227563780196
"105","ENST00000576863","ENSG00000085644 (ZNF213)","hsa-miR-122-5p",0.929253203367793
"106","ENST00000540712","ENSG00000165501 (LRR1)","hsa-miR-122-5p",0.929188161940959
"107","ENST00000263980","ENSG00000090020 (SLC9A1)","hsa-miR-122-5p",0.927533651888046
"108","ENST00000231706","ENSG00000013293 (SLC7A14)","hsa-miR-122-5p",0.923679972515401
"109","ENST00000602042","ENSG00000268218 (AC137932.1)","hsa-miR-122-5p",0.922786166461316
"110","ENST00000251808","ENSG00000083307 (GRHL2)","hsa-miR-122-5p",0.921869193204221
"111","ENST00000225737","ENSG00000108599 (AKAP10)","hsa-miR-122-5p",0.919432446906145
"112","ENST00000381605","ENSG00000101307 (SIRPB1)","hsa-miR-122-5p",0.919236521405481
"113","ENST00000451653","ENSG00000093183 (SEC22C)","hsa-miR-122-5p",0.918576741094312
"114","ENST00000261304","ENSG00000054983 (GALC)","hsa-miR-122-5p",0.915297976789479
"115","ENST00000369962","ENSG00000085433 (WDR47)","hsa-miR-122-5p",0.915160889258524
"116","ENST00000054666","ENSG00000049245 (VAMP3)","hsa-miR-122-5p",0.913485089354054
"117","ENST00000512675","ENSG00000248469 (RP11-826N14.2)","hsa-miR-122-5p",0.913308127763334
"118","ENST00000431807","ENSG00000144395 (CCDC150)","hsa-miR-122-5p",0.912845765323258
"119","ENST00000569798","ENSG00000149925 (ALDOA)","hsa-miR-122-5p",0.911499544633529
"120","ENST00000559573","ENSG00000166262 (FAM227B)","hsa-miR-122-5p",0.910720476890977
"121","ENST00000371833","ENSG00000162373 (BEND5)","hsa-miR-122-5p",0.910714383993985
"122","ENST00000335791","ENSG00000136840 (ST6GALNAC4)","hsa-miR-122-5p",0.909993607335189
"123","ENST00000366810","ENSG00000185155 (MIXL1)","hsa-miR-122-5p",0.909758004421781
"124","ENST00000376573","ENSG00000150867 (PIP4K2A)","hsa-miR-122-5p",0.909292467702992
"125","ENST00000273598","ENSG00000145029 (NICN1)","hsa-miR-122-5p",0.908236609494834
"126","ENST00000370895","ENSG00000259030 (FPGT-TNNI3K)","hsa-miR-122-5p",0.908230391432537
"127","ENST00000374379","ENSG00000169504 (CLIC4)","hsa-miR-122-5p",0.907586451663055
"128","ENST00000268758","ENSG00000087111 (PIGS)","hsa-miR-122-5p",0.907527799031835
"129","ENST00000331070","ENSG00000183753 (BPY2)","hsa-miR-122-5p",0.907498050212407
"130","ENST00000382287","ENSG00000185894 (BPY2C)","hsa-miR-122-5p",0.906536109246522
"131","ENST00000382392","ENSG00000183795 (BPY2B)","hsa-miR-122-5p",0.906470674531003
"132","ENST00000360771","ENSG00000170180 (GYPA)","hsa-miR-122-5p",0.906375200599336
"133","ENST00000357731","ENSG00000172260 (NEGR1)","hsa-miR-122-5p",0.906128230941339
"134","ENST00000425778","ENSG00000115875 (SRSF7)","hsa-miR-122-5p",0.906061026414049
"135","ENST00000304004","ENSG00000171453 (POLR1C)","hsa-miR-122-5p",0.905623473781482
"136","ENST00000330824","ENSG00000182851 (GPIHBP1)","hsa-miR-122-5p",0.905344787843125
"137","ENST00000335508","ENSG00000115524 (SF3B1)","hsa-miR-122-5p",0.904361199330718
"138","ENST00000367033","ENSG00000076356 (PLXNA2)","hsa-miR-122-5p",0.903659820940076
"139","ENST00000358154","ENSG00000197006 (METTL9)","hsa-miR-122-5p",0.903513821649031
"140","ENST00000369287","ENSG00000165813 (C10orf118)","hsa-miR-122-5p",0.901239075127548
"141","ENST00000367922","ENSG00000162733 (DDR2)","hsa-miR-122-5p",0.9007160038306
"142","ENST00000535853","ENSG00000205147 (AC016586.1)","hsa-miR-122-5p",0.899480664530277
"143","ENST00000411922","ENSG00000214160 (ALG3)","hsa-miR-122-5p",0.898090714503787
"144","ENST00000323223","ENSG00000177800 (TMEM78)","hsa-miR-122-5p",0.89631923451471
"145","ENST00000357472","ENSG00000152601 (MBNL1)","hsa-miR-122-5p",0.896177735737094
"146","ENST00000356056","ENSG00000066933 (MYO9A)","hsa-miR-122-5p",0.895854144338051
"147","ENST00000366539","ENSG00000117020 (AKT3)","hsa-miR-122-5p",0.89471159699243
"148","ENST00000292609","ENSG00000161031 (PGLYRP2)","hsa-miR-122-5p",0.894346233371154
"149","ENST00000533405","ENSG00000255046 (RP11-297N6.4)","hsa-miR-122-5p",0.894067038592289
"150","ENST00000377296","ENSG00000204752 (AC025278.1)","hsa-miR-122-5p",0.893493402774754
"151","ENST00000524655","ENSG00000134909 (ARHGAP32)","hsa-miR-122-5p",0.893348185086492
"152","ENST00000265742","ENSG00000001629 (ANKIB1)","hsa-miR-122-5p",0.89091008914061
"153","ENST00000289547","ENSG00000015520 (NPC1L1)","hsa-miR-122-5p",0.890503273584323
"154","ENST00000325844","ENSG00000181991 (MRPS11)","hsa-miR-122-5p",0.888633656641195
"155","ENST00000380752","ENSG00000139514 (SLC7A1)","hsa-miR-122-5p",0.885472785531742
"156","ENST00000439947","ENSG00000171103 (TRMT61B)","hsa-miR-122-5p",0.885037186055922
"157","ENST00000358138","ENSG00000196166 (C8orf86)","hsa-miR-122-5p",0.884442041811133
"158","ENST00000480911","ENSG00000151067 (CACNA1C)","hsa-miR-122-5p",0.883886486079349
"159","ENST00000372007","ENSG00000077264 (PAK3)","hsa-miR-122-5p",0.883639049428384
"160","ENST00000324557","ENSG00000145194 (ECE2)","hsa-miR-122-5p",0.883520487819412
"161","ENST00000370520","ENSG00000167046 (RP11-93B14.6)","hsa-miR-122-5p",0.883433435931703
"162","ENST00000567118","ENSG00000067225 (PKM)","hsa-miR-122-5p",0.883279507704841
"163","ENST00000295414","ENSG00000163249 (CCNYL1)","hsa-miR-122-5p",0.883073394539926
"164","ENST00000470681","ENSG00000188493 (C19orf54)","hsa-miR-122-5p",0.882751754320588
"165","ENST00000301887","ENSG00000168062 (BATF2)","hsa-miR-122-5p",0.881124531266638
"166","ENST00000376208","ENSG00000148053 (NTRK2)","hsa-miR-122-5p",0.880395214531449
"167","ENST00000400256","ENSG00000158270 (COLEC12)","hsa-miR-122-5p",0.880255791015742
"168","ENST00000264245","ENSG00000031081 (ARHGAP31)","hsa-miR-122-5p",0.880035466849214
"169","ENST00000373109","ENSG00000107742 (SPOCK2)","hsa-miR-122-5p",0.877708617769769
"170","ENST00000482108","ENSG00000242265 (PEG10)","hsa-miR-122-5p",0.877493333438951
"171","ENST00000334888","ENSG00000187049 (TMEM216)","hsa-miR-122-5p",0.876886635340538
"172","ENST00000336077","ENSG00000125498 (KIR2DL1)","hsa-miR-122-5p",0.875041759362673
"173","ENST00000578205","ENSG00000126858 (RHOT1)","hsa-miR-122-5p",0.874694696725065
"174","ENST00000299163","ENSG00000166135 (HIF1AN)","hsa-miR-122-5p",0.874214990398022
"175","ENST00000375779","ENSG00000213719 (CLIC1)","hsa-miR-122-5p",0.872827133573415
"176","ENST00000354833","ENSG00000172058 (SERF1A)","hsa-miR-122-5p",0.872171462304725
"177","ENST00000431473","ENSG00000177181 (RIMKLA)","hsa-miR-122-5p",0.870790225055449
"178","ENST00000236192","ENSG00000117533 (VAMP4)","hsa-miR-122-5p",0.870754526245442
"179","ENST00000448346","ENSG00000227839 (AL645730.2)","hsa-miR-122-5p",0.870072560719187
"180","ENST00000354300","ENSG00000196850 (PPTC7)","hsa-miR-122-5p",0.869856223331584
"181","ENST00000242728","ENSG00000123095 (BHLHE41)","hsa-miR-122-5p",0.868965567737052
"182","ENST00000230036","ENSG00000112293 (GPLD1)","hsa-miR-122-5p",0.86872391898169
"183","ENST00000369707","ENSG00000065621 (GSTO2)","hsa-miR-122-5p",0.867030337139672
"184","ENST00000331426","ENSG00000184898 (RBM43)","hsa-miR-122-5p",0.864146569248926
"185","ENST00000495910","ENSG00000196712 (NF1)","hsa-miR-122-5p",0.863541226802062
"186","ENST00000396444","ENSG00000138592 (USP8)","hsa-miR-122-5p",0.863180662852458
"187","ENST00000502515","ENSG00000249109 (RP11-1026M7.2)","hsa-miR-122-5p",0.862657083582772
"188","ENST00000577831","ENSG00000125686 (MED1)","hsa-miR-122-5p",0.861419183284119
"189","ENST00000260653","ENSG00000138083 (SIX3)","hsa-miR-122-5p",0.861054237576403
"190","ENST00000265354","ENSG00000112658 (SRF)","hsa-miR-122-5p",0.860082591559318
"191","ENST00000418511","ENSG00000232070 (TMEM253)","hsa-miR-122-5p",0.85947518134691
"192","ENST00000354333","ENSG00000182912 (C21orf90)","hsa-miR-122-5p",0.857691298712172
"193","ENST00000405954","ENSG00000188542 (DUSP28)","hsa-miR-122-5p",0.856955575059328
"194","ENST00000383701","ENSG00000163378 (EOGT)","hsa-miR-122-5p",0.856684254567953
"195","ENST00000335255","ENSG00000141568 (FOXK2)","hsa-miR-122-5p",0.854933124165127
"196","ENST00000324198","ENSG00000100077 (ADRBK2)","hsa-miR-122-5p",0.854200482382209
"197","ENST00000231368","ENSG00000113441 (LNPEP)","hsa-miR-122-5p",0.854121922865666
"198","ENST00000391728","ENSG00000167633 (KIR3DL1)","hsa-miR-122-5p",0.853394569542571
"199","ENST00000509549","ENSG00000242259 (C22orf39)","hsa-miR-122-5p",0.852741700645738
"200","ENST00000282077","ENSG00000152256 (PDK1)","hsa-miR-122-5p",0.852723423114757
"201","ENST00000270649","ENSG00000142556 (ZNF614)","hsa-miR-122-5p",0.851583008780977
"202","ENST00000264839","ENSG00000079841 (RIMS1)","hsa-miR-122-5p",0.851534351273858
"203","ENST00000326665","ENSG00000178965 (C1orf173)","hsa-miR-122-5p",0.85095804838797
"204","ENST00000582913","ENSG00000154864 (PIEZO2)","hsa-miR-122-5p",0.850433888866755
"205","ENST00000367080","ENSG00000123836 (PFKFB2)","hsa-miR-122-5p",0.84972717569852
"206","ENST00000359591","ENSG00000197324 (LRP10)","hsa-miR-122-5p",0.84938169575047
"207","ENST00000393276","ENSG00000175984 (DENND2C)","hsa-miR-122-5p",0.848828162078152
"208","ENST00000275532","ENSG00000243335 (KCTD7)","hsa-miR-122-5p",0.848668948508262
"209","ENST00000339350","ENSG00000169598 (DFFB)","hsa-miR-122-5p",0.846641655690898
"210","ENST00000370783","ENSG00000101928 (MOSPD1)","hsa-miR-122-5p",0.846549380648445
"211","ENST00000353172","ENSG00000151364 (KCTD14)","hsa-miR-122-5p",0.845326785044611
"212","ENST00000371068","ENSG00000096093 (EFHC1)","hsa-miR-122-5p",0.844513994247239
"213","ENST00000336803","ENSG00000165376 (CLDN2)","hsa-miR-122-5p",0.844366797105859
"214","ENST00000453547","ENSG00000269891 (ARHGAP19-SLIT1)","hsa-miR-122-5p",0.843035696944933
"215","ENST00000378910","ENSG00000161270 (NPHS1)","hsa-miR-122-5p",0.840427438784823
"216","ENST00000293677","ENSG00000161847 (RAVER1)","hsa-miR-122-5p",0.840284949512289
"217","ENST00000517311","ENSG00000120533 (ENY2)","hsa-miR-122-5p",0.839945605359664
"218","ENST00000258341","ENSG00000135862 (LAMC1)","hsa-miR-122-5p",0.839776296718257
"219","ENST00000359085","ENSG00000189013 (KIR2DL4)","hsa-miR-122-5p",0.839416577852756
"220","ENST00000534073","ENSG00000174165 (ZDHHC24)","hsa-miR-122-5p",0.838434105069256
"221","ENST00000520626","ENSG00000168487 (BMP1)","hsa-miR-122-5p",0.838074028862038
"222","ENST00000402034","ENSG00000214491 (SEC14L6)","hsa-miR-122-5p",0.836832369647052
"223","ENST00000548184","ENSG00000258830 (RP11-123K3.4)","hsa-miR-122-5p",0.836754651175832
"224","ENST00000475390","ENSG00000121871 (SLITRK3)","hsa-miR-122-5p",0.835909918623343
"225","ENST00000328252","ENSG00000182752 (PAPPA)","hsa-miR-122-5p",0.835778961991326
"226","ENST00000361360","ENSG00000198914 (POU3F3)","hsa-miR-122-5p",0.834287320579161
"227","ENST00000392238","ENSG00000138439 (FAM117B)","hsa-miR-122-5p",0.832444852275844
"228","ENST00000343882","ENSG00000118689 (FOXO3)","hsa-miR-122-5p",0.830148449902127
"229","ENST00000558158","ENSG00000166069 (TMCO5A)","hsa-miR-122-5p",0.829794142237669
"230","ENST00000300853","ENSG00000012061 (ERCC1)","hsa-miR-122-5p",0.827415528835868
"231","ENST00000264031","ENSG00000110375 (UPK2)","hsa-miR-122-5p",0.826769925380005
"232","ENST00000395699","ENSG00000146676 (PURB)","hsa-miR-122-5p",0.826716569881467
"233","ENST00000359675","ENSG00000101079 (NDRG3)","hsa-miR-122-5p",0.825427750020493
"234","ENST00000593303","ENSG00000268759 (AC135983.2)","hsa-miR-122-5p",0.823922587529768
"235","ENST00000442744","ENSG00000221983 (UBA52)","hsa-miR-122-5p",0.823452135147769
"236","ENST00000317775","ENSG00000089250 (NOS1)","hsa-miR-122-5p",0.820616717774303
"237","ENST00000318063","ENSG00000155970 (MICU3)","hsa-miR-122-5p",0.81975345741599
"238","ENST00000356518","ENSG00000149451 (ADAM33)","hsa-miR-122-5p",0.818236544010071
"239","ENST00000401070","ENSG00000169218 (RSPO1)","hsa-miR-122-5p",0.818231163050127
"240","ENST00000373095","ENSG00000167106 (FAM102A)","hsa-miR-122-5p",0.818078924124045
"241","ENST00000589425","ENSG00000087157 (PGS1)","hsa-miR-122-5p",0.817520025346629
"242","ENST00000418100","ENSG00000196081 (ZNF724P)","hsa-miR-122-5p",0.817051203219231
"243","ENST00000334464","ENSG00000165650 (PDZD8)","hsa-miR-122-5p",0.816391449171554
"244","ENST00000369426","ENSG00000116874 (WARS2)","hsa-miR-122-5p",0.816203277554364
"245","ENST00000261978","ENSG00000119681 (LTBP2)","hsa-miR-122-5p",0.815759526085106
"246","ENST00000337006","ENSG00000135049 (AGTPBP1)","hsa-miR-122-5p",0.815211283763414
"247","ENST00000370549","ENSG00000172987 (HPSE2)","hsa-miR-122-5p",0.814738072804083
"248","ENST00000424699","ENSG00000180228 (PRKRA)","hsa-miR-122-5p",0.81424702596728
"249","ENST00000547439","ENSG00000136044 (APPL2)","hsa-miR-122-5p",0.813868222949225
"250","ENST00000330258","ENSG00000184675 (AMER1)","hsa-miR-122-5p",0.813425457028161
"251","ENST00000265071","ENSG00000113361 (CDH6)","hsa-miR-122-5p",0.812233166083007
"252","ENST00000373204","ENSG00000092847 (AGO1)","hsa-miR-122-5p",0.810776953875677
"253","ENST00000239944","ENSG00000120742 (SERP1)","hsa-miR-122-5p",0.810686756341226
"254","ENST00000367636","ENSG00000184909 (C1ORF220)","hsa-miR-122-5p",0.810352444078328
"255","ENST00000264158","ENSG00000115839 (RAB3GAP1)","hsa-miR-122-5p",0.809701223604269
"256","ENST00000216468","ENSG00000100580 (TMED8)","hsa-miR-122-5p",0.809484755198823
"257","ENST00000423994","ENSG00000007402 (CACNA2D2)","hsa-miR-122-5p",0.808634855747859
"258","ENST00000378115","ENSG00000213214 (ARHGEF35)","hsa-miR-122-5p",0.807929508681171
"259","ENST00000353065","ENSG00000163421 (PROK2)","hsa-miR-122-5p",0.807803162763323
"260","ENST00000376352","ENSG00000166263 (STXBP4)","hsa-miR-122-5p",0.807103268120809
"261","ENST00000370205","ENSG00000172339 (ALG14)","hsa-miR-122-5p",0.806174879866976
"262","ENST00000369422","ENSG00000119913 (TECTB)","hsa-miR-122-5p",0.804288894347366
"263","ENST00000261590","ENSG00000046604 (DSG2)","hsa-miR-122-5p",0.80415074765012
"264","ENST00000337339","ENSG00000005302 (MSL3)","hsa-miR-122-5p",0.80400534307431
"265","ENST00000585558","ENSG00000153822 (KCNJ16)","hsa-miR-122-5p",0.803955141166736
"266","ENST00000331161","ENSG00000151023 (ENKUR)","hsa-miR-122-5p",0.803770414720687
"267","ENST00000426658","ENSG00000124092 (CTCFL)","hsa-miR-122-5p",0.803597640898523
"268","ENST00000328902","ENSG00000133561 (GIMAP6)","hsa-miR-122-5p",0.802514794379893
"269","ENST00000302555","ENSG00000169347 (GP2)","hsa-miR-122-5p",0.802109565229155
"270","ENST00000373664","ENSG00000080839 (RBL1)","hsa-miR-122-5p",0.801933297268684
"271","ENST00000282541","ENSG00000152642 (GPD1L)","hsa-miR-122-5p",0.801127603546021
"272","ENST00000508024","ENSG00000153015 (CWC27)","hsa-miR-122-5p",0.800770374412701
"273","ENST00000376723","ENSG00000136731 (UGGT1)","hsa-miR-122-5p",0.800444974137565
"274","ENST00000330236","ENSG00000198315 (ZKSCAN8)","hsa-miR-122-5p",0.800255454486715
"275","ENST00000511441","ENSG00000118564 (FBXL5)","hsa-miR-122-5p",0.800194213698006
"276","ENST00000491718","ENSG00000090905 (TNRC6A)","hsa-miR-122-5p",0.7991636079307
"277","ENST00000361354","ENSG00000061676 (NCKAP1)","hsa-miR-122-5p",0.798450422122235
"278","ENST00000495665","ENSG00000179636 (TPPP2)","hsa-miR-122-5p",0.797284973298487
"279","ENST00000409003","ENSG00000177570 (SAMD12)","hsa-miR-122-5p",0.797263244963377
"280","ENST00000457361","ENSG00000030419 (IKZF2)","hsa-miR-122-5p",0.796587567742682
"281","ENST00000586529","ENSG00000267303 (CTD-2369P2.12)","hsa-miR-122-5p",0.796487508426596
"282","ENST00000370021","ENSG00000134186 (PRPF38B)","hsa-miR-122-5p",0.795642419809601
"283","ENST00000291478","ENSG00000160145 (KALRN)","hsa-miR-122-5p",0.795516750251898
"284","ENST00000526775","ENSG00000198216 (CACNA1E)","hsa-miR-122-5p",0.795417029060317
"285","ENST00000576436","ENSG00000134419 (RPS15A)","hsa-miR-122-5p",0.794715676792304
"286","ENST00000333141","ENSG00000182308 (DCAF4L1)","hsa-miR-122-5p",0.793556273411143
"287","ENST00000367160","ENSG00000133059 (DSTYK)","hsa-miR-122-5p",0.793232432587912
"288","ENST00000359332","ENSG00000197776 (KLHDC1)","hsa-miR-122-5p",0.793083052562858
"289","ENST00000596002","ENSG00000167775 (CD320)","hsa-miR-122-5p",0.792484323773801
