"","ADM","CD40LG","GDF15","PGF","SELE","EGF","SRC","IL1RN","IL6","CSTB","KLK6","LGALS3","F2R","KLK11","TEK","F3","TNFRSF1A","PDGFB","IL27","OLR1","TNFRSF10B","IL6R","TNFRSF1B","MMP3","HSPB1","PRL","MPO","GH1","RETN","FAS","PAPPA","PTX3","REN","CHI3L1","IL1RL1","HAVCR1","XPNPEP2","SELPLG","MB","THBD","IL16","PLAUR","CTSD","AGER","MMP7","CXCL16","DKK1","SIRT2","GAL","AGRP","PLAT","HBEGF","ESM1","VEGFD","MMP12","SPON1","CTSL","FABP4","NPPB","LEP","MUC16","IKBKG","FST","PECAM1","NT-pro-BNP","RNASE3","CXCL8","VEGFA","BDNF","CCL7","GDNF","CDCP1","CD244","IL7","TNFRSF11B","TGFB1","PLAU","IL17C","CCL2","IL17A","CXCL11","AXIN1","TNFSF10","CXCL9","CST5","OSM","CXCL1","CCL4","CD6","KITLG","IL18","SLAMF1","TGFA","CCL13","CCL11","TNFSF14","FGF23","IL10RA","FGF5","MMP1","LIFR","FGF21","CCL19","IL15RA","IL10RB","IL18R1","CD274","NGF","CXCL5","TNFSF11","HGF","IL12B","MMP10","IL10","CCL23","CD5","CCL3","FLT3LG","CXCL6","CXCL10","EIF4EBP1","CCL28","DNER","S100A12","CD40","FGF19","CCL8","CASP8","CCL25","CX3CL1","TNFRSF9","NTF3","TNFSF12","CCL20","SULT1A1","STAMBP","ADA","LTA","CSF1","RNY4-3p","RNY4-5p","RNY5-5p"
"miR-92a-3p",1.21516018657012e-08,0,0,0,0,0,0,2.85341498377863e-07,0,0,0,0,0,0,1.05821614002769e-06,5.46799480622922e-06,0,0,0,6.80059252460247e-09,7.82318193372121e-06,0,6.93245094915522e-06,0,0,0,0,0,0,1.21709290893812e-05,0,0,0,0,8.61910679571116e-10,0,0,0,8.00200460603316e-06,0,1.41819501287772e-11,0,0,8.96852868038218e-09,0,5.41314327982007e-06,0,0,0,0,0,0,0,0,0,0,6.94829629588416e-11,0,0,0,0,0.0104233449487652,4.23000203764716e-07,1.6102956362224e-08,0,0,9.21797866365372e-07,0,4.24281389381968e-10,0,0.00012494876864694,0,8.68728488053522e-08,0.000136616946337869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84500985228516e-07,0,0,0,0,0,0,0,0,1.66653841465499e-08,0,3.18272421895524e-06,0,0,0,0,0,0,1.69846231374135e-08,0.00240779525815086,0,5.3105971819378e-05,3.36125656818286e-10,3.4643097142754e-05,8.22381505236756e-08,0,0,0,6.18241461198691e-06,0,0,0,1.54605771968973e-05,0,0,0,0,0,0,0,0,0,0,1.42445388683718e-06,0,0,0.0119622810225239,0,2.16941088226405e-11,1.54502495517113e-05,0,0,0
"miR-93-5p",8.20034698440839e-06,0,0,0,1.67681805193176e-07,0,0,4.68089707594288e-07,0,0,0,0,1.7934432361656e-06,0,1.44746586634572e-06,7.50080621535181e-06,0,0.038538352832577,0,1.93833559057443e-07,6.15138143996642e-06,2.1090778838766e-09,3.86995002237607e-06,7.9960424059393e-06,0,0,0,0,0,1.38472948718782e-06,7.08410676040505e-10,0,0,0,0,0,8.4318740455375e-10,8.05427474775439e-08,0,4.96687649202702e-06,6.16383739400859e-07,1.04535497290458e-06,0,0,2.28034074044139e-06,0,0.000361731688484706,0.0299783446096332,1.25650357176582e-09,0,5.05056555216629e-09,5.3572179569748e-08,0,0,0,0,0,0,0,5.92311780256088e-10,0,0.0431119262297723,1.02212244931262e-05,0,0,0,1.20130202807226e-09,5.58932277565158e-06,8.97822735129354e-12,0,4.56172062734261e-05,6.85431747170174e-08,0,0.00129359905926291,1.30031867727094e-06,7.50696360622809e-05,0,0,0,0,7.17069162942641e-07,0.0326702340243988,2.88765433377767e-08,5.17185319705777e-07,0,3.56783409576698e-06,0,0,1.62500891883102e-05,6.75203060454881e-09,0,7.422616799697e-06,0,0,0,8.54549871362574e-06,0,1.22432169256206e-12,2.48284858116657e-11,0,3.32323643724894e-11,3.4007518436243e-10,0,0,1.50442922536423e-11,0,1.9885469031313e-06,0,0.013479842975466,1.19304341107593e-06,0,0,0,2.26235748630585e-06,0,1.35660727618948e-07,0,0,0.000263924197122806,1.19807026896929e-07,0,0,0,0,0,0,0,0.00154118419098752,0,1.70839022854267e-06,3.24368633684794e-11,0,3.07415842355424e-06,0,0,0.045286192110874,0,6.83265143022398e-08,1.03034875443103e-08,0,0,0
"miR-99b-5p",0,0,0,0,0,0.00131723965717318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01744434712905e-07,0,0,0,0,0,0,5.24116943899988e-07,0,0,0,0,0,0,0,0,0,0,0,8.92469769630806e-12,0,0,0,2.90994356687847e-10,0,0,0,0,0,0,0,0,0,0,0,7.31084782626528e-11,0,1.72606025323437e-06,0,1.2895969055731e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36921659616006e-09,0,0,0,0,5.69269841456986e-06,0,0,0,0,0,0,0,0,3.5355291464292e-07,6.4015921338997e-06,0,0,0,0,0,0,0,0,0,0,0,3.09284256743028e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"miR-122-5p",0,3.84018300340076e-08,9.39806990516136e-06,7.59686050756861e-05,0,0,5.55114144323523e-07,1.80224825140478e-05,0,0,7.78434525384467e-05,0,9.42735995628519e-05,0,0,0.000779322242337612,8.23365615195174e-05,2.91874372684624e-08,0,2.15077344224876e-06,0.000174286063298231,1.62768572892421e-07,0.00011126230222735,0,0,0,0,0,0,0,3.92407110778748e-16,0,0,0,2.38184876812508e-12,4.47838374631145e-08,6.28050522135168e-08,0,0,0,8.99305035391209e-06,0,0,0,7.81917714963477e-07,0,0,1.61886027485308e-06,0,0,0,0,0,0,0,0.000498500025089616,0,0,0,1.33198438003321e-06,0,0,0,1.2307091420975e-06,0,0,6.15887664210928e-08,1.23158820532044e-05,6.9987994221148e-08,0,0,5.76982133058872e-11,0,0,0,1.8428964432523e-12,0,0,3.51450793931228e-07,1.0185937634048e-05,0,1.39267391513312e-10,1.3708856742272e-05,0,0,0,0,0,5.59794968466732e-06,0,0,6.64366253828343e-08,0,0,0,2.05746031807738e-07,0,1.45892987197976e-05,0.000409389963288308,0,3.99189781486844e-11,0,0,0,3.86038950896727e-07,0,0,0,0,0,0,2.55866649601024e-08,0,1.66386810793283e-09,0,0,0,0,2.89921211735583e-06,0,0,3.83395009550673e-08,9.21870038195946e-07,0,0,0,0,0,0,8.57924637143726e-05,7.64648819881981e-07,1.19642187340077e-08,4.77878465680014e-06,0,0,4.55803216427587e-09,0,0,1.51762731945286e-07,0,0,0
"miR-126-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27090018543794e-06,0,0,0,0,0,0,0,0,0,5.34207084421111e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361526188331939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61014965411209e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06236970807969e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"miR-126-5p",0,0.000660068344093127,0,0,4.28929701239629e-09,0.0043363442575069,0,0,9.7674119748871e-08,4.39273698083533e-13,0,0,0,3.29882808811971e-05,8.70672955622907e-06,0,0,0,0,0,0,1.09397144365436e-07,0,8.0025468005308e-06,0,0,0,0,0,4.00996466104459e-05,1.10004963696515e-06,0,0,0,0,4.26363363821507e-08,0,0,0,0,0,0,0,0,0,0,1.2739317824588e-05,0,0,0,0,9.84444808652348e-09,2.95587823300195e-05,0,0,0,0,5.26361147010586e-11,0,0,1.8127867447569e-07,0,0,0,0,0,0,3.78038130495175e-06,1.4217071951712e-09,2.95698176452814e-07,0,7.73103131861858e-08,3.13456119003114e-07,4.94915759402101e-06,0,0,0,0,0,1.2030512309149e-05,0,0.00376914319667985,0,1.04511075912683e-05,0,0,0,0,0,7.60085831274566e-06,0,1.13802871702649e-07,1.86289262080264e-05,0,0,0,0,3.45768130840853e-07,1.05566975849966e-08,0,0.000219541288441307,0,0,0,0,2.22876656776435e-07,7.98678954060436e-07,0,0,2.54747243258915e-08,5.14270198151869e-05,0,1.48035474404788e-05,0,0,0,4.904413370067e-14,0,4.92943545118071e-11,0,0,1.44834387690574e-06,0,0,0,0,9.21653536264765e-07,0,0,0,1.36285133477722e-07,0,0,0,0,0,0,9.51083145066198e-06,7.28022433998005e-05,0,0,0
"miR-130a-3p",0,0,0,0,1.37009856111954e-13,0,0,0,0,0,0,0,0,2.66451500114046e-08,1.09554040457591e-06,5.25899879765893e-08,0,0,0,0,5.02952087934796e-08,0,2.13548658787913e-05,0,0,0,0,0,0,0,5.80524309663271e-09,0,0,0,0,0,0,1.17507824661514e-08,0,0,0,0,0,0,0,0,5.54258793398943e-05,0,0,0,3.57062886915369e-06,0,0,0,1.68314325334473e-06,0,0,0,0,8.16953760279381e-09,0,0,0,2.10327271426332e-07,0,0,0,0,8.50510593279191e-08,0,0,4.29256764805926e-06,0,0,0,0,0,0,0,0,0,0,4.18818543135675e-05,0,0,0,0,0,0,7.24300794934479e-12,0,0,5.00439157364831e-05,0,0,0,0,0,6.77304433633148e-08,3.42058182346715e-06,0.000137990444157927,0,0,1.15733539782851e-06,8.3380046914562e-05,0,8.6378337396632e-06,0,0,2.49516395056474e-08,0.000284677434330475,0,9.22419788397689e-06,0,0,0,0,0,4.9779988097034e-07,0,0,0,5.09996359364902e-06,3.73679215858195e-06,0,0,0,0.000227066946580179,0,0,0,0,0,0,0,0.00990540852782441,0,0,0.000313283790185107,0,0,0
"miR-140-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,1.31600541445071e-08,0,0,3.48305677609095e-05,0,0,1.68620244307805e-06,0,1.00794593257349e-08,5.97487224915405e-06,0,0.00463391086337894,0,0,0,0,1.80659459709732e-06,3.46766968705477e-08,0,4.14120432661509e-08,0,0,0,0,2.15415944626668e-05,0,0,0,0,1.56722635020856e-07,1.50139044086861e-13,0,0,0,0.0223763467819982,0,0,0,1.56574039687743e-07,0,0,0,7.33446268798371e-06,0,0,0,3.71613604379191e-09,3.17470874480191e-09,0.0322116112913714,0,0,0,0,0,2.72373554791748e-05,5.56473709098481e-07,0,0,2.67608044870877e-07,0,0,0,2.44683870234949e-06,8.74187991459706e-10,0,0,0,3.76219308397649e-10,0.0184616010441475,0,4.80072511068736e-06,0,0,0,0,0,1.24361533354156e-06,2.54078089838614e-11,0,0,0,0,2.51958319756724e-07,1.94882692662959e-06,0,0,1.06014212579412e-05,1.23341846633584e-05,0,0,0,0,0,2.91035605852368e-07,5.44847630110822e-09,0,0,4.64850305353613e-05,0,0,7.93175131459304e-08,0,8.73526863796882e-12,0,0,0,0,0,0,0,0,0,0,0,0.000273597056874168,0,0,8.9068919885189e-07,0,0,0,0.000249910294716231,0.0240882816218208,0,0,1.22784728750935e-05,0,0,0
"miR-143-3p",0,0,0,0,0,0,0.000810928068590227,0,7.10198936823437e-07,2.53346823390669e-08,0,1.26851301106649e-07,7.54551493881942e-05,0,0,0,3.68524374725011e-07,0.00153896798919831,8.79655257001335e-08,0,1.5143660844904e-10,3.18211189858305e-11,9.42322796224172e-11,0,0,0,0,0,0,1.61985563549503e-06,9.85753061613972e-07,0,0,6.70045218640867e-07,4.70713081958585e-08,0,0,0,2.79177741871212e-08,0,2.07900343290883e-14,7.93438380892206e-07,2.56440243833157e-16,0,0,0,0,0.0020511398108966,0,0,1.010912160867e-05,5.76954217145732e-06,2.85496324656649e-05,7.03131094065372e-05,0,1.13973796523563e-08,0,1.46219505739984e-06,0,3.19936428800354e-05,0,0,7.97257492763027e-06,6.40291591154775e-07,0,0,0,0.000152853703232474,7.3922675981388e-13,5.98186480851019e-07,0,1.01140405806373e-06,7.12995474832349e-11,0,0,0,2.43669585296488e-07,1.02122762470037e-10,0,0,0,0,0,7.29884347785305e-07,0,0,0,2.7982527235844e-07,0,1.00168848234088e-05,8.70118431264511e-07,9.6798858132615e-06,2.33752201480361e-05,0,0,0,1.03758091995106e-05,7.12600943584149e-08,4.53606089460376e-07,0,8.93333532093545e-05,0,0,4.23577320969944e-06,3.28330525701078e-06,0,0,0,0,1.51639297053169e-11,0.000503946827127703,1.83073645097595e-08,0,0,0,0,0,0,0,0,0,0,1.35953087532131e-06,0,1.10395714361806e-05,5.37997207894913e-07,0,8.43688571941559e-07,0,5.81316691330462e-07,0,0,0,0,0,0.000291982599708266,0,0,3.60754399642138e-05,0,0,0
"miR-145-5p",0,0,3.16484574253598e-05,0,0,0.0118119555878785,0.0218804047833474,9.26898718697838e-06,0,0,3.0939701239162e-07,0,7.75265183323618e-06,0,0,0,7.85866384470272e-05,0,0,8.6328807125847e-13,2.50048779731732e-06,0,0,9.56839855732436e-06,0,0,1.4620218620051e-09,1.05516834757909e-05,1.99607865660343e-09,2.3899833535836e-06,1.64433092018401e-09,3.84754358333275e-09,0,0,0,0,2.2339703589245e-08,5.40232089083874e-08,3.65586404159472e-05,7.77973310447173e-07,7.11117059952978e-12,6.24498229280971e-07,2.33907752692267e-11,4.47425092158107e-07,0,0,0,0,0,0,6.4529921258237e-05,2.29134855511906e-09,0,3.35370932107778e-09,3.47260546688925e-06,5.039747600107e-07,0,0,5.04935409372708e-09,1.35939898788589e-06,0,0,0,4.56549034447004e-09,0,0,3.19694693506443e-06,0.000138001567575014,1.027074121003e-06,0,6.84659949595957e-14,2.40376719000469e-06,0,0,8.50473418387287e-05,0,0,0,0,1.11288929050918e-08,0,0,0,0,0,0,0.00354807197017481,0,3.92377519961819e-10,2.2269782295847e-08,6.61283273804845e-06,0.000232540675552653,9.84698175991922e-06,0,3.48727633165326e-05,1.08625400131095e-12,0,1.26090310512272e-06,2.02795980958707e-08,0,0,0,0,0,0,3.41173766856926e-08,7.94825402008592e-05,6.56364390980022e-08,0,0,0.000283934490654915,0,2.03450813786374e-05,3.37096420935354e-09,0,0,0,4.11777484129364e-06,0,0,1.23153382479883e-08,8.18137808632314e-05,0,0,1.68429066021027e-05,0,5.06418522131924e-06,0.000103516740623578,1.13065278600707e-05,0,0,2.72593943751845e-07,1.93708440482173e-09,4.31989390758172e-06,0.00220137511629677,0.00936100143970257,0,0,5.54377007720371e-05,0,0,0
"miR-150-5p",0,0,0,2.79366169275493e-05,0,0.000284224039371735,0.000979515404585944,0,7.33848192294257e-08,0,0,0,7.86040134840861e-08,4.04048229592339e-08,1.66482341062527e-08,0,0,0,0,0,0,5.62318322445474e-07,7.42598749736797e-06,0,0,0,0,0,0,0,1.03589644803973e-06,0,0,0,1.8542057875006e-12,0,2.13907575884987e-06,0,0,9.02304700993687e-09,0,1.09072717501702e-08,7.77196572230938e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84229925499259e-07,0,0,0.00011052631829424,0,0,0,1.35634902395487e-06,0,0,0,3.28132534506749e-09,5.20978997585156e-09,0,3.49444690248303e-12,0,3.15894576638567e-05,8.57956489162487e-05,0,0,0,0,0,0,0,0,0,1.22612591715406e-09,0,1.88675376078105e-11,0,0,0,2.3447355874286e-05,3.53900432064787e-08,0,1.57789148253591e-08,0,0,0.000270692705407587,0,2.64006384063394e-06,0,0,6.03589899153727e-07,0,0,7.80322066893115e-07,0,0,1.53081860678564e-05,0,0,8.25143573189532e-09,0,0,7.63257316089267e-07,1.94686643903852e-07,0,0,0,0,1.8562655435005e-05,0,0,0,0,0,0,0,0,0.000140689452958936,0,0,8.74269388293743e-08,0,0,0,0.000182176644099679,0,0,0,0,0,0,0
"miR-191-5p",0,0,0,0,0,0.0432988950521946,0,0,0,0,0,0,0,0,0,0,0,0.0435457623363715,0,0,6.58255225567439e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01877402568097e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15928877033937e-09,0,2.66075984998647e-05,0,0,0,4.90189882572956e-11,0,0,0,0,0,0,0,1.57676198322382e-05,1.53728036200582e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33054671213977e-07,0,0,0,0,0,7.50144153345785e-06,0,0,0,0,2.51476157426185e-06,0,0,0,0,0,1.68767599859786e-07,0,0,6.27205817029683e-14,0.00019398882659925,0,0,0,0,0,0,0,2.48830501473807e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"miR-192-5p",0,0,0,0,0,1.17627296926554e-12,0,0,0,0,0,0,0,0,1.83643829689592e-07,0,0,0,0,0,0,0,0,0,0,0,7.25623425327563e-06,0,0,0,3.707249236177e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33995125615208e-12,0,0,0,0,0,0,0,1.14209027052317e-11,0,0,7.80288167928436e-11,0,0,0,0,3.13817147948129e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61945619440743e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78549248782099e-07,0,0,0,1.12170272591078e-08,0,0,0,0,0,0,0
"miR-197-3p",0,0,0,0,0,0,0,1.04755689254179e-07,0,1.91111010389682e-07,0,7.25769245073776e-07,0,0,3.55282532080961e-07,0,7.08991891941457e-05,0.0125815342027066,0,0,2.54516688009434e-06,9.21602762942171e-08,0,0,0,0,9.26812499722865e-07,0,0,8.96390037322902e-06,2.78594248650423e-09,3.31485171176153e-06,1.51764225365442e-10,0,0,3.0759337890641e-07,2.78670082238939e-07,1.1406328711913e-08,0.000132312800786148,4.33605077253827e-06,0,0,0,6.07668103642096e-08,0,0,0,0,0,0,0,0,3.59771104593879e-13,8.8402137053672e-08,0,0,1.31018996061991e-13,0,0,2.02473726110004e-07,0,0,0,0,0,0,0,0,8.63389830468129e-12,0,3.72979106965573e-06,9.27319995238715e-07,5.40039979210942e-05,0,0,0.000477389565865968,0,0,0,0,0,0,1.41364835986084e-09,0,0,0,0,0,9.93305035624832e-06,0,1.8247936433964e-07,0,0,0,0,0.000109818308549545,7.70556731938935e-08,2.1631168146544e-09,0,0,2.00870754899415e-06,0,0,4.83143231721082e-08,2.71932465034084e-09,0,0,4.44314009868186e-05,0,0,2.45958794877537e-08,0,0,4.16154857262536e-06,0,0,0,0,0,2.85034987582048e-09,4.97653866482576e-05,2.05527203538125e-11,0,0,3.88533330840105e-09,0,0,0.000822985454137724,9.01838919893287e-10,1.10190859042375e-07,5.94175058953383e-14,0,0,0,0,0.0224772046400374,0,0,4.36907474295547e-08,0,0,0
"miR-221-3p",0,0,0,0,1.97052467908898e-07,0,0.0797908208959271,0,0,0,2.96785995729659e-07,0,0.000183720728877093,3.83924806413399e-08,6.18291370223125e-11,8.03474873854263e-07,0,0,0,1.90595027733365e-10,0,4.91841021078455e-16,0,0,0,0,1.94572974828409e-08,0,0,0,0,3.95098852731805e-10,0,0,7.10344662948374e-08,5.82279013678049e-08,0,0,0,0,2.35778605611347e-06,2.52643146922329e-10,0,1.77455915890018e-09,0,7.89701159567277e-09,0,0,0,0,1.4499742503769e-08,0,0,0,0,7.13701405943653e-07,0,0,0,1.84064279022495e-07,0,0.112497625745264,0,6.62316006346086e-09,0,0,0,0,6.12221910813957e-11,0,1.59298111874981e-08,3.73929895438207e-06,0,0,0.000405246635503549,0,0,0,0,0,4.46247948581595e-11,0,2.59637458560071e-05,0,0,0,0,0,0,0,0,3.39707184452526e-05,0,0,0,0,0,0,1.53647389296719e-08,0.000313466040075569,0.000255344753236707,0,0,0,0,0,4.55311030355379e-07,0,0,0,0.000250522021101259,0,2.11584661190874e-05,2.62418533079044e-07,0,8.23593977123832e-06,1.43511848078335e-06,0,0,0,0,0.000730408055459488,0,0,7.41631464471644e-05,0,0,0.000411405863941552,0.000101559750439657,0,0,6.3841371284323e-09,0,0,0,0.0348540604104622,0,0,0.000259766529930831,0,0,0
"miR-222-3p",0,0,0,0,2.36835363264945e-07,0.0196210064805733,0,0,0,0,1.3100480320562e-07,0,0,0,4.25982173303061e-11,0,0,0,1.2677606445137e-08,0,0,0,0,0,0,0,0,0,0,4.95052904472538e-08,0,8.22963788609767e-08,0,0,0,3.31007180477964e-09,0,0,0,0,6.85805972289733e-06,7.21635115915853e-09,0,3.85614674907941e-11,1.13837689714981e-10,0,0,0.0226693092982575,0,0,0,0,2.4425612488066e-09,0,0,0,1.7644957853435e-13,0,0,0,0,0,0,5.34705693739743e-07,0,0,0,0,1.44116355069167e-06,2.56107669408254e-07,0,2.69609166706852e-08,0,0,5.56365890038106e-07,0,0,0,0,0,4.92257322920319e-07,0,1.83670691456018e-14,7.25184575503666e-08,0,0,0,0,1.38783730051719e-05,0,6.45125599321133e-09,0,0,0,0,9.24688267648192e-07,0,0,3.29880925775834e-14,3.32064777948172e-05,3.44257562303216e-07,0,0,4.61468576838412e-09,0,0,2.93241947299198e-07,0,0,0,4.75366871987585e-07,2.39264542105254e-09,5.92308857690776e-08,0,0,0,0,0,0,0,0,2.60299068723649e-06,4.33791288328856e-07,0,0,3.95457989806999e-07,2.12037438256888e-17,0.000606897011196754,0,0,7.94356721942024e-09,3.46834144221541e-07,0,0,0.000656624731456704,0.0293768457982308,0,0,9.60666158780245e-07,0,0,0
"miR-223-3p",2.10536147454983e-05,0,0,0,0,0.0571427553082477,0,5.2360347375877e-10,0,4.19107103183826e-07,0,0,4.66078752006526e-07,0,0,9.1509897370761e-06,0,0,0,0,0,0,7.37647728248258e-05,0,0,4.86441496798206e-08,1.30470742379227e-05,0,0,3.15655531824476e-06,2.24152041175501e-12,2.211846547816e-08,0,0,0,0,0,0,0.000122940222695885,0,7.20952764023831e-06,0,0,0,0,0,0.000260948074618842,0.0361256439458825,0,0,0,0,0,0,0,2.20074414409393e-06,0,0,0,0,0,0.106625473878328,0,0,0,0,0,0,1.52669982204575e-06,0,0,1.77380315667593e-06,0,0,0,2.94659830705256e-05,7.73039894375463e-10,0,0,0,0,0,5.04776662076045e-12,3.11443310157398e-05,0,0,0,0,0,0,0,0,0,0,1.00336817854255e-05,0,0,1.02666614389698e-10,4.43896341612188e-18,0,9.07471273187122e-08,0,0,0,0,0,5.41558984857373e-05,0,0.0179856747473604,0,0,5.35702290946857e-07,0,0,0,0,4.10877393570415e-05,0,0,0,0,0,0,0,0,7.38046215475451e-06,0,0.00107565990986907,0,0,0,0,0,0,0,0.0575349790802585,0,0,8.68208175951035e-06,0,0,0
"miR-223-5p",0,0.00131386973433071,0,0,0,0.00291055707898402,0.00465882325848722,0,0,0,0,0,0,0,0,0,0,0.00361919036198895,0,0,0,0,0,0,0,0,0,0,0,0,3.7099999907694e-12,0,0,0,4.28361222774719e-16,0,0,2.21681639371876e-07,0,0,0,0,0,0,1.21918536279852e-10,0,0,0,0,0,1.94398130348495e-10,0,0,0,0,0,4.54264777842732e-06,0,0,9.67442543308953e-06,0,0,0,0,0,0,0,0,1.81319298313377e-08,0,0,1.1814014854914e-08,0,0,0,0,0,0,0,0,6.48134774667284e-06,0,4.2099200748427e-09,0,0,0,0,0,0,0,0,0,0,3.75632941146926e-09,0,0.000355541147016745,0,0,1.48944219475075e-13,4.48383003390645e-06,4.42160208760127e-09,0,0,0,0,0,0,0,0.00104041172933714,9.20878699873361e-08,8.35047930061751e-08,2.71224638936466e-07,0,0,0,0,0,0,0,1.12926709560219e-07,0,0,0,0,5.35671124808206e-07,0,0,0,0,0,7.39062552127452e-07,0,0,0,0,0,0,0,0,0,0,0
"miR-320a",0,0.0240580846006938,0,9.72914137642186e-11,1.65306866250651e-05,0,0.0515961373756783,0,0,0,1.68050758794247e-10,0,0,0,1.5652528644813e-08,1.05657313851171e-09,3.01941555536701e-07,0.0364116745291811,0,3.42900868945756e-05,0,3.84660461382756e-07,0,0,0,0,0,0,0,0,1.84426371004421e-08,1.21456624968535e-10,2.39003593071086e-06,2.65371772283061e-11,3.46526448981352e-08,0,1.22865799582101e-07,0,0,2.07337064916316e-09,0,1.75155972446051e-06,0,8.70694112229049e-08,0,2.1677769482479e-08,0.000228097256422032,0,0,1.19090230982725e-08,4.99322596037688e-08,0,2.71197635165373e-07,9.35138120141429e-06,2.08288815462624e-10,6.8706599045982e-10,0,0,0,0,0,0,2.82467677336797e-13,1.72828148951555e-05,0,9.47638610011143e-05,0,1.43477742595962e-10,1.07222779876781e-09,4.17863688600717e-07,0,0,6.55194128637486e-06,0,2.41570097837676e-10,0,0,0,0,0,0,0,0,1.45192809821151e-08,0,0,0,1.81312342599258e-08,1.96082403022696e-05,7.43769659858888e-06,5.82855188404177e-08,1.21861250973464e-08,0,0,4.93813851626418e-08,5.56659783710168e-05,0,2.27489236659617e-09,3.24036930180416e-07,0,2.09725574737934e-10,0,0,3.2942457642444e-10,6.52105027000597e-09,0,2.49592871195697e-12,0,0.0161646495088025,0,4.80240693275448e-10,2.07400098992783e-06,0,1.41578233865835e-06,0,1.1478237536249e-09,5.82781665429835e-14,7.46594583255739e-08,0,0,0,0,2.83410318407807e-12,2.02711364887664e-10,0,0,1.70695356356401e-08,0,0,3.73491615155403e-10,4.90901223719488e-10,9.54052395018584e-07,0,0,0,0.0425122161058079,0,4.28896097324883e-11,0,0,0,0
"miR-324-5p",0,0,0,6.99224913706344e-08,0,0.00178866161927255,0,8.667614566448e-14,0,0,2.3512638984466e-11,6.50919961188328e-08,0,0,0,1.12394796196636e-09,0,0,4.53791071332355e-13,0,2.86662023758013e-07,0,7.92450452810589e-12,0,0,0,0,0,0,0,1.59819497569658e-06,0,5.67640046138169e-06,6.34029606474937e-09,0,2.09105864084084e-10,0,4.75395198152791e-07,2.82192085272132e-07,0,0,4.7700424702424e-08,0,4.20026470583924e-09,0,0,0,0.00907604737673353,0,0,0,0,0,0,0,0,1.00285958298918e-06,1.45666334861417e-07,0,0,3.13667794861313e-09,0.00943168406505515,0,0,0,0,0,6.12426180368542e-06,8.23706622677654e-07,7.85751558198413e-10,0,6.12757441132429e-10,1.34110175424171e-05,2.6851365469432e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5935594783989e-08,0,0,0,0,3.51458261863415e-06,0,0,0,0,0,0,7.82987712956065e-05,0,2.99149317036604e-07,6.22559661697578e-06,1.53071520335285e-05,0,9.3935772186623e-09,0,0,0,0.000198951273083231,0,1.11544409405161e-09,0,0,0,0,7.03787868040719e-07,0,0,2.16418540066679e-13,0,0,2.06512872777332e-07,0,0,0,0.000326813133735189,4.73681632970965e-05,0,0,0,0,0,0,0,0,3.07261023865959e-05,0,0,0,0
