Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0048020~CCR chemokine receptor binding	4	7.142857143	5.53E-05	"CCL11, CCL20, CCL8, CCL19"	56	23	16881	52.42546584	0.006014363	0.001205777	0.06240449
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	10	17.85714286	7.14E-05	"CCL11, CCL25, FGF5, CCL23, CCL20, CCL8, CCL19, GDNF, CCL4, CCL7"	55	565	16792	5.403700724	0.042055035	0.002681707	0.10540103
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	6	10.71428571	1.25E-04	"IL17A, IL6, CCL20, IL18, CXCL6, MMP1"	40	88	6879	11.72556818	0.008333561	0.002785606	0.128021995
KEGG_PATHWAY	hsa04630:Jak-STAT signaling pathway	7	12.5	1.45E-04	"OSM, IL6, IL7, LIFR, IL6R, PRL, IL10"	40	145	6879	8.302241379	0.009693342	0.002432195	0.148997644
GOTERM_MF_DIRECT	GO:0008201~heparin binding	6	10.71428571	1.71E-04	"CCL23, CCL8, MPO, CXCL6, AGER, CCL7"	56	160	16881	11.30424107	0.018416385	0.003093219	0.192162799
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	6	10.71428571	1.80E-04	"CXCL1, REN, MPO, CXCL6, CD6, SELE"	55	164	16792	11.16984479	0.102504829	0.006341428	0.265093985
GOTERM_MF_DIRECT	GO:0031726~CCR1 chemokine receptor binding	3	5.357142857	2.17E-04	"CCL23, CCL4, CCL7"	56	7	16881	129.1913265	0.023335285	0.003367441	0.244035084
GOTERM_BP_DIRECT	GO:0006874~cellular calcium ion homeostasis	5	8.928571429	2.26E-04	"CCL11, CCL23, CCL8, CCL19, CCL7"	55	93	16792	16.41446725	0.127005781	0.007517509	0.332827956
GOTERM_CC_DIRECT	GO:0005623~cell	5	8.928571429	2.35E-04	"CCL23, CCL8, FGF21, CCL28, CCL7"	56	100	18224	16.27142857	0.012834898	0.004296735	0.230749836
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	7	12.5	2.39E-04	"IL17C, CCL25, IL17A, LIFR, NPPB, AGER, PRL"	55	274	16792	7.799867286	0.134156958	0.007552996	0.35294753
GOTERM_BP_DIRECT	GO:0042517~positive regulation of tyrosine phosphorylation of Stat3 protein	4	7.142857143	2.45E-04	"OSM, IL6, IL18, IL6R"	55	38	16792	32.13779904	0.137087729	0.007345005	0.361240016
GOTERM_BP_DIRECT	GO:0048245~eosinophil chemotaxis	3	5.357142857	3.60E-04	"CCL11, LGALS3, CCL7"	55	9	16792	101.769697	0.194960982	0.010273743	0.530875527
KEGG_PATHWAY	hsa05321:Inflammatory bowel disease (IBD)	5	8.928571429	4.39E-04	"IL18R1, IL17A, IL6, IL18, IL10"	40	64	6879	13.43554688	0.028992415	0.005866922	0.449361621
REACTOME_PATHWAY	R-HSA-418594:R-HSA-418594	7	12.5	4.97E-04	"CXCL1, CCL25, CCL23, CCL20, CCL19, CXCL6, CCL28"	39	246	9075	6.621325829	0.033751551	0.017020626	0.512139219
GOTERM_BP_DIRECT	GO:0002446~neutrophil mediated immunity	3	5.357142857	5.48E-04	"IL6, CXCL6, IL6R"	55	11	16792	83.2661157	0.281067103	0.01488749	0.806675909
GOTERM_BP_DIRECT	GO:0001878~response to yeast	3	5.357142857	7.74E-04	"IL6, MPO, PTX3"	55	13	16792	70.45594406	0.372560506	0.0200616	1.137533491
KEGG_PATHWAY	hsa05143:African trypanosomiasis	4	7.142857143	8.17E-04	"IL6, IL18, SELE, IL10"	40	33	6879	20.84545455	0.053308836	0.009088838	0.83509747
REACTOME_PATHWAY	R-HSA-449147:R-HSA-449147	4	7.142857143	0.001028825	"IL18R1, IL1RL1, IL18, FLT3LG"	39	48	9075	19.39102564	0.068561811	0.023397091	1.056535481
GOTERM_BP_DIRECT	GO:0030574~collagen catabolic process	4	7.142857143	0.001140179	"MMP10, CTSD, MMP12, MMP1"	55	64	16792	19.08181818	0.496805987	0.028210257	1.671558334
GOTERM_BP_DIRECT	GO:0042742~defense response to bacterium	5	8.928571429	0.001206703	"CCL20, MPO, CXCL6, IL10, S100A12"	55	145	16792	10.52789969	0.516582216	0.028656351	1.768277009
REACTOME_PATHWAY	R-HSA-879415:R-HSA-879415	3	5.357142857	0.00129359	"LGALS3, AGER, S100A12"	39	13	9075	53.69822485	0.085443034	0.022081436	1.326796414
GOTERM_BP_DIRECT	GO:0002690~positive regulation of leukocyte chemotaxis	3	5.357142857	0.0015026	"IL6, CXCL6, IL6R"	55	18	16792	50.88484848	0.595557291	0.03421798	2.197403754
GOTERM_BP_DIRECT	GO:0042346~positive regulation of NF-kappaB import into nucleus	3	5.357142857	0.00204969	"IL18R1, IL18, CCL19"	55	21	16792	43.61558442	0.709217423	0.044716751	2.986227547
GOTERM_BP_DIRECT	GO:0007186~G-protein coupled receptor signaling pathway	10	17.85714286	0.002101225	"CCL11, CXCL1, CCL25, CCL23, CCL20, CCL8, CCL19, CXCL6, CCL4, CCL7"	55	899	16792	3.396096673	0.718118508	0.044216519	3.060228145
GOTERM_BP_DIRECT	GO:0046427~positive regulation of JAK-STAT cascade	3	5.357142857	0.002250022	"IL6, PRL, IL10"	55	22	16792	41.63305785	0.742320731	0.045683581	3.273591356
KEGG_PATHWAY	hsa04672:Intestinal immune network for IgA production	4	7.142857143	0.002299551	"CCL25, IL6, CCL28, IL10"	40	47	6879	14.63617021	0.142939987	0.021794329	2.333547445
REACTOME_PATHWAY	R-HSA-1442490:R-HSA-1442490	4	7.142857143	0.002366673	"MMP10, CTSD, MMP12, MMP1"	39	64	9075	14.54326923	0.150828377	0.032169967	2.415337581
GOTERM_BP_DIRECT	GO:0045087~innate immune response	7	12.5	0.002488506	"LGALS3, IL27, PTX3, CD6, SLAMF1, AGER, S100A12"	55	430	16792	4.970147992	0.776858129	0.048768911	3.614644813
KEGG_PATHWAY	hsa05144:Malaria	4	7.142857143	0.002592484	"IL6, IL18, SELE, IL10"	40	49	6879	14.03877551	0.159637552	0.021505633	2.627254893
KEGG_PATHWAY	hsa04668:TNF signaling pathway	5	8.928571429	0.002994397	"CXCL1, IL18R1, IL6, CCL20, SELE"	40	107	6879	8.036214953	0.182026702	0.022077705	3.028932665
REACTOME_PATHWAY	R-HSA-6788467:R-HSA-6788467	3	5.357142857	0.00309337	"OSM, IL27, LIFR"	39	20	9075	34.90384615	0.192468596	0.035001651	3.146332174
GOTERM_BP_DIRECT	GO:0042104~positive regulation of activated T cell proliferation	3	5.357142857	0.003383882	"IL18, SLAMF1, AGER"	55	27	16792	33.92323232	0.870042945	0.06370458	4.885135374
GOTERM_BP_DIRECT	GO:0050832~defense response to fungus	3	5.357142857	0.003383882	"IL17A, MPO, S100A12"	55	27	16792	33.92323232	0.870042945	0.06370458	4.885135374
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	5	8.928571429	0.003883589	"IL17A, IL6, IL1RL1, SLAMF1, ADA"	56	213	18224	7.639168343	0.192662313	0.052097199	3.7549557
GOTERM_BP_DIRECT	GO:0009615~response to virus	4	7.142857143	0.005322966	"CCL11, CCL8, CCL19, CCL4"	55	110	16792	11.10214876	0.959763654	0.095529661	7.583261052
GOTERM_MF_DIRECT	GO:0004222~metalloendopeptidase activity	4	7.142857143	0.005950283	"MMP10, PAPPA, MMP12, MMP1"	56	113	16881	10.67067004	0.478224648	0.07809654	6.509933986
GOTERM_MF_DIRECT	GO:0004896~cytokine receptor activity	3	5.357142857	0.006116402	"IL1RL1, LIFR, IL6R"	56	36	16881	25.12053571	0.487643737	0.071610483	6.686003308
GOTERM_BP_DIRECT	GO:0002384~hepatic immune response	2	3.571428571	0.006421484	"IL6, IL6R"	55	2	16792	305.3090909	0.979311936	0.110878304	9.079947181
GOTERM_CC_DIRECT	GO:0005896~interleukin-6 receptor complex	2	3.571428571	0.009027191	"IL6, IL6R"	56	3	18224	216.952381	0.392710746	0.094936357	8.533109822
GOTERM_MF_DIRECT	GO:0031735~CCR10 chemokine receptor binding	2	3.571428571	0.009743067	"CCL25, CCL19"	56	3	16881	200.9642857	0.656030285	0.101222854	10.45536919
KEGG_PATHWAY	hsa05132:Salmonella infection	4	7.142857143	0.011324964	"CXCL1, IL6, IL18, CCL4"	40	83	6879	8.287951807	0.533781958	0.073471234	11.02502334
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	7	12.5	0.01222161	"OSM, FGF5, IL6, IL7, IL6R, FGF21, PRL"	40	345	6879	3.489347826	0.561279545	0.072163131	11.84916928
KEGG_PATHWAY	hsa05310:Asthma	3	5.357142857	0.012327047	"CCL11, RNASE3, IL10"	40	30	6879	17.1975	0.564406112	0.066910115	11.94562697
GOTERM_BP_DIRECT	GO:1903237~negative regulation of leukocyte tethering or rolling	2	3.571428571	0.01280249	"CCL25, CCL28"	55	4	16792	152.6545455	0.999572202	0.203989518	17.33637881
GOTERM_BP_DIRECT	GO:0035655~interleukin-18-mediated signaling pathway	2	3.571428571	0.01280249	"IL18R1, IL18"	55	4	16792	152.6545455	0.999572202	0.203989518	17.33637881
GOTERM_BP_DIRECT	GO:0038165~oncostatin-M-mediated signaling pathway	2	3.571428571	0.01280249	"OSM, LIFR"	55	4	16792	152.6545455	0.999572202	0.203989518	17.33637881
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	4	7.142857143	0.012863278	"IL6, IL7, IL6R, FLT3LG"	40	87	6879	7.906896552	0.579970649	0.064547994	12.43471801
GOTERM_MF_DIRECT	GO:0004897~ciliary neurotrophic factor receptor activity	2	3.571428571	0.012969997	"LIFR, IL6R"	56	4	16881	150.7232143	0.759004681	0.121343828	13.69204307
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	6	10.71428571	0.015740983	"CCL11, SLAMF1, SELPLG, CCL4, SELE, MUC16"	55	459	16792	3.990968509	0.999928902	0.238829901	20.89849718
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	3	5.357142857	0.01594865	"IL6, IL18, IL6R"	55	60	16792	15.26545455	0.999937383	0.235739429	21.14474304
GOTERM_BP_DIRECT	GO:0042102~positive regulation of T cell proliferation	3	5.357142857	0.01594865	"IL6, CCL19, CD6"	55	60	16792	15.26545455	0.999937383	0.235739429	21.14474304
GOTERM_BP_DIRECT	GO:0042092~type 2 immune response	2	3.571428571	0.015977893	"IL18, IL10"	55	5	16792	122.1236364	0.999938493	0.23053813	21.17936132
GOTERM_BP_DIRECT	GO:0071864~positive regulation of cell proliferation in bone marrow	2	3.571428571	0.015977893	"IL6, FLT3LG"	55	5	16792	122.1236364	0.999938493	0.23053813	21.17936132
GOTERM_BP_DIRECT	GO:0070120~ciliary neurotrophic factor-mediated signaling pathway	2	3.571428571	0.015977893	"LIFR, IL6R"	55	5	16792	122.1236364	0.999938493	0.23053813	21.17936132
GOTERM_BP_DIRECT	GO:0007568~aging	4	7.142857143	0.016023735	"IL6, MPO, IL10, ADA"	55	165	16792	7.401432507	0.999940194	0.225784872	21.23360055
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	3	5.357142857	0.018551747	"IL6, PAPPA, IL10"	55	65	16792	14.09118881	0.999987289	0.251027078	24.17140001
GOTERM_BP_DIRECT	GO:2001200~positive regulation of dendritic cell differentiation	2	3.571428571	0.019143271	"LGALS3, AGER"	55	6	16792	101.769697	0.999991158	0.252409255	24.84389934
GOTERM_BP_DIRECT	GO:0032868~response to insulin	3	5.357142857	0.019639931	"IL6, AGRP, IL10"	55	67	16792	13.67055631	0.999993482	0.252664527	25.40424976
GOTERM_BP_DIRECT	GO:0035690~cellular response to drug	3	5.357142857	0.02075438	"REN, FGF21, CCL4"	55	69	16792	13.2743083	0.999996713	0.259633417	26.64746748
GOTERM_MF_DIRECT	GO:0001618~virus receptor activity	3	5.357142857	0.021851299	"HAVCR1, SLAMF1, SELPLG"	56	70	16881	12.91913265	0.91002286	0.181828498	22.05745376
GOTERM_BP_DIRECT	GO:0006508~proteolysis	6	10.71428571	0.02192175	"MMP10, PAPPA, REN, CTSD, MMP12, MMP1"	55	500	16792	3.663709091	0.999998397	0.266786553	27.92898742
GOTERM_BP_DIRECT	GO:0072577~endothelial cell apoptotic process	2	3.571428571	0.022298654	"FGF21, IL10"	55	7	16792	87.23116883	0.999998729	0.265480743	28.33826881
GOTERM_BP_DIRECT	GO:2000503~positive regulation of natural killer cell chemotaxis	2	3.571428571	0.022298654	"CCL4, CCL7"	55	7	16792	87.23116883	0.999998729	0.265480743	28.33826881
GOTERM_BP_DIRECT	GO:0032717~negative regulation of interleukin-8 production	2	3.571428571	0.022298654	"IL6R, IL10"	55	7	16792	87.23116883	0.999998729	0.265480743	28.33826881
GOTERM_MF_DIRECT	GO:0004908~interleukin-1 receptor activity	2	3.571428571	0.022588968	"IL18R1, IL1RL1"	56	7	16881	86.12755102	0.917125909	0.174339621	22.71788481
GOTERM_MF_DIRECT	GO:0005138~interleukin-6 receptor binding	2	3.571428571	0.022588968	"IL6, IL6R"	56	7	16881	86.12755102	0.917125909	0.174339621	22.71788481
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	3	5.357142857	0.024856493	"MMP10, MMP12, MMP1"	55	76	16792	12.05167464	0.999999737	0.285896322	31.05909539
GOTERM_BP_DIRECT	GO:0045630~positive regulation of T-helper 2 cell differentiation	2	3.571428571	0.025444074	"IL6, IL18"	55	8	16792	76.32727273	0.999999817	0.286301735	31.67036233
GOTERM_BP_DIRECT	GO:0032966~negative regulation of collagen biosynthetic process	2	3.571428571	0.025444074	"IL6, IL6R"	55	8	16792	76.32727273	0.999999817	0.286301735	31.67036233
GOTERM_BP_DIRECT	GO:0042129~regulation of T cell proliferation	2	3.571428571	0.025444074	"LGALS3, IL27"	55	8	16792	76.32727273	0.999999817	0.286301735	31.67036233
GOTERM_MF_DIRECT	GO:0042379~chemokine receptor binding	2	3.571428571	0.025774793	"CCL25, CCL19"	56	8	16881	75.36160714	0.941940874	0.183972048	25.5119698
GOTERM_BP_DIRECT	GO:0046718~viral entry into host cell	3	5.357142857	0.027337024	"HAVCR1, SLAMF1, SELPLG"	55	80	16792	11.44909091	0.999999943	0.298841698	33.60543018
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	3	5.357142857	0.027972221	"OSM, IL6, IL6R"	55	81	16792	11.30774411	0.999999962	0.299400107	34.24322718
GOTERM_BP_DIRECT	GO:0070102~interleukin-6-mediated signaling pathway	2	3.571428571	0.028579562	"IL6, IL6R"	55	9	16792	67.84646465	0.999999974	0.29969229	34.84770686
GOTERM_BP_DIRECT	GO:0050807~regulation of synapse organization	2	3.571428571	0.028579562	"DKK1, IL10"	55	9	16792	67.84646465	0.999999974	0.29969229	34.84770686
GOTERM_BP_DIRECT	GO:1900017~positive regulation of cytokine production involved in inflammatory response	2	3.571428571	0.028579562	"IL17A, CD6"	55	9	16792	67.84646465	0.999999974	0.29969229	34.84770686
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	3	5.357142857	0.028613358	"OSM, IL6, IL6R"	55	82	16792	11.16984479	0.999999974	0.294980367	34.88119106
GOTERM_MF_DIRECT	GO:0045236~CXCR chemokine receptor binding	2	3.571428571	0.028950422	"CXCL1, CXCL6"	56	9	16881	66.98809524	0.959326361	0.192230343	28.20519339
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	3	5.357142857	0.029913273	"IL6, IL18, CCL19"	55	84	16792	10.9038961	0.999999989	0.301264334	36.15700341
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	3	5.357142857	0.030571967	"IL6, RNASE3, IL6R"	55	85	16792	10.77561497	0.999999992	0.301941471	36.79455041
GOTERM_CC_DIRECT	GO:0005764~lysosome	4	7.142857143	0.030796219	"REN, MPO, CTSD, ADA"	56	226	18224	5.759797724	0.821009293	0.249290784	26.48411517
GOTERM_BP_DIRECT	GO:0046888~negative regulation of hormone secretion	2	3.571428571	0.031705147	"OSM, IL6"	55	10	16792	61.06181818	0.999999996	0.306466057	37.87748064
GOTERM_BP_DIRECT	GO:0002675~positive regulation of acute inflammatory response	2	3.571428571	0.031705147	"OSM, IL6"	55	10	16792	61.06181818	0.999999996	0.306466057	37.87748064
GOTERM_BP_DIRECT	GO:0001771~immunological synapse formation	2	3.571428571	0.031705147	"CCL19, CD6"	55	10	16792	61.06181818	0.999999996	0.306466057	37.87748064
REACTOME_PATHWAY	R-HSA-112411:R-HSA-112411	2	3.571428571	0.037076938	"IL6, IL6R"	39	9	9075	51.70940171	0.926240224	0.310935396	32.28466029
KEGG_PATHWAY	hsa05134:Legionellosis	3	5.357142857	0.03724582	"CXCL1, IL6, IL18"	40	54	6879	9.554166667	0.921380066	0.166108635	32.2469218
GOTERM_MF_DIRECT	GO:0005179~hormone activity	3	5.357142857	0.037643394	"CCL25, NPPB, PRL"	56	94	16881	9.620630699	0.984737437	0.230024835	35.13006052
GOTERM_BP_DIRECT	GO:0043032~positive regulation of macrophage activation	2	3.571428571	0.037926736	"IL1RL1, IL10"	55	12	16792	50.88484848	1	0.35016676	43.52138147
GOTERM_BP_DIRECT	GO:0032695~negative regulation of interleukin-12 production	2	3.571428571	0.037926736	"SLAMF1, IL10"	55	12	16792	50.88484848	1	0.35016676	43.52138147
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	5	8.928571429	0.038246302	"OSM, CXCL1, IL6, CCL23, IL10"	55	396	16792	3.854912764	1	0.347431204	43.79794769
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	3	5.357142857	0.039801164	"CXCL1, IL6, IL18"	40	56	6879	9.212946429	0.934204112	0.165909356	34.06882489
REACTOME_PATHWAY	R-HSA-110056:R-HSA-110056	2	3.571428571	0.041113015	"IL6, IL6R"	39	10	9075	46.53846154	0.944798325	0.303783949	35.15684806
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	3	5.357142857	0.041121037	"IL7, GDNF, IL10"	55	100	16792	9.159272727	1	0.36326203	46.22971791
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	3	5.357142857	0.041121037	"IL6, GDNF, AGER"	55	100	16792	9.159272727	1	0.36326203	46.22971791
GOTERM_MF_DIRECT	GO:0005126~cytokine receptor binding	2	3.571428571	0.041551618	"IL17C, IL17A"	56	13	16881	46.37637363	0.990205294	0.238231475	38.04024453
REACTOME_PATHWAY	R-HSA-1474228:R-HSA-1474228	3	5.357142857	0.042006027	"MMP10, MMP12, MMP1"	39	78	9075	8.949704142	0.948235551	0.280361115	35.77727964
GOTERM_BP_DIRECT	GO:0035729~cellular response to hepatocyte growth factor stimulus	2	3.571428571	0.044109085	"IL6, IL10"	55	14	16792	43.61558442	1	0.379010135	48.65311144
REACTOME_PATHWAY	R-HSA-1059683:R-HSA-1059683	2	3.571428571	0.045132619	"IL6, IL6R"	39	11	9075	42.30769231	0.958688497	0.27287831	37.90750771
GOTERM_CC_DIRECT	GO:0005578~proteinaceous extracellular matrix	4	7.142857143	0.047147696	"MMP10, IL1RL1, MMP12, MMP1"	56	268	18224	4.857142857	0.929788645	0.315771672	37.81305989
GOTERM_BP_DIRECT	GO:0044130~negative regulation of growth of symbiont in host	2	3.571428571	0.050252436	"MPO, IL10"	55	16	16792	38.16363636	1	0.414417032	53.31909584
GOTERM_MF_DIRECT	GO:0004252~serine-type endopeptidase activity	4	7.142857143	0.050324984	"MMP10, CTSD, MMP12, MMP1"	56	255	16881	4.728571429	0.996405186	0.268516991	44.14478772
KEGG_PATHWAY	hsa04623:Cytosolic DNA-sensing pathway	3	5.357142857	0.050656748	"IL6, IL18, CCL4"	40	64	6879	8.061328125	0.969284404	0.195622462	41.32594195
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	3	5.357142857	0.051206604	"IL6, CCL20, IL10"	55	113	16792	8.105551086	1	0.415110969	54.00728706
REACTOME_PATHWAY	R-HSA-3134963:R-HSA-3134963	2	3.571428571	0.053122666	"AGER, S100A12"	39	13	9075	35.79881657	0.976865147	0.289936847	43.06454476
