Annotation Cluster 1	Enrichment Score: 5.495475361427453											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	5	25	1.66E-04	"CCL3, CCL23, CCL8, CCL4, CCL7"	20	254	16792	16.52755906	0.035162213	0.001986651	0.210106091
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	6	30	3.33E-04	"CCL3, CCL23, CCL8, CD40, CCL4, CCL7"	20	565	16792	8.916106195	0.069384506	0.003777536	0.421634393
GOTERM_BP_DIRECT	GO:0048247~lymphocyte chemotaxis	3	15	4.51E-04	"CCL3, CCL23, CCL8"	20	28	16792	89.95714286	0.092748137	0.004854935	0.570292843
GOTERM_BP_DIRECT	GO:0007186~G-protein coupled receptor signaling pathway	6	30	0.00269552	"CXCL1, CCL3, CCL23, CCL8, CCL4, CCL7"	20	899	16792	5.603559511	0.44178913	0.027380941	3.367705628
GOTERM_CC_DIRECT	GO:0005623~cell	3	15	0.004796631	"CCL23, CCL8, CCL7"	20	100	18224	27.336	0.142609246	0.030303654	4.078757234
GOTERM_MF_DIRECT	GO:0008201~heparin binding	3	15	0.013734139	"CCL23, CCL8, CCL7"	20	160	16881	15.8259375	0.492184409	0.106795289	12.41803771
KEGG_PATHWAY	hsa05132:Salmonella infection	3	15	0.017394405	"CXCL1, CCL3, CCL4"	18	83	6879	13.81325301	0.598468058	0.262254278	15.67442587
												
Annotation Cluster 2	Enrichment Score: 2.4102057565892228											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	5	25	3.03E-05	"CXCL1, TNFRSF1A, TNFRSF10B, IL10RA, CD40"	20	164	16792	25.59756098	0.00652795	4.68E-04	0.038475481
GOTERM_MF_DIRECT	GO:0005031~tumor necrosis factor-activated receptor activity	3	15	3.26E-04	"TNFRSF1A, TNFRSF10B, CD40"	20	24	16881	105.50625	0.015868938	0.005317876	0.312512749
GOTERM_CC_DIRECT	GO:0009986~cell surface	5	25	0.002101291	"PLAT, TNFRSF1A, TNFRSF10B, F3, CD40"	20	542	18224	8.405904059	0.065096587	0.022187507	1.805310712
GOTERM_BP_DIRECT	GO:0071260~cellular response to mechanical stimulus	3	15	0.00287718	"TNFRSF1A, TNFRSF10B, CD40"	20	71	16792	35.47605634	0.463327176	0.027892994	3.59086447
GOTERM_BP_DIRECT	GO:0033209~tumor necrosis factor-mediated signaling pathway	3	15	0.007743686	"TNFRSF1A, TNFRSF10B, CD40"	20	118	16792	21.34576271	0.813466776	0.070405067	9.395273306
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	3	15	0.014037433	"TNFRSF1A, TNFRSF10B, CD40"	20	161	16792	15.6447205	0.952809761	0.114977959	16.42473291
GOTERM_BP_DIRECT	GO:0042127~regulation of cell proliferation	3	15	0.018253399	"TNFRSF1A, TNFRSF10B, CD40"	20	185	16792	13.61513514	0.9812987	0.141908637	20.84869509
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	3	15	0.440386417	"TNFRSF1A, TNFRSF10B, CD40"	20	1415	18224	1.931872792	0.999999991	0.843957683	99.34460187
												
Annotation Cluster 3	Enrichment Score: 2.0555897123086697											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	5	25	3.03E-05	"CXCL1, TNFRSF1A, TNFRSF10B, IL10RA, CD40"	20	164	16792	25.59756098	0.00652795	4.68E-04	0.038475481
GOTERM_MF_DIRECT	GO:0004872~receptor activity	4	20	0.001743669	"CD244, TNFRSF10B, IL10RA, CD40"	20	217	16881	15.55852535	0.081960047	0.02115169	1.659362047
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	7	35	0.245677907	"TNFRSF1A, CD244, TNFRSF10B, IL10RA, F3, CD274, CD40"	20	4121	18224	1.547779665	0.999879269	0.67623693	91.29955266
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	7	35	0.46139521	"TNFRSF1A, CD244, TNFRSF10B, IL10RA, F3, CD274, CD40"	20	5163	18224	1.235405772	0.999999997	0.83471227	99.52947862
