Regulator	Target	MI	pvalue
THRB	SERPINF2	0.49299804747533427	0.0
CXCL9	CCL23	0.24980564308480355	0.0283586604778856
IL10	CCL4L1	0.29558223738906003	0.0
IL6R	NGF	0.19681582347240692	8.024779115700653E-5
CP	IGHG4	0.3187670587619883	0.004285196681163228
FST	RETN	0.22935666425733092	8.024779115700653E-5
TSLP	TNF	0.09631204440335252	8.024779115700653E-5
CCL25	LIFR	0.2852289800248502	0.0283586604778856
SERPINA1	SHBG	0.3203279230919646	0.0283586604778856
THBD	CX3CL1	0.3244376613944457	0.0
HPR	APOL1	0.6642793256323113	0.0
MMP3	GDF15	0.20001932209293205	0.0
CXCL6	CD274	0.4353520699248317	0.0283586604778856
ORM2	THRB	0.4291141139273442	0.0
SELENOP	GPX3	0.3059987727686573	1.3609158244776154E-10
CLEC3B	APOH	0.4022504649480222	1.1835311908292567E-6
TNF	IL2	0.13569250707804847	0.0
PGF	TNFRSF11B	0.3591836370558053	0.004285196681163228
IGHG1	IGHM	0.28246681375073873	0.0283586604778856
SERPINA6	AGT	0.41764024365101	8.024779115700653E-5
FGF19	PLAUR	0.16789731951865514	0.0283586604778856
SERPINA3	ORM1	0.48727592640284934	0.0
ITIH4	HBD	0.32908308524704044	8.024779115700653E-5
TTR	C7	0.4348031047759779	0.0
ADA	TNFSF12	0.3259605913221192	8.024779115700653E-5
TTR	GC	0.43444397555530284	0.0
KNG1	PGLYRP2	0.37230110532763067	1.0023796854330413E-5
SERPINF2	ERVMER34-1	0.4710371921404755	0.0
IGHG2	IGHG4	0.27606409423666894	1.1835311908292567E-6
PECAM1	CD40	0.8391893323289941	0.0
IL6	S100A12	0.2515387430434544	0.0
C5	CFH	0.5244180337018283	0.0
C5	CFI	0.5441518168802001	0.0
FCN3	SELENOP	0.32191035656680556	0.004285196681163228
C5	CFB	0.48611356439493264	1.1835311908292567E-6
TNFRSF11B	MMP7	0.36990408961885096	0.0
FGF21	CTSD	0.2037952004989759	1.3248157415546302E-7
FN1	SHBG	0.30097275317537137	8.024779115700653E-5
APOA2	SERPINA6	0.33623511718312205	1.4096222855641827E-8
AGT	LPA	0.3304428863194718	0.0283586604778856
C1R	ERVMER34-1	0.4603599402950194	1.3609158244776154E-10
ITIH4	HRG	0.3789209758232826	1.1835311908292567E-6
FGF19	DNER	0.1845846486462804	8.024779115700653E-5
CLEC3B	SERPINA3	0.33452722187226386	8.024779115700653E-5
CCL19	CD5	0.3246057466880229	1.432542973134332E-11
A1BG	AGT	0.4145502959942715	1.1835311908292567E-6
TNFSF12	GSN	0.13883406365983605	0.0283586604778856
CCL7	SLAMF1	0.2853085710081505	0.0
IL12B	CD5	0.3753682292620563	1.3609158244776154E-10
LIFR	DNER	0.27536192740368176	1.0023796854330413E-5
F2R	VEGFA	0.3844371364658005	0.0
CSF1	LRG1	0.22071803210557686	1.432542973134332E-11
ERVMER34-1	APOH	0.5024507992284998	0.0
IGHG4	IGHG2	0.27541961884766264	1.432542973134332E-9
IGHG4	IGHG1	0.28596360093334083	0.0283586604778856
CX3CL1	VEGFD	0.1604911422506169	0.0
CSTB	MMP7	0.3597436416206463	0.0
ITIH4	PSPHP1	0.5156934311758825	0.0
TF	PGLYRP2	0.33601689205566265	6.052689173845494E-4
C3	C4BPA	0.4775056157927792	0.004285196681163228
SERPINF1	TNFRSF1A	0.20646463965606304	0.0
CD40	ESM1	0.19612189884291037	1.4096222855641827E-8
APOA4	HBE1	0.30431289374677	0.0
APOH	ABCF1	0.3125104795259968	1.4096222855641827E-8
IGHG4	IGHA1	0.29569019320694073	0.0283586604778856
C1R	SERPINF1	0.36556242586958726	6.052689173845494E-4
SLAMF1	IGHA1	0.18441449908442517	0.0
PLG	TF	0.3373785968320046	1.432542973134332E-9
FBLN1	IGHA2	0.29023825545444787	1.0023796854330413E-5
FBLN1	IGHA1	0.28393335221450405	0.0
IL2RB	IL13	0.1245721760163022	0.004285196681163228
ADM	TNFRSF1A	0.4796698785528402	0.0
TNFRSF9	IL10	0.36983047939283253	0.0
FBLN1	IGHG1	0.30527902877098245	0.0
CFI	CFH	0.6085555296577924	0.0
CFI	CFB	0.5612452641873562	0.0
IGHG2	LPA	0.28346877453876235	0.004285196681163228
IL2RB	IL24	0.1231148515260421	0.0
IL2RB	IL20	0.13833358801120724	1.3248157415546302E-7
APOH	KNG1	0.44837895954456913	0.0
APOH	CLEC3B	0.4131748869122926	1.0023796854330413E-5
TNFRSF10B	MMP12	0.29223116923792225	1.3248157415546302E-7
CCL13	EIF4EBP1	0.24933126308221	0.0
ALB	GPX3	0.35782823299735983	0.0
MMP12	CCL20	0.20624168190092124	1.4096222855641827E-8
DNER	FGF19	0.18434697143274015	8.024779115700653E-5
HBD	C7	0.3558840347699768	0.0
IGHG2	IGHA1	0.2900789929245941	6.052689173845494E-4
CXCL16	FASN	0.2577078039791224	1.432542973134332E-9
PDGFB	IL17A	0.17005797029056793	0.0
KNG1	APOC3	0.41523254015226185	0.0
CFI	C8A	0.44238085636512475	0.0283586604778856
CSF1	TNFRSF1A	0.5290931123215192	0.0
CSF1	TNFRSF1B	0.4909760242555263	1.4096222855641827E-8
DNER	CCL11	0.238763623741715	0.0283586604778856
TGFB1	IL7	0.4372020641237604	0.0
IL2RB	LIF	0.12232855450349825	8.024779115700653E-5
CX3CL1	KITLG	0.19559236791846102	0.0
CHI3L1	MMP3	0.18982633768374205	0.0283586604778856
FLT3LG	DNER	0.27241354099249054	1.3248157415546302E-7
VEGFA	F2R	0.3851524146809348	0.0
NRTN	IL10RA	0.13588872902565838	0.0
C5	C8A	0.4352505241291975	0.0
SELPLG	CCL3	0.16682986945247608	0.0
CHI3L1	IL6	0.25448965310946187	0.0283586604778856
PTX3	TNFRSF10B	0.11604892339986672	1.432542973134332E-9
CFI	C1S	0.474449700413092	6.052689173845494E-4
ORM1	S100A12	0.19029863137369868	1.1835311908292567E-6
IL12B	CXCL11	0.2493100997311603	1.0023796854330413E-5
AZGP1	CCL23	0.1709711090229856	8.024779115700653E-5
IL12B	CXCL10	0.28785065562586615	0.0
RNASE3	IL16	0.23790092034868393	0.0
SERPINA6	CFI	0.4727721729913041	0.0
IGHG1	IGHA1	0.3143102332361841	0.0
SERPINF1	IL10RB	0.19132097378233018	8.024779115700653E-5
CCL20	HGF	0.24206484438477807	0.0
LPA	Total-IGHG	0.2850941819770115	0.004285196681163228
APOD	SAA4	0.31239911348317567	6.052689173845494E-4
LEP	CFH	0.2558311873795217	0.0
LEP	CFI	0.2346668394920836	1.3248157415546302E-7
LPA	SHBG	0.3071990599741948	0.0283586604778856
OLR1	TNFSF14	0.31161487405195093	0.0
SERPINA6	CLU	0.44971162682115956	6.052689173845494E-4
TNFSF11	TTR	0.13512289243261946	0.0283586604778856
IGHA2	SERPINA6	0.28535190576355174	6.052689173845494E-4
SERPINA6	CPN2	0.4343037468518188	0.0
EIF4EBP1	OSM	0.23115080733155674	1.3609158244776154E-10
SELPLG	CCL28	0.15267315016221272	1.3609158244776154E-10
TNFSF11	CMA1	0.2606736479904341	0.0
IGHG4	CP	0.31581336538913735	6.052689173845494E-4
CFH	C5	0.5224753159655839	0.0
VEGFA	FGF23	0.3104543036179919	0.0
CFH	C6	0.46289840180364583	1.1835311908292567E-6
CFH	C3	0.49015200032007816	0.0
KLK11	FGF23	0.2696453158731596	1.432542973134332E-9
C1QB	IGHG3	0.3167360330405546	0.0
CSF1	MPO	0.2632360975871199	1.1835311908292567E-6
MUC16	PRL	0.0977605303937471	1.4096222855641827E-8
CP	C2	0.4701801902480103	8.024779115700653E-5
CP	C6	0.4328495904557061	0.004285196681163228
HGF	PGF	0.3787081134602245	0.0
TNFRSF1B	KLK6	0.2584082541612384	0.004285196681163228
LRG1	C6	0.431340592614584	6.052689173845494E-4
IL10RB	CDCP1	0.2470460852508792	6.052689173845494E-4
LRG1	PRAP1	0.21648920175003203	1.432542973134332E-11
CFH	CFI	0.6057343476183381	0.0
CFH	CFB	0.5425891522969335	0.0
IGHM	RBP4	0.2800920701086455	0.0283586604778856
CPN2	SERPINA6	0.4235244052109726	0.0
IGHG1	LPA	0.27354493609549096	8.024779115700653E-5
SLAMF1	GDNF	0.30512277177615704	1.432542973134332E-11
C3	HRG	0.3634661482932241	1.432542973134332E-11
RBP4	SELENOP	0.327371793216692	6.052689173845494E-4
GC	TTR	0.4336305656265477	0.0
OSM	TGFA	0.33537077221097433	0.0
PGLYRP2	ALB	0.41546168151134816	0.0
SELE	VTN	0.14473831609906332	0.0
KLKB1	SAA4	0.37668280853980257	1.3609158244776154E-10
CCL7	IL15RA	0.24345770885292542	0.0283586604778856
RBP4	SERPINF1	0.33139889495491703	1.3609158244776154E-10
C4BPA	ERVMER34-1	0.5541444048450658	0.0
RBP4	SERPING1	0.3362964714069465	0.004285196681163228
CXCL10	CXCL11	0.4778783902523333	0.0
SERPINA7	SHBG	0.33104730577313884	0.004285196681163228
ITIH4	CFB	0.4602335751528309	1.1835311908292567E-6
CFH	C8A	0.45691294359475276	1.4096222855641827E-8
TNFRSF11B	GDF15	0.37034906412622803	0.0
CFH	C1S	0.4294490371250485	1.3248157415546302E-7
REN	GDF15	0.20823259666053215	1.432542973134332E-9
C6	SAA4	0.3914155753440793	0.0
IL6	GDF15	0.33497610212269974	0.0
KNG1	APOH	0.449291151412276	0.0
IL20	TSLP	0.12382170844125569	0.0283586604778856
CSTB	TNFRSF1A	0.4437515415479886	0.0
CSTB	TNFRSF1B	0.45815064451719173	0.0
ITIH1	VTN	0.47655296848208806	0.0
CSF1	IL12B	0.1957118118074595	1.0023796854330413E-5
SLC4A1	Total-IGHG	0.3117417289829558	0.0283586604778856
TNFSF12	LTA	0.29439694629919133	0.0283586604778856
CLEC3B	GC	0.4058740327785074	0.0
Total-IGHG	APOA4	0.294176820934101	1.1835311908292567E-6
FGF21	IL10RB	0.1714044851156147	8.024779115700653E-5
STOM	HBE1	0.3063278708870428	1.432542973134332E-11
RBP4	SERPINA1	0.3323156270694638	1.3609158244776154E-10
IL4	IL22RA1	0.08736946776758839	1.432542973134332E-9
APOD	IGHG2	0.2720525406377251	1.0023796854330413E-5
PGF	MB	0.2454990566338471	0.0
CST5	IL10RB	0.26080716529366965	0.0
AZGP1	AGT	0.39309670474225494	0.0283586604778856
LPA	KLKB1	0.30015133881506406	0.0283586604778856
PLG	ITIH1	0.4730901447005604	1.4096222855641827E-8
CCL7	FGF5	0.24378313244252175	0.004285196681163228
KITLG	CMA1	0.175097052176988	0.0
IGHG2	CD5L	0.2937541807633533	1.432542973134332E-11
CFI	SERPIND1	0.5182610482345335	0.0
JCHAIN	APOA4	0.29876607675672767	1.4096222855641827E-8
CFI	SERPINA6	0.47310088501696557	0.0
CFI	SERPINA3	0.4619064935504272	6.052689173845494E-4
HGF	SELE	0.21277372061673913	0.0
KITLG	AGER	0.15033958853786006	6.052689173845494E-4
FGF5	CCL28	0.320568628924401	0.0
THBD	F2R	0.2986760935481183	0.0
IL13	TNF	0.12899977569060447	0.0
PGF	AGRP	0.229632401916934	0.0
CSF1	IL1R1	0.2527964504342383	1.432542973134332E-11
CASP8	CXCL6	0.4371184169788105	1.3609158244776154E-10
CCL11	DNER	0.2382757927401747	0.0283586604778856
CPN2	ERVMER34-1	0.4723517124801144	1.4096222855641827E-8
CFI	SERPINF1	0.3644892705003964	1.0023796854330413E-5
VTN	PLG	0.457979891445202	0.0
TNFRSF9	TGFA	0.3964430096435767	1.1835311908292567E-6
IL6R	CSTB	0.29898343718883996	0.0
IL10RA	SLAMF1	0.18725010604643985	0.0
SHBG	RBP4	0.3200910517135295	1.432542973134332E-9
IGHM	MRS2	0.30261899017323873	0.0283586604778856
C1QC	FN1	0.2958736927738575	0.0283586604778856
APOA4	SERPINF1	0.30765339212812043	6.052689173845494E-4
CCL3	IL18R1	0.22680579099892365	6.052689173845494E-4
PGLYRP2	CLU	0.4203360642196961	1.3609158244776154E-10
PGF	ESM1	0.2524414866925667	0.0
CCL3	RETN	0.29865852468827997	0.004285196681163228
PAPPA	MMP3	0.14028645909683066	0.0
APOC3	PLG	0.41709501402437377	0.0
MMP3	GAL	0.13493176025238882	6.052689173845494E-4
IL1R1	FABP4	0.3227470097644774	0.0
C4BPA	CFI	0.5851937217150588	0.0
ARTN	IL20RA	0.11460441918731885	0.0283586604778856
CCL4	CCL3	0.3328469268421628	0.0
CCL4	CCL2	0.22263202687269246	1.3609158244776154E-10
AHSG	GSN	0.3176302433563005	8.024779115700653E-5
S100A12	IL16	0.23781064928524032	0.0
SHBG	Total-IGHG	0.3159544847754338	0.0
C4BPA	CLU	0.5018948684667911	1.3248157415546302E-7
CXCL5	STAMBP	0.5152534248329491	1.4096222855641827E-8
PLAUR	FLT3LG	0.29309792927604866	0.0
VEGFD	PRAP1	0.17404866075189038	0.004285196681163228
RBP4	VTN	0.35089205069549695	8.024779115700653E-5
AGER	MMP10	0.1723889433201369	1.1835311908292567E-6
STOM	APOH	0.35168324308097826	1.1835311908292567E-6
SELPLG	CD5	0.1455188893181096	6.052689173845494E-4
ITIH1	PLG	0.47745056941761577	1.4096222855641827E-8
TNFSF12	NTF3	0.2491706946352098	0.0
ADA	LIFR	0.31478503266088403	0.0
HGF	PRAP1	0.37937002436502976	0.0
PRAP1	CSF1	0.5009851510497058	1.432542973134332E-9
PF4	ITIH4	0.3343359488478228	1.0023796854330413E-5
GC	CPN2	0.4470352251961803	0.0
LRG1	APOA2	0.3295801548560735	0.0
SERPINA7	AHSG	0.3561701707657344	0.0
CCL7	CCL28	0.2623302398219276	6.052689173845494E-4
HBE1	APOB	0.3280845318383671	1.432542973134332E-11
DNER	SELENOP	0.15831283509887845	0.004285196681163228
CCL7	CCL13	0.22582544389620834	1.3609158244776154E-10
TTR	IGHG3	0.2908087699216022	8.024779115700653E-5
RBP4	Total-IGHG	0.31695247742604615	0.004285196681163228
CXCL16	VEGFA	0.2542741573235996	1.0023796854330413E-5
IL17C	TNFRSF9	0.234996741469456	8.024779115700653E-5
APOL1	SHBG	0.3234975138448158	0.0
SELE	TEK	0.18130333041836677	0.0
SERPINF2	C8A	0.43495639174230044	0.0283586604778856
CCL28	TGFA	0.34644269019926893	0.0
PF4	ABCF1	0.29450171690205634	1.3609158244776154E-10
APOM	ITIH1	0.3973804833652268	0.0
RETN	IL12B	0.21769299195622524	1.4096222855641827E-8
TNFSF14	CD40LG	0.6189767890237607	1.432542973134332E-9
ERVMER34-1	CPN2	0.4851818771545311	1.1835311908292567E-6
ARTN	NRTN	0.11495158134602335	0.0283586604778856
DNER	TGFA	0.3124778730885299	0.004285196681163228
TNFRSF1A	THBD	0.3841837685883339	0.0
CFH	PF4	0.3329876227699987	1.0023796854330413E-5
TNFRSF1A	CX3CL1	0.338290544806834	0.0
SERPING1	APOM	0.33587471536141783	6.052689173845494E-4
CXCL5	SULT1A1	0.5179294746455664	0.0
TNFSF14	EGF	0.5918139122039953	0.0
IGHG1	HBD	0.28877887793848395	1.0023796854330413E-5
TEK	CMA1	0.18616961436288348	0.0
IL10RA	NRTN	0.12994926032304144	0.0
CCL8	CCL4L1	0.25009979270203864	1.1835311908292567E-6
PECAM1	ESM1	0.20632852085983888	1.1835311908292567E-6
APOD	AZGP1	0.3035621917115848	0.0
Total-IGHG	AFM	0.30925891762376284	6.052689173845494E-4
CD6	CD244	0.3177184179316351	0.0
TNF	IL13	0.1394419699217813	0.0
TNF	IL1A	0.11696405689597247	6.052689173845494E-4
TNF	IL20	0.140356833297646	0.0
IL10	CXCL10	0.2748134816263554	0.004285196681163228
IL13	IL2	0.14822336947111822	0.0
NTF3	DNER	0.23493022004979744	1.432542973134332E-11
IL2	PTX3	0.07879825806394775	1.0023796854330413E-5
AFM	PLAT	0.20791703087382704	1.4096222855641827E-8
SERPINF2	AGT	0.41663512271459135	8.024779115700653E-5
HBEGF	CD274	0.57685320405143	0.0
SELPLG	AGRP	0.10627398584630836	0.004285196681163228
CCL13	CCL7	0.225436978470067	1.3609158244776154E-10
CCL13	CCL8	0.24014826898995612	0.0
MBL2	IGHG3	0.2914907046539275	0.0283586604778856
TGFA	CCL4L1	0.2950489523937156	0.0
CXCL1	CD274	0.7583120314252431	0.0
TGFA	TNFRSF9	0.3975124999283724	1.1835311908292567E-6
IL27	LIFR	0.13877966013402926	6.052689173845494E-4
SLAMF1	TGFA	0.3606022090499166	0.0
CSTB	IL6R	0.29905788161149754	0.0
FGG	FBLN1	0.3319080956827858	1.1835311908292567E-6
IL10RB	SLAMF1	0.3503688332415513	0.0
CCL8	CCL25	0.22837766537448764	0.0283586604778856
CCL8	CCL11	0.24602652099872688	0.004285196681163228
CCL8	CCL13	0.24126041907978596	0.0
C2	ITIH4	0.5083185082960898	1.432542973134332E-11
IL12B	LTA	0.31936175569029834	0.004285196681163228
MPO	RETN	0.23169698008977044	1.4096222855641827E-8
SERPINF1	AZGP1	0.34433316619696175	0.004285196681163228
CDCP1	GDF15	0.21751902407496596	0.0
IL12B	CXCL9	0.30703739310929984	6.052689173845494E-4
CD244	CD5	0.34296730723158647	0.0
CD244	CD6	0.3177659408887734	0.0
C1R	THRB	0.44561190779148946	0.004285196681163228
TNFRSF1A	PGF	0.5494648056875451	0.0
SLAMF1	CXCL9	0.2908785832400391	6.052689173845494E-4
PLAUR	CCL4L1	0.27261462210558096	0.004285196681163228
TNFSF10	CMA1	0.2789157215074928	0.0
HBA1	HBD	0.7564167889279158	0.0
TNFRSF10B	IL6R	0.2845092814669661	0.0283586604778856
CXCL8	IL6R	0.2008206899157555	0.0283586604778856
FCN3	IGHA2	0.2977968778108999	0.0283586604778856
CP	ITIH4	0.5469591967368359	0.0
VTN	ORM2	0.41497519381038767	0.0283586604778856
C6	AMBP	0.4359833006345631	0.0
SELPLG	TNFSF11	0.11094234397013279	8.024779115700653E-5
SELPLG	TNFSF14	0.15521672731162248	8.024779115700653E-5
IGHA1	HBD	0.2980748124437825	6.052689173845494E-4
CXCL9	CCL7	0.266981030431715	1.0023796854330413E-5
CXCL9	CCL8	0.27718814412128767	0.0
CXCL9	CCL3	0.27458885940535055	0.0
IL20	PDGFB	0.1487078107497022	8.024779115700653E-5
TNFRSF1A	KLK6	0.24419010563482457	6.052689173845494E-4
OLR1	U6	0.2045039587733916	0.0
NGF	RETN	0.21131028299947924	0.0
C6	SERPINA3	0.4644714053079999	0.0
LPA	FCN3	0.29047448229661876	1.0023796854330413E-5
IL20RA	IL10RA	0.153629220007524	1.432542973134332E-9
FGF19	FGF21	0.1147350092521654	1.0023796854330413E-5
NGF	IL6R	0.19988664197892297	0.004285196681163228
CFI	C4BPA	0.5865168270285592	0.0
KITLG	CHI3L1	0.1717980756483492	6.052689173845494E-4
GPX3	CPN2	0.3726068423589597	1.3609158244776154E-10
C6	SERPINF2	0.41727236822550823	1.3248157415546302E-7
C7	SHBG	0.3252041031431644	1.1835311908292567E-6
CFB	ITIH4	0.46450493357519695	1.0023796854330413E-5
HBA1	SERPING1	0.30252002986620435	0.004285196681163228
IL24	LIF	0.1289346090272625	0.0
ITIH1	ITIH2	0.7078962772322539	0.0
GDNF	SLAMF1	0.31146550928817396	0.0
PGF	FASN	0.37943411351884687	0.0
APOC3	C4BPA	0.40295144638856584	1.0023796854330413E-5
ITGB1BP2	SIRT2	0.7611684096836218	0.0
SERPING1	HBA1	0.2936196189224302	0.004285196681163228
GDF15	PTX3	0.10181345163758812	1.1835311908292567E-6
HRG	AHSG	0.3116049443029915	0.0
ADM	FGF23	0.27857876960910466	0.0283586604778856
FST	TNFRSF10B	0.24721164899386897	1.1835311908292567E-6
TNFSF14	OLR1	0.31160721347617143	0.0
CD40	IKBKG	1.0021329826704672	0.0
APOH	HPR	0.3333943026167328	6.052689173845494E-4
SERPINA3	ERVMER34-1	0.48433811260777593	0.004285196681163228
C8A	KLKB1	0.39798982436158636	0.004285196681163228
SERPINA3	PSPHP1	0.5985855394748333	0.0
TNFRSF9	LTA	0.33925581360192464	1.1835311908292567E-6
IL7	CCL8	0.2594495997957434	0.0
SERPINA3	SERPINA1	0.40859611210064006	0.0283586604778856
IL16	CCL4	0.22659583120380833	1.0023796854330413E-5
SIRT2	HSPB1	0.9173348099348537	0.0
APOD	ABCF1	0.28254294203728614	8.024779115700653E-5
C4BPA	PLG	0.45335406300331144	0.004285196681163228
TNFRSF1A	PRL	0.14175505834854782	8.024779115700653E-5
APOC1	PF4	0.3026408770431446	0.0283586604778856
SERPINA7	PGLYRP2	0.37717774204491356	0.0
SERPINA3	C6	0.46346041404101207	0.0
SERPINA3	C5	0.48322007645860715	0.0
SERPINA3	C2	0.4893601041314471	0.0
IGHG1	Total-IGHG	0.7363374566724221	0.0
HBA1	GSN	0.298314899612031	6.052689173845494E-4
SERPINF2	ITIH1	0.5251443544381899	0.0
ARTN	TNF	0.11282472546409568	1.3609158244776154E-10
SERPINF2	C6	0.4145994698702699	1.1835311908292567E-6
AGT	CLU	0.46640565999812383	0.0
IL17A	NRTN	0.13385378462407616	6.052689173845494E-4
STOM	SHBG	0.30100129718625723	0.004285196681163228
THRB	KLKB1	0.4412898969206998	0.0
IL2RB	TSLP	0.11205037702309759	1.4096222855641827E-8
ITIH4	CPN2	0.4587440153269386	1.1835311908292567E-6
HBD	HBA1	0.7569611757390711	0.0
HPR	FBLN1	0.31935260414154626	0.0283586604778856
CCL3	CCL4	0.33338264424861047	0.0
TNFRSF1B	PGF	0.5641190734142554	0.0
SERPINA6	APOA2	0.3360120033117625	1.3609158244776154E-10
IL1RL1	MMP3	0.20937251580308358	0.0
CSF1	CX3CL1	0.3606573534748493	0.0
SERPINA1	HBE1	0.3269141889868213	0.0
NGF	TNFRSF10B	0.2221078187074055	1.3609158244776154E-10
FGG	FGA	1.0410878789834022	0.0
IGHM	ABCF1	0.3119300379205132	0.0
AGRP	TNFRSF1A	0.18573528598551617	6.052689173845494E-4
AGRP	PGF	0.2297225550527015	0.0
SELPLG	GH1	0.10496930828358456	0.004285196681163228
HBD	HBE1	0.2975814582957179	8.024779115700653E-5
STAMBP	SULT1A1	0.7798159851760673	0.0
CD6	TNFSF10	0.2796153516193612	0.0
VEGFD	AGER	0.16859194545159883	0.0
TF	SERPINC1	0.37422550051482584	1.3248157415546302E-7
VEGFD	KLK11	0.1723532232636374	0.0
CXCL5	TGFB1	0.4873730664577997	0.004285196681163228
SIRT2	STAMBP	0.7400559682412909	0.0
REN	PRAP1	0.20406875643784259	0.0283586604778856
CXCL11	IL7	0.2881743047443797	0.0283586604778856
LPA	SLC4A1	0.28731440868539654	0.0
FBLN1	LRG1	0.29977384281544905	0.0283586604778856
IGHA2	HBE1	0.27924411849613545	1.1835311908292567E-6
C3	AFM	0.4131893817059401	1.1835311908292567E-6
IL17A	PDGFB	0.16852362806669152	0.0
SPON1	TNFRSF1B	0.35853596297906554	1.4096222855641827E-8
TF	PLG	0.357437234358429	1.3248157415546302E-7
HPR	APOH	0.3387253473177794	6.052689173845494E-4
CCL28	IL10	0.3251373524777063	0.0
HPR	APOM	0.34728080842543385	0.0
S100A12	ORM1	0.19647529791576307	6.052689173845494E-4
EGF	TNFSF14	0.5913105970323901	0.0
CD5	CD244	0.3433894366134289	0.0
TNFRSF10B	TNFRSF11B	0.3653917708998169	1.3248157415546302E-7
IL10	TNFRSF9	0.37117946147286474	0.0
CX3CL1	CSF1	0.3598226494231537	0.0
U6	RNASE3	0.15757473763521995	6.052689173845494E-4
CCL7	OSM	0.23467532499491994	1.1835311908292567E-6
APOC2	LPA	0.2978390187016873	8.024779115700653E-5
CMA1	AGER	0.17384033219303494	1.3609158244776154E-10
RBP4	IGHM	0.2856511034484998	0.0283586604778856
IL22RA1	TNF	0.11611589772888399	6.052689173845494E-4
CCL8	IL7	0.2563815932138274	0.0
AGER	KLK6	0.20232274888347299	0.0
SERPINA7	SERPINA1	0.39215585863822894	0.0
TNFSF14	SELPLG	0.15521672731162278	8.024779115700653E-5
IGHG3	HBA1	0.3040628877812489	8.024779115700653E-5
MRS2	SERPINA3	0.4526562208651658	1.3248157415546302E-7
MRS2	SERPINA1	0.4043175083268487	6.052689173845494E-4
GDF15	NPPB	0.17060971061025598	0.0283586604778856
MBL2	RBP4	0.2875435440656798	1.3609158244776154E-10
