Regulator	Target	MI	pvalue
miR-28-3p	ADM	0.11007456976596253	1.2861083844573074E-5
miR-335	PECAM1	0.34750896302452283	0.016852815143388877
miR-191	miR-223	1.4666515493318084	0.0
miR-21	miR-146a	1.053489368701337	0.016852815143388877
miR-122	SHBG	0.12174061196731471	1.7785772854495008E-11
miR-223*	miR-28-3p	0.7759111202830167	1.05800448402249E-7
miR-122	PSPHP1	0.13063372115435037	0.0
miR-21	HBE1	0.14254889641701118	0.004390005377858941
miR-223	TNFSF14	0.36051275135443944	0.016852815143388877
miR-150	CLU	0.10839402883929686	2.964295475749168E-12
miR-122	TF	0.10896541885651738	0.004390005377858941
miR-122	IL10	0.10220342291460661	0.004390005377858941
miR-146a	MMP1	0.22755312536959246	0.004390005377858941
miR-197	miR-24	1.1307860116432844	2.964295475749168E-12
miR-378	C1QB	0.10299211704633561	1.05800448402249E-7
miR-146a	EGF	0.6328026678496103	0.0
miR-150	miR-155	0.3997089696635165	0.0
miR-28-3p	miR-197	1.1055672803202947	1.984951536471158E-8
miR-195	C7	0.1298403195208792	0.016852815143388877
miR-150	CD6	0.09021494165805223	6.308020772394229E-10
miR-150	CD5	0.10723393384654996	1.984951536471158E-8
miR-320	CXCL11	0.17078802999574455	0.016852815143388877
miR-122	CFI	0.13183508894547602	0.016852815143388877
miR-122	IL15RA	0.08734861249094576	0.0010908615793070453
miR-320	miR-92a	0.9900476809533273	0.0
miR-148a	SERPINA6	0.12551978277831766	0.0010908615793070453
miR-155	GC	0.12281813954131897	2.591031217513695E-4
miR-122	miR-378	0.2682378128482662	0.0
miR-320	miR-24	1.1574202371241002	0.016852815143388877
miR-150	miR-92a	0.34865467018993745	5.441278561058027E-7
miR-126	miR-223	1.28515560486052	2.591031217513695E-4
miR-122	KITLG	0.07939774145877126	1.05800448402249E-7
miR-197	miR-155	0.35900020907221375	6.308020772394229E-10
miR-122	ESM1	0.08528991088145106	5.893734749573554E-5
miR-155	ORM2	0.11129415178107516	0.004390005377858941
miR-150	FGA	0.13095606601848359	0.0010908615793070453
miR-21	REN	0.07632519920395096	0.016852815143388877
miR-320	CXCL8	0.13128616208836758	0.0010908615793070453
miR-146a	DKK1	0.3825338704022901	1.2861083844573074E-5
miR-122	FBLN1	0.11615325807094183	0.0
miR-191	ORM1	0.12327471681221426	1.05800448402249E-7
miR-122	FLT3LG	0.07690524204241155	0.016852815143388877
miR-122	AZGP1	0.13788771630085	0.0
miR-197	GAL	0.1055018068602759	1.0730749622211988E-10
miR-191	miR-197	1.1005688200690342	5.893734749573554E-5
miR-122	CP	0.12682761034660328	3.5974689893691902E-9
miR-335	HBEGF	0.37494794709023	5.928590951498336E-13
miR-150	U6	0.408463880499999	0.0
miR-148a	miR-21	0.8242412263663492	0.0
miR-150	IGHG1	0.1315261648486401	0.016852815143388877
miR-150	IGHG4	0.1325962676737329	0.0010908615793070453
miR-28-3p	miR-320	1.1469878680867645	0.0
miR-150	KLKB1	0.10161264014685094	0.0010908615793070453
miR-24	miR-126	1.2953790698841026	0.0
miR-122	PRAP1	0.08020064503563996	3.5974689893691902E-9
miR-126	miR-126*	1.0645114896177408	0.0
miR-122	CCL7	0.07480837295564727	0.004390005377858941
miR-122	CCL4	0.10687503253447934	1.0730749622211988E-10
miR-155	SERPINF1	0.09874670113226838	5.893734749573554E-5
miR-195	ADA	0.11373855983855169	0.016852815143388877
miR-122	CTSD	0.12313904267100757	1.7785772854495008E-11
miR-126	miR-195	0.7420989535435629	1.7785772854495008E-11
miR-21	AHSG	0.10269099571721083	3.5974689893691902E-9
miR-197	APOD	0.1294547633806539	0.016852815143388877
miR-378	miR-122	0.26848802992926935	0.0
miR-24	miR-197	1.1311832589039135	5.928590951498336E-13
miR-122	CHI3L1	0.07340086205146648	1.0730749622211988E-10
miR-122	S100A12	0.07070874494677444	0.004390005377858941
miR-122	IGHG3	0.10187067923435222	1.05800448402249E-7
miR-122	IGHG4	0.12854145099356334	0.0010908615793070453
miR-223	miR-24	1.4569431500418168	0.0
miR-126*	ABCF1	0.1745220439600409	0.004390005377858941
miR-195	SLC4A1	0.1088036015114417	5.893734749573554E-5
miR-122	TNFRSF9	0.07763747590261952	1.2861083844573074E-5
miR-27b	IL16	0.10112815260649992	1.05800448402249E-7
miR-21	CASP8	0.5184691858703769	5.893734749573554E-5
miR-122	VTN	0.1456669272741642	0.0
miR-122	IGHA2	0.11191244122321754	1.0730749622211988E-10
miR-150	VTN	0.13135549770729296	0.016852815143388877
miR-155	HRG	0.12450013121470876	6.308020772394229E-10
miR-146a	SRC	0.7553488873035753	0.0
miR-122	TNFSF12	0.09629513095241908	0.0
miR-92a	GPX3	0.14588956142217174	2.591031217513695E-4
miR-197	miR-223*	0.769319636619469	0.0
miR-27b	FGG	0.0963236188370673	0.016852815143388877
miR-122	CCL19	0.08779828188024325	6.308020772394229E-10
miR-155	miR-150	0.4006359965187454	0.0
miR-146a	TGFB1	0.4278712105357702	0.0
miR-155	miR-197	0.356817040118242	1.984951536471158E-8
miR-223*	AFM	0.14398752314497476	1.984951536471158E-8
miR-335	miR-146a	1.1587724731952147	0.0
miR-122	CCL23	0.0947320843320704	0.0
miR-126	FN1	0.1139004429226699	0.0010908615793070453
miR-122	CCL28	0.09387318239076445	1.2861083844573074E-5
miR-146a	ITGB1BP2	0.5710162420528115	0.0
miR-146a	SIRT2	0.8511642927829769	0.0
miR-146a	CXCL6	0.3509949275437798	5.893734749573554E-5
miR-146a	CXCL5	0.46375650999741996	0.0
miR-146a	CXCL1	0.5432284139058565	0.0
miR-28-3p	SPON1	0.07975080110687449	1.984951536471158E-8
miR-122	FGA	0.1195686159988174	1.2861083844573074E-5
miR-122	FGG	0.12970631867779928	0.0
miR-146a	HSPB1	0.7679831920356566	0.0
miR-21	VEGFA	0.1673902831258579	0.0
miR-150	APOE	0.10241610595868156	2.696694294535007E-6
miR-122	TNFRSF10B	0.08322573591844865	0.004390005377858941
miR-378	CXCL8	0.11666890025584802	1.0730749622211988E-10
miR-320	miR-146a	1.1269273585063506	0.0
miR-122	NT-pro-BNP	0.08694510507173006	6.308020772394229E-10
miR-150	RNASE3	0.09310035146986459	0.0010908615793070453
miR-191	AXIN1	0.6132099468204472	2.696694294535007E-6
miR-146a	HBEGF	0.38285403072732116	1.0730749622211988E-10
miR-28-3p	miR-146a	1.2368357349870442	0.016852815143388877
miR-150	miR-223*	0.3403616025600901	2.591031217513695E-4
miR-146a	PF4	0.6981251925644278	0.0
miR-335	ITGB1BP2	0.5714076430851579	2.964295475749168E-12
miR-122	XPNPEP2	0.06827279618476903	0.0
miR-122	FGF5	0.08708053038258178	0.0
miR-122	ABCF1	0.1126207382475049	0.004390005377858941
miR-155	CFI	0.1432583879941352	1.05800448402249E-7
miR-126*	NGF	0.10086630281242803	0.004390005377858941
miR-21	miR-195	0.7317742021919271	0.0
miR-122	AHSG	0.09373960697716258	2.591031217513695E-4
miR-195	miR-21	0.740574850736988	6.308020772394229E-10
miR-21	MMP1	0.24083897654700204	0.016852815143388877
miR-146a	CD40	0.37541434572466226	3.5974689893691902E-9
miR-223*	miR-150	0.33588840049102553	5.893734749573554E-5
miR-126*	miR-126	1.0653000940418151	0.0
miR-197	miR-223	1.104666098438895	0.0010908615793070453
miR-126	C6	0.12394294456452369	0.004390005377858941
miR-148a	CSTB	0.14358673273372385	0.0010908615793070453
miR-146a	IL7	0.3241016689021689	2.591031217513695E-4
miR-122	SELPLG	0.08556995196720546	0.0
miR-122	APOD	0.13257133522514802	0.016852815143388877
miR-197	miR-28-3p	1.0988922868514772	3.5974689893691902E-9
miR-122	PLAT	0.11845577868807498	0.0
miR-126	miR-21	1.0633060559669119	0.0
miR-126	miR-24	1.2953053547293514	0.0
miR-122	GH1	0.08026228395083734	0.0
miR-223*	miR-197	0.7652621393220955	0.0
miR-155	miR-92a	0.36289708054018327	0.0
miR-378	CFB	0.11629770285513394	2.591031217513695E-4
miR-150	GDF15	0.1120460619457489	1.2861083844573074E-5
miR-122	AGER	0.08830116061789241	3.5974689893691902E-9
miR-122	GSN	0.108526250989467	1.2861083844573074E-5
miR-24	miR-146a	1.3266061347893918	0.0
miR-92a	miR-155	0.3553285323763677	0.0
miR-21	miR-27b	0.9902312211098172	0.0
miR-92a	miR-150	0.3525170321230694	5.893734749573554E-5
miR-126	FCN3	0.14193988741878874	0.004390005377858941
miR-195	HBD	0.21657087187979723	0.0
miR-335	PF4	0.6750059083133291	0.016852815143388877
miR-197	miR-191	1.1079946144429016	0.0010908615793070453
miR-146a	SULT1A1	0.5713100460903241	0.0
miR-150	PLG	0.09982807735049201	0.0
miR-92a	miR-195	0.7378790345180697	0.0
miR-378	LRG1	0.14464227551642983	0.016852815143388877
