mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-122-3p,NM_024410,ODF1,96,114,1.0,-18.5,0,0.0005010493,0.529,2.34853511765,2.29132792,-6.51454019368,14,18,7,5UTR,,0,0
hsa-miR-122-3p,NM_001282540,CDRT1,106,146,1.0,-20.7,1,0.001368919,0.485,2.1922143,2.074697113,-10.1091522312,16,19,10,5UTR,,0,0
hsa-miR-122-3p,NM_006382,CDRT1,106,146,1.0,-20.7,1,0.001368919,0.485,-0.1438511,-0.1157568375,-10.1091522312,16,19,10,5UTR,,0,0
hsa-miR-122-3p,NM_001267585,FBXW10,147,186,1.0,-20.7,1,0.001523299,0.471,-0.29255057,0.3338283325,-10.1091522312,16,19,10,5UTR,,0,0
hsa-miR-122-3p,NM_001267586,FBXW10,147,186,1.0,-20.7,1,0.001523299,0.471,-0.29255057,0.3338283325,-10.1091522312,16,19,10,5UTR,,0,0
hsa-miR-122-3p,XM_011542248,PLEKHN1,60,92,1.0,-19.9,1,0.0007085744,0.338,0.0,0.0,-6.23647057278,15,17,15,5UTR,,0,0
hsa-miR-122-3p,NM_005699,IL18BP,15,44,1.0,-21.3,0,0.0003687143,0.382,-0.201329153846,-0.0503253575,-6.82534711232,15,17,15,5UTR,,0,0
hsa-miR-122-3p,NM_173042,IL18BP,15,44,1.0,-21.3,0,0.0003687143,0.382,-0.201329153846,-0.0503253575,-6.82534711232,15,17,15,5UTR,,0,0
hsa-miR-122-3p,XM_011525167,DNAJC7,19,55,1.0,-21.4,1,7.663092e-07,0.324,0.0,0.0,-5.19004979968,13,15,13,5UTR,,0,0
hsa-miR-122-3p,NM_001165927,MKS1,1,15,1.0,-15.5,1,0.6952899,0.432,0.0,0.0,-7.25589684595,12,14,6,5UTR,,0,0
hsa-miR-122-3p,NM_001077198,ATG9A,207,242,1.0,-20.4,1,1.969397e-05,0.397,0.294757866667,0.42457621875,-5.69245027962,14,18,12,5UTR,,0,0
hsa-miR-122-3p,NM_198189,COPS8,529,546,1.0,-20.5,1,7.00033e-05,0.412,4.5434234,2.05563173125,-6.24613133204,14,17,10,5UTR,,0,0
hsa-miR-122-3p,NM_001267809,ILF2,227,245,1.0,-22.7,0,0.003308139,0.544,0.0636609636364,0.8493956325,-7.75704666201,17,18,17,5UTR,,0,0
hsa-miR-122-3p,NM_015726,DCAF8,83,100,1.0,-20.0,1,7.938746e-07,0.338,0.528467891667,0.82764708125,-5.69245027962,14,17,12,5UTR,,0,0
hsa-miR-122-3p,NM_001014443,USP21,292,306,1.0,-18.9,1,8.952718e-06,0.529,0.859385446154,0.37722738125,-5.19004979968,13,14,13,5UTR,,0,0
hsa-miR-122-3p,NM_197972,NME7,165,206,1.0,-21.6,1,0.001523879,0.529,4.59517855556,2.60964228625,-3.79332483736,17,20,12,5UTR,,0,0
hsa-miR-122-3p,NM_013330,NME7,165,206,1.0,-21.6,1,0.001487846,0.529,4.59517855556,2.60964228625,-3.79332483736,17,20,12,5UTR,,0,0
hsa-miR-122-3p,NM_001286430,LEO1,46,63,1.0,-18.7,1,0.004679596,0.382,1.08130412,1.82799818,-6.24613133204,13,17,10,5UTR,,0,0
hsa-miR-122-3p,NM_138792,LEO1,46,63,1.0,-18.7,1,0.004679596,0.382,1.08130412,1.82799818,-6.24613133204,13,17,10,5UTR,,0,0
hsa-miR-122-3p,NM_020459,PAIP2B,21,40,1.0,-20.2,1,1.168969e-05,0.471,1.97683758333,0.836511704708,-5.92549935993,12,14,12,5UTR,,0,0
hsa-miR-122-3p,NM_024993,LRRTM4,393,407,1.0,-15.8,0,0.0001232901,0.515,0.0540129909091,0.2279880725,-7.24998975393,13,14,13,5UTR,,0,0
hsa-miR-122-3p,XM_005264359,RNF181,708,721,1.0,-17.1,0,5.737732e-05,0.529,0.0,0.0,-8.81343632025,12,13,12,5UTR,,0,0
hsa-miR-122-3p,NM_006236,POU3F3,2,24,1.0,-20.6,0,0.0001277221,0.396,0.0,0.0,-6.82534711232,15,17,15,5UTR,,0,0
hsa-miR-122-3p,NM_001201465,NETO1,77,88,1.0,-16.8,1,9.289879e-06,0.221,-0.1673781,-0.0026287,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,XM_005259371,ZNF628,204,220,1.0,-19.6,0,9.273224e-05,0.309,0.0,0.0,-6.51454019368,14,16,11,5UTR,,0,0
hsa-miR-122-3p,XM_017027171,ZSCAN18,26,43,1.0,-21.3,0,0.0001857024,0.5,0.0,0.0,-6.51454019368,15,17,10,5UTR,,0,0
hsa-miR-122-3p,NM_181506,LRRC70,22,39,1.0,-16.1,1,0.001692822,0.632,2.00539388889,1.06514826711,-5.41312999483,14,17,9,5UTR,,0,0
hsa-miR-122-3p,NM_001278622,RAD17,109,134,1.0,-17.6,1,0.0003488448,0.485,0.0880455375,-0.08986825,-4.95700071937,14,18,9,5UTR,,0,0
hsa-miR-122-3p,NM_133340,RAD17,174,191,1.0,-18.3,1,0.0001014529,0.588,0.175772645556,1.49313901663,-7.35354887302,15,17,12,5UTR,,0,0
hsa-miR-122-3p,NM_001167741,MTX3,80,112,1.0,-20.2,1,6.01336e-05,0.485,1.18368226667,1.22824463375,-5.92549935993,12,14,12,5UTR,,0,0
hsa-miR-122-3p,NM_001257194,KLHL3,299,321,1.0,-20.0,0,6.564866e-05,0.603,1.29986152667,0.8930538875,-6.51454019368,14,17,11,5UTR,,0,0
hsa-miR-122-3p,NM_144723,ZMAT2,94,109,1.0,-18.8,1,0.000191168,0.485,4.7579925,3.59442802727,-5.26888038599,13,15,8,5UTR,,0,0
hsa-miR-122-3p,NM_021071,ART4,183,205,1.0,-17.1,0,0.003079228,0.618,0.180204573636,0.21942058775,-13.9518457248,15,22,11,5UTR,,0,0
hsa-miR-122-3p,XM_006719111,LMO3,75,92,1.0,-18.0,0,0.01235714,0.471,0.0,0.0,-7.98902299433,14,17,7,5UTR,,0,0
hsa-miR-122-3p,XM_011538025,ARID2,179,192,1.0,-16.4,1,0.008038194,0.662,0.0,0.0,-7.05204361694,12,13,12,5UTR,,0,0
hsa-miR-122-3p,NM_018018,SLC38A4,122,146,1.0,-20.4,1,0.02863341,0.456,1.42141958333,1.05013208625,-5.22670505887,16,19,12,5UTR,,0,0
hsa-miR-122-3p,NM_001287754,TRAF3IP3,73,103,1.0,-20.5,1,0.0006002894,0.426,1.15185108333,0.48402593375,-5.22670505887,17,20,12,5UTR,,0,0
hsa-miR-122-3p,NM_014873,LPGAT1,218,233,1.0,-19.5,0,0.0004887362,0.456,3.13077885714,0.917975425,-7.75704666201,13,15,7,5UTR,,0,0
hsa-miR-122-3p,NM_014953,DIS3,31,45,1.0,-17.1,1,2.041906e-06,0.338,1.90741467143,0.7127433625,-6.32527004423,12,14,7,5UTR,,0,0
hsa-miR-122-3p,NM_001128226,DIS3,31,45,1.0,-17.1,1,2.041906e-06,0.338,1.90741467143,0.7127433625,-6.32527004423,12,14,7,5UTR,,0,0
hsa-miR-122-3p,NM_001322349,DIS3,31,45,1.0,-17.1,1,2.041906e-06,0.338,1.90741467143,0.7127433625,-6.32527004423,12,14,7,5UTR,,0,0
hsa-miR-122-3p,NM_004643,PABPN1,563,579,1.0,-20.7,1,0.005073101,0.456,0.10210412,0.1215684625,-6.24613133204,15,16,15,5UTR,,0,0
hsa-miR-122-3p,XM_005267756,MBIP,38,69,1.0,-21.9,1,0.01797676,0.397,0.0,0.0,-4.95700071937,17,20,11,5UTR,,0,0
hsa-miR-122-3p,NM_001308110,MBIP,38,69,1.0,-21.9,1,0.01797676,0.397,0.301314755556,0.21189466694,-4.95700071937,17,20,11,5UTR,,0,0
hsa-miR-122-3p,NM_001144891,MBIP,38,69,1.0,-21.9,1,0.01797676,0.397,0.301314755556,0.21189466694,-4.95700071937,17,20,11,5UTR,,0,0
hsa-miR-122-3p,NM_016586,MBIP,38,69,1.0,-21.9,1,0.01797676,0.397,0.301314755556,0.21189466694,-4.95700071937,17,20,11,5UTR,,0,0
hsa-miR-122-3p,NM_001042481,FRMD6,410,427,1.0,-18.7,0,0.001687417,0.397,2.05493588889,1.208953545,-6.50068725424,13,17,9,5UTR,,0,0
hsa-miR-122-3p,NM_001267046,FRMD6,186,203,1.0,-18.7,0,0.001693861,0.397,2.05493588889,1.17377297,-6.50068725424,13,17,9,5UTR,,0,0
hsa-miR-122-3p,NM_152330,FRMD6,186,203,1.0,-18.7,0,0.001693861,0.397,2.05493588889,1.17377297,-6.50068725424,13,17,9,5UTR,,0,0
hsa-miR-122-3p,NM_199421,SOCS4,288,305,1.0,-16.8,0,4.221163e-05,0.456,1.35011120833,0.46451694875,-7.24998975393,14,17,10,5UTR,,0,0
hsa-miR-122-3p,NM_080867,SOCS4,288,305,1.0,-16.8,0,2.313551e-05,0.456,1.35011120833,0.58586145,-7.24998975393,14,17,10,5UTR,,0,0
hsa-miR-122-3p,NM_199287,CCDC137,27,43,1.0,-17.7,1,1.895745e-05,0.279,0.155185571429,-0.6248179512,-6.93495674795,13,16,7,5UTR,,0,0
hsa-miR-122-3p,NM_003826,NAPG,220,234,1.0,-17.1,1,0.0001276474,0.426,4.69928957143,1.80739494625,-6.432556268,12,14,7,5UTR,,0,0
hsa-miR-122-3p,XM_011535633,TAB2,306,329,1.0,-18.0,1,0.01226689,0.5,0.0,0.0,-6.24613133204,13,15,13,5UTR,,0,0
hsa-miR-122-3p,NM_207360,ZC3H12D,6,20,1.0,-17.2,1,0.0006863083,0.429,2.23489691429,0.14655885375,-7.06071960449,11,14,7,5UTR,,0,0
hsa-miR-122-3p,XM_005266804,KATNA1,56,76,1.0,-18.4,1,0.01497189,0.5,0.0,0.0,-7.25589684595,12,16,6,5UTR,,0,0
hsa-miR-122-3p,NM_031414,STK31,7,18,1.0,-16.8,1,2.787573e-05,0.319,0.0,0.0,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,NM_001260505,STK31,7,18,1.0,-16.8,1,2.787573e-05,0.319,0.0,0.0,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,NM_014668,GREB1,124,141,1.0,-16.4,0,9.672519e-05,0.471,-0.730403053846,-0.0030841875,-6.82534711232,14,17,9,5UTR,,0,0
hsa-miR-122-3p,NM_001253855,SPAG6,313,329,1.0,-18.3,1,4.484387e-06,0.397,3.47490813,2.5471147425,-6.24613133204,13,16,10,5UTR,,0,0
hsa-miR-122-3p,NM_001270697,ARHGAP12,201,216,1.0,-17.2,1,0.004030367,0.515,0.906961428571,1.37202008125,-6.34000884684,13,15,7,5UTR,,0,0
hsa-miR-122-3p,NM_001270696,ARHGAP12,201,216,1.0,-17.2,1,0.004030367,0.515,0.906961428571,1.37202008125,-6.34000884684,13,15,7,5UTR,,0,0
hsa-miR-122-3p,NM_001270695,ARHGAP12,201,216,1.0,-17.2,1,0.004030367,0.515,0.906961428571,1.37202008125,-6.34000884684,13,15,7,5UTR,,0,0
hsa-miR-122-3p,NM_018287,ARHGAP12,201,216,1.0,-17.2,1,0.004030367,0.515,0.906961428571,1.37202008125,-6.34000884684,13,15,7,5UTR,,0,0
hsa-miR-122-3p,NM_199171,PMEPA1,226,264,1.0,-21.4,1,0.007420826,0.485,0.4087622,0.8632613425,-4.95700071937,16,19,11,5UTR,,0,0
hsa-miR-122-3p,NM_199170,PMEPA1,161,199,1.0,-21.4,1,0.007420872,0.485,1.11091225882,1.35653461,-4.95700071937,16,19,11,5UTR,,0,0
hsa-miR-122-3p,NM_001040192,DNAJC28,135,180,1.0,-19.5,0,0.05006956,0.618,1.795e-05,0.3935791425,-6.74758927398,12,14,12,5UTR,,0,0
hsa-miR-122-3p,XM_006714037,CHIC2,179,200,1.0,-17.7,1,2.730069e-05,0.426,0.0,0.0,-5.19004979968,13,16,11,5UTR,,0,0
hsa-miR-122-3p,NM_006452,PAICS,223,238,1.0,-16.4,1,0.01507854,0.471,0.22346634,1.79780418625,-8.07146989011,10,12,10,5UTR,,0,0
hsa-miR-122-3p,NM_001079525,PAICS,202,217,1.0,-16.4,1,0.0152055,0.471,0.22346634,1.79164066125,-8.07146989011,10,12,10,5UTR,,0,0
hsa-miR-122-3p,NM_001079524,PAICS,202,217,1.0,-16.4,1,0.0152055,0.471,0.22346634,1.79164066125,-8.07146989011,10,12,10,5UTR,,0,0
hsa-miR-122-3p,NM_022154,SLC39A8,50,86,1.0,-21.5,1,0.00491782,0.544,0.698104368571,0.4029726175,-3.79332483736,18,36,10,5UTR,,0,0
hsa-miR-122-3p,XM_017008312,USP53,289,307,1.0,-16.6,0,0.000443185,0.5,0.0,0.0,-7.48303883423,11,13,11,5UTR,,0,0
hsa-miR-122-3p,NM_001113182,BRD2,175,195,1.0,-20.2,1,0.005730241,0.338,0.132076833333,0.11072962,-6.84240932679,17,20,12,5UTR,,0,0
hsa-miR-122-3p,NM_178508,SMIM29,548,566,1.0,-18.4,1,0.0003862811,0.485,2.93086128571,2.04604351925,-4.52877439761,15,18,13,5UTR,,0,0
hsa-miR-122-3p,NM_018561,USP49,7,39,1.0,-21.3,1,0.001860542,0.412,0.0,0.0,-4.95700071937,14,17,11,5UTR,,0,0
hsa-miR-122-3p,NM_207299,PLPPR1,362,405,1.0,-19.7,0,0.002531667,0.574,1.260925,2.1717025375,-7.75704666201,17,22,8,5UTR,,0,0
hsa-miR-122-3p,NM_032881,LSM10,205,224,1.0,-20.5,1,0.0001762897,0.397,0.774715025,0.40849230875,-6.1995071877,15,19,8,5UTR,,0,0
hsa-miR-122-3p,NM_001198978,SMAP2,34,46,1.0,-16.3,1,0.01354876,0.574,1.36050414286,1.54196918875,-7.16800582825,11,12,11,5UTR,,0,0
hsa-miR-122-3p,NM_015913,TXNDC12,1,14,1.0,-16.8,1,5.97935e-07,0.279,0.0,0.0,-8.75027383534,11,13,8,5UTR,,0,0
hsa-miR-122-3p,NM_001037341,PDE4B,174,222,1.0,-20.1,0,0.008323506,0.647,-0.10088987,1.924986845,-6.50068725424,14,17,10,5UTR,,0,0
hsa-miR-122-3p,NM_002600,PDE4B,129,177,1.0,-20.1,0,0.008323506,0.647,-0.10088987,1.924986845,-6.50068725424,14,17,10,5UTR,,0,0
hsa-miR-122-3p,XM_011527825,FCHO1,209,228,1.0,-18.1,0,0.001436009,0.412,0.0,0.0,-9.88456478111,11,15,7,5UTR,,0,0
hsa-miR-122-3p,NM_052952,DIRC1,159,193,1.0,-20.2,0,0.003033589,0.603,-0.122154714286,-0.05068,-7.75704666201,13,16,7,5UTR,,0,0
hsa-miR-122-3p,NM_003151,STAT4,208,230,1.0,-18.7,1,0.0004087574,0.441,0.704921216667,0.69457350875,-5.61866339543,12,14,12,5UTR,,0,0
hsa-miR-122-3p,NM_001304840,HECW2,604,621,1.0,-19.1,0,0.0001183289,0.412,1.93841499286,2.38363389875,-7.98902299433,14,17,11,5UTR,,0,0
hsa-miR-122-3p,NM_001207069,BZW1,117,131,1.0,-15.8,1,0.008700742,0.544,3.09498177778,3.5550870175,-6.85114839307,13,14,13,5UTR,,0,0
hsa-miR-122-3p,NM_001282925,ABI2,266,283,1.0,-18.7,1,0.05746207,0.456,3.468505,2.784801573,-6.1995071877,14,17,7,5UTR,,0,0
hsa-miR-122-3p,NM_001282926,ABI2,266,283,1.0,-18.7,1,0.05746207,0.456,3.468505,2.784801573,-6.1995071877,14,17,7,5UTR,,0,0
hsa-miR-122-3p,NM_005759,ABI2,266,283,1.0,-18.7,1,0.05746207,0.456,3.468505,2.784801573,-6.1995071877,14,17,7,5UTR,,0,0
hsa-miR-122-3p,NM_001282932,ABI2,266,283,1.0,-18.7,1,0.05746207,0.456,3.468505,2.784801573,-6.1995071877,14,17,7,5UTR,,0,0
hsa-miR-122-3p,NM_032726,PLCD4,312,347,1.0,-22.0,1,4.234502e-06,0.397,0.374074545455,0.632624715,-5.08245545002,15,17,15,5UTR,,0,0
hsa-miR-122-3p,XM_017005116,PLCD4,274,309,1.0,-22.0,1,4.234502e-06,0.397,0.0,0.0,-5.08245545002,15,17,15,5UTR,,0,0
hsa-miR-122-3p,NM_033278,TRIM3,182,213,1.0,-20.9,1,5.411957e-07,0.368,2.3776195,1.351971875,-7.25589684595,14,16,14,5UTR,,0,0
hsa-miR-122-3p,NM_181706,DNAJC24,79,126,1.0,-17.3,1,0.001648761,0.5,0.00252868,-0.122004133375,-6.47918041234,12,14,12,5UTR,,0,0
hsa-miR-122-3p,XM_017018076,LRRC4C,1247,1269,1.0,-18.1,1,9.970246e-05,0.559,0.0,0.0,-4.90607308676,14,17,11,5UTR,,0,0
hsa-miR-122-3p,XM_017018076,LRRC4C,1660,1676,1.0,-17.6,1,0.02999655,0.647,0.0,0.0,-9.06124504819,15,16,15,5UTR,,0,0
hsa-miR-122-3p,XM_017018074,LRRC4C,1245,1267,1.0,-18.1,1,9.970246e-05,0.559,0.0,0.0,-4.90607308676,14,17,11,5UTR,,0,0
hsa-miR-122-3p,XM_017018074,LRRC4C,1658,1674,1.0,-17.6,1,0.02999655,0.647,0.0,0.0,-9.06124504819,15,16,15,5UTR,,0,0
hsa-miR-122-3p,NM_001267783,AMBRA1,308,352,1.0,-20.8,0,1.818266e-05,0.456,1.1526368625,0.8076237425,-7.75704666201,14,17,8,5UTR,,0,0
hsa-miR-122-3p,NM_001300731,AMBRA1,308,352,1.0,-20.8,0,1.818266e-05,0.456,1.1526368625,0.8076237425,-7.75704666201,14,17,8,5UTR,,0,0
hsa-miR-122-3p,NM_001302490,ACP2,54,65,1.0,-16.7,1,0.0003285345,0.368,0.59469448,0.5511157175,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,NM_001302491,ACP2,54,65,1.0,-16.7,1,0.0003285345,0.368,0.59469448,0.5511157175,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,NM_001610,ACP2,54,65,1.0,-16.7,1,0.0003285345,0.368,0.59469448,0.5511157175,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,NM_001172639,CELF1,885,900,1.0,-18.1,0,0.003740142,0.559,1.79413455556,2.20419545125,-7.80367080634,13,15,9,5UTR,,0,0
hsa-miR-122-3p,XM_005256255,ADGRG1,531,547,1.0,-20.2,0,6.095649e-05,0.426,0.0,0.0,-9.88456478111,13,16,9,5UTR,,0,0
hsa-miR-122-3p,NM_003983,SLC7A6,156,179,1.0,-18.0,0,0.002065205,0.544,0.389082222222,0.74126448375,-9.5516050626,13,18,9,5UTR,,0,0
hsa-miR-122-3p,XM_017023234,MAF,262,280,1.0,-17.4,1,0.2289803,0.515,0.0,0.0,-6.09222096393,14,18,7,5UTR,,0,0
hsa-miR-122-3p,NM_015021,ZNF292,5,50,1.0,-22.9,1,0.006090024,0.353,0.0,0.0,-6.1995071877,14,17,7,5UTR,,0,0
hsa-miR-122-3p,NM_001287255,ZNF596,141,160,1.0,-17.1,1,0.006352491,0.529,0.031252125,-0.181170445875,-12.4965397034,14,19,8,5UTR,,0,0
hsa-miR-122-3p,NM_001244604,DPYSL2,6,42,1.0,-20.8,1,0.009873794,0.471,0.0,0.0,-4.95700071937,16,19,11,5UTR,,0,0
hsa-miR-122-3p,NM_005339,UBE2K,148,163,1.0,-18.9,0,8.989122e-05,0.324,1.93212663636,1.7075546575,-7.24998975393,13,15,13,5UTR,,0,0
hsa-miR-122-3p,NM_001111112,UBE2K,148,163,1.0,-18.9,0,8.989122e-05,0.324,1.93212663636,1.7075546575,-7.24998975393,13,15,13,5UTR,,0,0
hsa-miR-122-3p,NM_001312646,UBE2K,148,163,1.0,-18.9,0,8.989122e-05,0.324,1.93212663636,1.7075546575,-7.24998975393,13,15,13,5UTR,,0,0
hsa-miR-122-3p,NM_001111113,UBE2K,148,163,1.0,-18.9,0,8.989122e-05,0.324,1.93212663636,1.7075546575,-7.24998975393,13,15,13,5UTR,,0,0
hsa-miR-122-3p,NM_005223,DNASE1,720,742,1.0,-19.9,0,5.030378e-05,0.5,-0.0778230833333,-0.019129825,-7.91236201217,15,17,15,5UTR,,0,0
hsa-miR-122-3p,NM_001270940,XPO6,618,651,1.0,-17.6,1,0.0002950599,0.485,6.40121428571,5.75569027875,-8.91699543934,12,14,12,5UTR,,0,0
hsa-miR-122-3p,XM_006721077,SULT1A2,664,677,1.0,-16.9,0,0.005480874,0.456,0.0,0.0,-6.74758927398,12,13,12,5UTR,,0,0
hsa-miR-122-3p,NM_001301061,BCL7B,216,227,1.0,-16.7,1,2.63766e-05,0.426,0.42444411,0.523697625,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,NM_152703,SAMD9L,577,600,1.0,-20.0,1,0.007564184,0.544,-0.0445940461538,0.04861563,-4.52877439761,15,17,15,5UTR,,0,0
hsa-miR-122-3p,NM_020369,FSCN3,14,31,1.0,-19.8,0,3.480175e-06,0.417,0.310417114545,1.25266056288,-8.05822672855,14,17,11,5UTR,,0,0
hsa-miR-122-3p,NM_016032,ZDHHC9,421,461,1.0,-19.3,1,0.0003700063,0.544,0.269183984615,0.44516512875,-5.19004979968,13,15,13,5UTR,,0,0
hsa-miR-122-3p,NM_001008222,ZDHHC9,441,481,1.0,-19.3,1,0.0003700063,0.544,-0.108292630769,0.74580670625,-5.19004979968,13,15,13,5UTR,,0,0
hsa-miR-122-3p,NM_001031705,CT55,396,409,1.0,-16.8,0,7.625644e-05,0.353,-0.1897404,-0.1784405,-7.4691858948,11,13,7,5UTR,,0,0
hsa-miR-122-3p,NM_017863,CT55,396,409,1.0,-16.8,0,7.625644e-05,0.353,-0.1897404,-0.1784405,-7.4691858948,11,13,7,5UTR,,0,0
hsa-miR-122-3p,NM_001173517,MAP7D3,220,231,1.0,-17.3,1,0.0001159147,0.235,0.00468407,-0.0273319725,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,NM_024597,MAP7D3,220,231,1.0,-17.3,1,0.0001159147,0.235,-0.0383245,0.37847003,-8.07146989011,10,11,10,5UTR,,0,0
hsa-miR-122-3p,XM_017010117,ZDHHC11B,601,618,1.0,-18.8,1,0.002589665,0.456,0.0,0.0,-9.02428166311,14,17,7,5UTR,,0,0
hsa-miR-122-3p,NM_001320214,SRSF5,58,75,1.0,-17.9,1,0.0003099284,0.412,1.492046375,1.39962946,-5.03583130569,15,17,12,5UTR,,0,0
hsa-miR-122-3p,NM_006925,SRSF5,58,75,1.0,-17.9,1,0.0003099284,0.412,1.492046375,1.39962946,-5.03583130569,15,17,12,5UTR,,0,0
hsa-miR-122-3p,NM_001039465,SRSF5,33,50,1.0,-17.9,1,0.000498864,0.412,1.492046375,1.44228836851,-5.03583130569,15,17,12,5UTR,,0,0
hsa-miR-122-3p,XM_011536638,SIPA1L1,757,772,1.0,-18.7,1,5.264541e-07,0.529,0.0,0.0,-6.01339037762,13,15,7,5UTR,,0,0
hsa-miR-122-3p,NM_015859,GTF2A1,414,441,1.0,-21.3,1,0.0008182399,0.515,0.683424614286,0.7016257055,-6.1995071877,17,22,7,5UTR,,0,0
hsa-miR-122-3p,NM_001142275,NIPA1,32,63,1.0,-16.6,0,2.726219e-06,0.515,3.21495928,1.86394599382,-6.51454019368,13,17,9,5UTR,,0,0
hsa-miR-122-3p,NM_001286487,TMEM87A,164,193,1.0,-18.8,1,4.922748e-06,0.382,1.00511,1.69630200625,-6.1995071877,14,18,7,5UTR,,0,0
hsa-miR-122-3p,NM_015497,TMEM87A,164,193,1.0,-18.8,1,4.922748e-06,0.382,1.00511,1.69630200625,-6.1995071877,14,18,7,5UTR,,0,0
hsa-miR-122-3p,NM_001110503,TMEM87A,164,193,1.0,-18.8,1,4.922748e-06,0.382,-0.006746,0.27944663875,-6.1995071877,14,18,7,5UTR,,0,0
hsa-miR-122-3p,NM_031308,EPPK1,67,82,1.0,-18.7,0,3.40256e-05,0.382,-0.204915485714,-0.461132343,-6.51454019368,13,15,9,5UTR,,0,0
hsa-miR-122-3p,XM_006716658,SLC52A2,318,366,1.0,-24.5,1,5.720324e-07,0.294,0.0,0.0,-4.67302400645,18,21,14,5UTR,,0,0
hsa-miR-122-5p,NM_000811,GABRA6,7,25,0.953846153846,-18.7,1,0.03589858,0.519,0.0,0.0,-3.79332483736,16,18,11,5UTR,,0,0
hsa-miR-122-5p,NM_001177358,GPR137,314,332,0.953846153846,-21.9,1,0.01817318,0.426,0.126909635294,0.074219105,-3.79332483736,16,18,11,5UTR,,0,0
